Code_commune_INSEE,Code_postal,Coordonnees_gps
49171,49150,"47.461121649, -0.067640076"
32238,32170,"43.48849798, 0.31200016"
48016,48000,"44.475949677, 3.441068288"
53236,53700,"48.295045046, -0.169522426"
62384,62147,"50.142465322, 3.097254315"
49174,49430,"47.647663698, -0.302153771"
32239,32700,"43.940849861, 0.536725101"
48017,48500,"44.430547737, 3.170364601"
53245,53500,"48.288137875, -1.028467961"
62391,62330,"50.607278455, 2.490193025"
49176,49220,"47.635752059, -0.755040637"
32244,32400,"43.686439275, -0.085737182"
48018,48000,"44.522369104, 3.409146157"
53246,53370,"48.397865847, -0.108529546"
62402,62830,"50.604328925, 1.682593458"
49176,49220,"47.635752059, -0.755040637"
32246,32240,"43.843244524, -0.128734404"
48050,48400,"44.348550138, 3.6391913"
53249,53160,"48.216038987, -0.218433479"
62406,62121,"50.183469431, 2.802527648"
49194,49630,"47.469451673, -0.277747732"
32250,32420,"43.4227684, 0.677203225"
48067,48110,"44.178384739, 3.711158874"
53258,53800,"47.846740469, -1.058516104"
62409,62111,"50.161613685, 2.642689096"
49195,49280,"47.059764102, -0.79519311"
32251,32360,"43.750606163, 0.55011209"
48070,48600,"44.777420174, 3.640826446"
53265,53270,"48.096705029, -0.271472935"
62415,62144,"50.329498689, 2.6348737"
49200,49770,"47.548036477, -0.667299151"
32255,32390,"43.776044979, 0.687364669"
48074,48150,"44.247900484, 3.386842023"
53266,53160,"48.282904773, -0.308762123"
62416,62130,"50.334087729, 2.316348469"
49209,49430,"47.625346962, -0.21380111"
32257,32350,"43.624283571, 0.383622724"
48077,48140,"44.936654511, 3.319803906"
53272,53250,"48.402773639, -0.264706231"
62418,62810,"50.27188796, 2.568900361"
49211,49310,"47.18716976, -0.516130415"
32258,32390,"43.744624814, 0.669785872"
48086,48250,"44.636401195, 3.864965316"
53273,53170,"47.925334088, -0.683358845"
62422,62111,"50.117937571, 2.64578163"
49216,49140,"47.593474048, -0.391113601"
32260,32420,"43.380072424, 0.71664105"
48087,48100,"44.678003025, 3.158962206"
54001,54610,"48.892374591, 6.265494475"
62424,62182,"50.214791468, 2.949099941"
49218,49110,"47.25850493, -1.042610429"
32261,32130,"43.464856101, 0.992528598"
48087,48270,"44.678003025, 3.158962206"
54006,54770,"48.729826659, 6.235463434"
62426,62128,"50.233156376, 2.871536852"
49218,49270,"47.25850493, -1.042610429"
32277,32220,"43.48729221, 0.854646821"
48094,48210,"44.306224605, 3.210633697"
54007,54460,"48.737208698, 6.018418018"
62427,62110,"50.409368739, 2.95925181"
49219,49730,"47.213742428, 0.051520243"
32278,32300,"43.399349514, 0.42172513"
48094,48500,"44.306224605, 3.210633697"
54013,54450,"48.629897893, 6.784271028"
62428,62128,"50.218360515, 2.838973035"
49220,49640,"47.709069638, -0.38641145"
32281,32170,"43.387897017, 0.37157825"
48100,48170,"44.596520413, 3.71226743"
54015,54560,"49.335455273, 5.880607782"
62430,62760,"50.156404973, 2.531958941"
49223,49610,"47.394971302, -0.553522175"
32282,32550,"43.642061964, 0.668836414"
48106,48310,"44.800058205, 3.113666309"
54016,54200,"48.767405828, 5.887466714"
62432,62850,"50.763430757, 1.897352083"
49228,49490,"47.524273619, 0.104578885"
32296,32110,"43.761327366, -0.030667017"
48112,48300,"44.685333133, 3.732043175"
54017,54540,"48.504908681, 6.972020003"
62438,62690,"50.324930202, 2.583980379"
49228,49490,"47.524273619, 0.104578885"
32302,32260,"43.512979092, 0.597357047"
48116,48220,"44.371033796, 3.765083198"
54022,54530,"49.01356877, 6.025501897"
62443,62530,"50.445290115, 2.642662837"
49228,49490,"47.524273619, 0.104578885"
32306,32500,"43.8840494, 0.620970122"
48124,48100,"44.632224901, 3.333075533"
54024,54760,"48.835554179, 6.289990455"
62448,62360,"50.669583217, 1.688045556"
49235,49730,"47.220590262, 0.003509757"
32307,32550,"43.605491718, 0.589203355"
48127,48700,"44.648181248, 3.4889091"
54033,54490,"49.322961066, 5.737940375"
62449,62990,"50.46373558, 1.942238391"
49236,49560,"47.100866051, -0.383811953"
32308,32130,"43.460487466, 1.026044795"
48127,48700,"44.648181248, 3.4889091"
54036,54150,"49.294241401, 5.967685849"
62454,62232,"50.571207984, 2.629550747"
49244,49110,"47.341001034, -0.928035077"
32317,32230,"43.627706834, 0.175607688"
48128,48200,"44.764486908, 3.316966054"
54037,54210,"48.583910035, 6.229028652"
62458,62910,"50.796954195, 2.164059835"
49244,49290,"47.341001034, -0.928035077"
32321,32130,"43.534407548, 0.839538404"
48129,48300,"44.703252005, 3.786008595"
54039,54120,"48.450247427, 6.741033553"
62460,62630,"50.582691936, 1.738407502"
49244,49620,"47.341001034, -0.928035077"
32338,32800,"43.810284697, 0.190148652"
48132,48120,"44.796275758, 3.403259065"
54041,54170,"48.557250137, 5.87694265"
62464,62410,"50.484790114, 2.811849883"
49248,49420,"47.72311237, -1.107195866"
32341,32390,"43.813777601, 0.549645917"
48139,48600,"44.812477342, 3.715193279"
54042,54290,"48.436495262, 6.283109161"
62474,62360,"50.682062224, 1.655651648"
49248,49520,"47.72311237, -1.107195866"
32344,32400,"43.641104763, -0.075390176"
48146,48210,"44.360810745, 3.456391125"
54048,54150,"49.230008795, 5.88825547"
62483,62830,"50.603128227, 1.761947581"
49248,49520,"47.72311237, -1.107195866"
32349,32430,"43.664165689, 0.985203841"
48146,48320,"44.360810745, 3.456391125"
54051,54980,"49.176693114, 5.969546043"
62488,62610,"50.816190755, 1.966352508"
49261,49320,"47.332588064, -0.240271779"
32350,32100,"43.908178061, 0.467687614"
48152,48160,"44.295768542, 3.877412699"
54054,54290,"48.479649051, 6.320546622"
62491,62840,"50.612432016, 2.783659226"
49261,49350,"47.332588064, -0.240271779"
32355,32170,"43.396224553, 0.34327087"
48155,48370,"44.221728054, 3.810382931"
54059,54610,"48.848892142, 6.186937372"
62492,62990,"50.459489702, 1.977978738"
49278,49130,"47.428143436, -0.575965176"
32357,32430,"43.745675423, 0.968228448"
48157,48190,"44.519523669, 3.602736981"
54064,54480,"48.577084097, 7.016247056"
62499,62170,"50.385325954, 1.728373054"
49292,49190,"47.311025959, -0.659320152"
32359,32120,"43.720098356, 0.822377374"
48165,48100,"44.598558043, 3.175491867"
54072,54380,"48.848813664, 6.103296335"
62501,62990,"50.427400749, 1.864894733"
49298,49170,"47.461199914, -0.708164481"
32364,32700,"43.983117409, 0.660239441"
48168,48100,"44.604417633, 3.306962112"
54077,54450,"48.59055156, 6.842459644"
62503,62250,"50.853491472, 1.731072642"
49301,49450,"47.096723337, -1.090669835"
32366,32120,"43.782806913, 0.769228691"
48170,48160,"44.194040726, 3.918841351"
54078,54450,"48.581943108, 6.737094063"
62504,62500,"50.735061869, 2.169778457"
49301,49660,"47.096723337, -1.090669835"
32370,32380,"43.892438858, 0.761271414"
48182,48170,"44.70198296, 3.615460936"
54084,54111,"49.32590019, 5.842499479"
62510,62800,"50.424319541, 2.772813142"
49307,49630,"47.45969715, -0.371888629"
32371,32380,"43.91696989, 0.79283796"
48192,48340,"44.520921294, 3.093516793"
54090,54136,"48.757670894, 6.163948856"
62512,62960,"50.563323476, 2.336311427"
49307,49800,"47.45969715, -0.371888629"
32375,32300,"43.428413005, 0.47361034"
48193,48400,"44.255804282, 3.542939414"
54097,54540,"48.523051332, 6.921014034"
62516,62190,"50.561542958, 2.482560976"
49321,49123,"47.450832541, -0.942414371"
32377,32430,"43.735202022, 0.930236607"
49009,49260,"47.078632904, -0.131999208"
54099,54790,"49.262184621, 5.952953696"
62517,62120,"50.589898383, 2.372668312"
49328,49400,"47.2674899, -0.082988143"
32378,32400,"43.674785666, -0.14658905"
49015,49240,"47.505278971, -0.600595275"
54104,54110,"48.683399983, 6.342351313"
62532,62540,"50.51704608, 2.49511503"
49331,49500,"47.706212833, -0.861535832"
32383,32230,"43.483688038, 0.14846712"
49018,49150,"47.566270346, -0.102419344"
54105,54113,"48.572600142, 5.84383918"
62533,62310,"50.521377174, 2.173648113"
49331,49500,"47.706212833, -0.861535832"
32384,32360,"43.720035357, 0.498016361"
49018,49150,"47.566270346, -0.102419344"
54109,54134,"48.533904041, 6.178168227"
62538,62870,"50.37041589, 1.815798091"
49331,49520,"47.706212833, -0.861535832"
32391,32480,"44.003393479, 0.574003274"
49018,49150,"47.566270346, -0.102419344"
54116,54300,"48.593516278, 6.537718102"
62540,62620,"50.447865052, 2.578361851"
49332,49280,"47.080461867, -0.957133273"
32392,32450,"43.519986877, 0.810383765"
49018,49150,"47.566270346, -0.102419344"
54127,54720,"49.474129419, 5.766200682"
62542,62127,"50.32178978, 2.441779997"
49343,49280,"47.008234645, -0.83811447"
32393,32300,"43.48552461, 0.346264795"
49018,49150,"47.566270346, -0.102419344"
54129,54480,"48.586115404, 6.944738514"
62543,62120,"50.629525756, 2.308615029"
49345,49380,"47.271572562, -0.535401566"
32398,32400,"43.643634088, -0.140280486"
49018,49150,"47.566270346, -0.102419344"
54138,54400,"49.525676518, 5.716798224"
62545,62650,"50.548223279, 1.940493429"
49345,49380,"47.271572562, -0.535401566"
32407,32220,"43.508484319, 0.860325875"
49018,49150,"47.566270346, -0.102419344"
54149,54680,"49.433918257, 5.920885923"
62547,62170,"50.470998766, 1.840978276"
49352,49360,"47.058014489, -0.758061957"
32409,32140,"43.391668169, 0.530395816"
49023,49600,"47.197135938, -0.956904052"
54150,54670,"48.788526312, 6.146295293"
62551,62990,"50.452288784, 1.874388197"
49367,49220,"47.582412735, -0.815288069"
32414,32400,"43.684197751, -0.050811863"
49023,49600,"47.197135938, -0.956904052"
54153,54470,"49.006739272, 5.832231048"
62556,62170,"50.464997287, 1.819601845"
49373,49560,"47.139197901, -0.471050728"
32417,32500,"43.849114763, 0.533742051"
49045,49390,"47.351095724, 0.083771097"
54157,54380,"48.833984634, 6.055522338"
62565,62310,"50.557007503, 2.144279073"
49377,49140,"47.562282426, -0.438568519"
32428,32450,"43.504045393, 0.734977322"
49050,49320,"47.345915233, -0.403256373"
54161,54450,"48.560952384, 6.801159445"
62567,62890,"50.772767628, 2.090900188"
50004,50680,"49.212252923, -1.079534735"
32432,32130,"43.511767503, 1.045610347"
49050,49320,"47.345915233, -0.403256373"
54162,54119,"48.641495056, 5.822647178"
62576,62270,"50.31447102, 2.3634243"
50013,50760,"49.636695797, -1.284190851"
32433,32420,"43.45761107, 0.736382801"
49060,49260,"47.180498294, -0.056840075"
54171,54800,"49.14609067, 5.931276627"
62586,62123,"50.292921012, 2.628783752"
50023,50500,"49.300008793, -1.324313954"
32435,32430,"43.702956549, 0.953949943"
49064,49220,"47.688631939, -0.693709239"
54175,54360,"48.492781244, 6.392952829"
62587,62640,"50.4288881, 2.930213643"
50027,50530,"48.704253925, -1.433025506"
32447,32450,"43.545982039, 0.793495397"
49067,49220,"47.676463979, -0.656489913"
54177,54370,"48.637168031, 6.683308713"
62588,62170,"50.465533596, 1.771871632"
50028,50450,"48.924010848, -1.301931115"
32461,32400,"43.599773521, -0.199454891"
49069,49270,"47.309539794, -1.201383399"
54178,54260,"49.500561151, 5.500873967"
62589,62144,"50.350112037, 2.690141094"
50030,50760,"49.668241753, -1.264220249"
32463,32400,"43.600278527, -0.138670723"
49080,49330,"47.703938402, -0.550724281"
54182,54470,"48.911118018, 5.806174669"
62590,62130,"50.320927722, 2.387206638"
50041,50440,"49.652352643, -1.814072803"
32466,32300,"43.394817216, 0.46982132"
49082,49290,"47.325532212, -0.722299295"
54190,54115,"48.403660562, 6.001575555"
62592,62910,"50.763124793, 2.127351054"
50041,50440,"49.652352643, -1.814072803"
32468,32140,"43.375264706, 0.640830194"
49086,49380,"47.263453344, -0.444435776"
54193,54470,"48.906075264, 5.964071073"
62594,62159,"50.156796915, 2.857374043"
50041,50460,"49.652352643, -1.814072803"
33001,33230,"45.01075997, -0.129489872"
49092,49120,"47.220621251, -0.704547266"
54194,54560,"49.411771606, 5.842293112"
62602,62180,"50.361789419, 1.739443251"
50049,50390,"49.376547943, -1.626961894"
33003,33440,"44.944318702, -0.500835162"
49092,49120,"47.220621251, -0.704547266"
54202,54840,"48.707361511, 5.990901981"
62605,62770,"50.381716063, 2.166894953"
50069,50800,"48.79389382, -1.286285566"
33005,33510,"44.7544456, -1.080648364"
49092,49120,"47.220621251, -0.704547266"
54214,54160,"48.572011496, 6.126784352"
62608,62124,"50.067958395, 3.024509715"
50082,50260,"49.46507051, -1.667658399"
33008,33760,"44.682374394, -0.236262184"
49092,49120,"47.220621251, -0.704547266"
54218,54115,"48.45876107, 5.988740557"
62609,62580,"50.358572466, 2.754434616"
50084,50200,"49.038106462, -1.479619179"
33008,33760,"44.682374394, -0.236262184"
49092,49120,"47.220621251, -0.704547266"
54219,54110,"48.675360776, 6.383447275"
62615,62185,"50.907295823, 1.833344335"
50099,50480,"49.313564243, -1.203460786"
33011,33740,"44.795393956, -1.078446421"
49099,49300,"47.045655014, -0.877532437"
54234,54730,"49.536166623, 5.683302858"
62616,62390,"50.240360315, 2.18135936"
50099,50500,"49.313564243, -1.203460786"
33020,33790,"44.736214169, 0.044480651"
49109,49690,"47.120300275, -0.635705562"
54239,54380,"48.841469232, 6.017489782"
62627,62490,"50.309202732, 3.021159491"
50099,50500,"49.313564243, -1.203460786"
33022,33480,"45.005581236, -0.76076734"
49125,49700,"47.191870868, -0.307710062"
54241,54930,"48.395288327, 6.058414173"
62631,62270,"50.307361496, 2.286526125"
50099,50500,"49.313564243, -1.203460786"
33023,33640,"44.70279535, -0.483689925"
49125,49700,"47.191870868, -0.307710062"
54252,54740,"48.474374376, 6.187151589"
62638,62860,"50.250576724, 3.12241406"
50099,50620,"49.313564243, -1.203460786"
33024,33190,"44.618872618, -0.048817187"
49130,49460,"47.615307649, -0.561091768"
54253,54800,"49.196655322, 5.896992731"
62644,62380,"50.653075589, 2.143459024"
50109,50510,"48.911331303, -1.438569033"
33029,33114,"44.626722939, -0.746772098"
49138,49250,"47.453726186, -0.136612909"
54260,54300,"48.548604309, 6.521269931"
62649,62760,"50.152681423, 2.491016316"
50112,50370,"48.764953466, -1.238030154"
33047,33390,"45.117033789, -0.574427672"
49155,49220,"47.594831151, -0.696457962"
54262,54370,"48.71686352, 6.432754588"
62651,62127,"50.330736924, 2.487963331"
50126,50870,"48.736226399, -1.334107848"
33048,33124,"44.483191266, -0.128581295"
49163,49140,"47.554291538, -0.256092917"
54265,54180,"48.641018528, 6.172402989"
62652,62550,"50.487174979, 2.403005906"
50129,50110,"49.631756656, -1.620931521"
33052,33500,"44.962084188, -0.243578979"
49170,49330,"47.659011088, -0.514343477"
54269,54110,"48.600617347, 6.391100769"
62653,62126,"50.748737178, 1.697442667"
50129,50120,"49.631756656, -1.620931521"
33055,33340,"45.320745678, -0.886933388"
49174,49430,"47.647663698, -0.302153771"
54277,54800,"49.173147384, 5.796250938"
62657,62340,"50.87178177, 1.791090289"
50138,50700,"49.454219217, -1.490008021"
33070,33480,"45.040686016, -0.948266433"
49192,49360,"47.018543514, -0.768445308"
54278,54740,"48.414057063, 6.162941241"
62661,62140,"50.376381738, 1.981149675"
50139,50420,"49.04480409, -1.038104261"
33076,33720,"44.534943942, -0.400235299"
49218,49600,"47.25850493, -1.042610429"
54290,54720,"49.451831837, 5.779040592"
62677,62140,"50.33132595, 2.038935363"
50147,50200,"49.057145156, -1.443088396"
33081,33410,"44.640776811, -0.305549898"
49218,49600,"47.25850493, -1.042610429"
54295,54970,"49.318815726, 5.80754059"
62679,62830,"50.665325858, 1.745587569"
50168,50220,"48.619975705, -1.268015554"
33087,33190,"44.634497498, -0.06772356"
49220,49640,"47.709069638, -0.38641145"
54296,54280,"48.725104287, 6.29965896"
62683,62390,"50.301073072, 2.104826387"
50188,50320,"48.820136629, -1.418020159"
33097,33121,"45.084841917, -1.049050448"
49222,49610,"47.358966547, -0.569254627"
54300,54410,"48.646141522, 6.241405476"
62684,62120,"50.695634328, 2.360276727"
50192,50420,"48.966334647, -1.041753785"
33099,33360,"44.810217805, -0.472101992"
49224,49680,"47.336194295, -0.018754078"
54315,54760,"48.802766369, 6.269372844"
62690,62140,"50.302874387, 1.957950212"
50193,50850,"48.707885349, -0.821140757"
33112,33540,"44.696496928, -0.010917117"
49228,49490,"47.524273619, 0.104578885"
54320,54700,"48.867086629, 6.098125638"
62695,62270,"50.258037418, 2.363648518"
50194,50310,"49.44144551, -1.353601503"
33115,33113,"44.329878241, -0.393342036"
49228,49490,"47.524273619, 0.104578885"
54324,54290,"48.49735828, 6.31529896"
62697,62860,"50.257972372, 3.028203368"
50197,50450,"48.89395437, -1.333028899"
33118,33360,"44.783114094, -0.456724956"
49228,49490,"47.524273619, 0.104578885"
54325,54290,"48.430654561, 6.369962953"
62703,62156,"50.257102981, 2.958672444"
50197,50450,"48.89395437, -1.333028899"
33119,33150,"44.854870841, -0.521562966"
49228,49490,"47.524273619, 0.104578885"
54331,54129,"48.444292566, 6.566096613"
62710,62990,"50.515178554, 1.989462144"
50215,50560,"49.101572359, -1.545777162"
33121,33760,"44.741765609, -0.185294223"
49228,49490,"47.524273619, 0.104578885"
54334,54150,"49.304480975, 5.854725068"
62711,62720,"50.807430599, 1.740181758"
50218,50400,"48.836126796, -1.585428517"
33123,33620,"45.083234912, -0.453556223"
49231,49340,"47.086018004, -0.777213721"
54335,54370,"48.647505097, 6.437969378"
62722,62390,"50.275581366, 2.169436605"
50221,50450,"48.954312235, -1.351058732"
33130,33210,"44.500026644, -0.212399933"
49241,49124,"47.492159737, -0.43645328"
54350,54300,"48.598016178, 6.607531943"
62727,62620,"50.466247471, 2.59154856"
50227,50310,"49.449467151, -1.408674046"
33146,33460,"45.117947764, -0.73440973"
49244,49290,"47.341001034, -0.928035077"
54351,54820,"48.790106344, 6.090289925"
62742,62170,"50.454190863, 1.668504809"
50233,50390,"49.429143296, -1.465852895"
33147,33420,"44.797063531, -0.236603405"
49244,49410,"47.341001034, -0.928035077"
54355,54380,"48.848243662, 5.951522093"
62753,62223,"50.308367487, 2.811672644"
50236,50580,"49.285920052, -1.59371592"
33150,33580,"44.678014256, 0.103520879"
49244,49410,"47.341001034, -0.928035077"
54357,54320,"48.709687072, 6.150231362"
62754,62128,"50.183563034, 2.851799898"
50239,50570,"49.127879371, -1.1932467"
33151,33860,"45.233986488, -0.444452356"
49248,49420,"47.72311237, -1.107195866"
54362,54960,"49.385379115, 5.758398165"
62758,62280,"50.723607592, 1.647349415"
50240,50340,"49.558335163, -1.783625749"
33152,33410,"44.649658195, -0.255794573"
49261,49350,"47.332588064, -0.240271779"
54364,54850,"48.591320572, 6.137025788"
62759,62240,"50.66839646, 1.88733697"
50247,50320,"48.808817243, -1.401949801"
33161,33390,"45.192918594, -0.610227767"
49261,49350,"47.332588064, -0.240271779"
54366,54850,"48.610142888, 6.142015011"
62760,62560,"50.611431396, 2.104430628"
50256,50540,"48.621490391, -1.182914003"
33164,33210,"44.535442623, -0.295281918"
49262,49400,"47.244615266, -0.152010046"
54369,54670,"48.814761059, 6.139698886"
62761,62128,"50.228807514, 2.851672117"
50260,50520,"48.679430021, -1.023334304"
33167,33270,"44.833931035, -0.520851171"
49269,49280,"47.028916825, -0.965389853"
54378,54870,"49.471236486, 5.668219707"
62765,62500,"50.76768546, 2.263584703"
50260,50520,"48.679430021, -1.023334304"
33170,33190,"44.555765503, -0.028475228"
49284,49170,"47.410966553, -0.811545251"
54393,54118,"48.487331683, 6.586504908"
62766,62162,"50.945658017, 2.100826338"
50263,50600,"48.5687142, -1.023205391"
33173,33570,"44.94290962, -0.000284442"
49301,49230,"47.096723337, -1.090669835"
54394,54490,"49.342684758, 5.831132"
62779,62760,"50.108816987, 2.430220728"
50273,50250,"49.306725479, -1.442244386"
33177,33340,"45.312939446, -0.987410984"
49301,49450,"47.096723337, -1.090669835"
54395,54000,"48.690068976, 6.175258299"
62785,62690,"50.354397935, 2.558175413"
50276,50530,"48.731661001, -1.395444322"
33178,33430,"44.436455786, -0.135339381"
49308,49610,"47.381729836, -0.501547078"
54412,54260,"49.491416798, 5.447476059"
62791,62270,"50.295610233, 2.312350448"
50282,50870,"48.76629893, -1.329733437"
33180,33430,"44.454163658, -0.13152651"
49326,49800,"47.502550272, -0.385625765"
54423,54540,"48.467404913, 6.884047319"
62799,62170,"50.456363919, 1.714263458"
50285,50260,"49.452739017, -1.548210263"
33188,33840,"44.266006703, -0.162959399"
49331,49500,"47.706212833, -0.861535832"
54426,54200,"48.639956323, 5.964048409"
62812,62560,"50.623994195, 2.047253624"
50288,50300,"48.699783584, -1.389219242"
33195,33690,"44.410587839, -0.025872247"
49331,49500,"47.706212833, -0.861535832"
54429,54160,"48.548329302, 6.111116921"
62815,62180,"50.355441752, 1.707993113"
50290,50220,"48.654264686, -1.244278803"
33201,33550,"44.736692152, -0.366220359"
49331,49500,"47.706212833, -0.861535832"
54437,54160,"48.549082906, 6.152017663"
62825,62490,"50.290903623, 3.032098678"
50295,50410,"48.955132612, -1.199510433"
33205,33720,"44.607025695, -0.380387335"
49331,49500,"47.706212833, -0.861535832"
54438,54115,"48.390652404, 6.03216741"
62830,62147,"50.090583313, 3.097101246"
50300,50520,"48.700185415, -1.063216253"
33207,33450,"44.92222427, -0.35508767"
49331,49500,"47.706212833, -0.861535832"
54442,54330,"48.471792052, 6.104023367"
62847,62113,"50.502636102, 2.662270564"
50305,50110,"49.598323479, -1.528356335"
33212,33690,"44.449013597, -0.083573155"
49333,49140,"47.604151738, -0.359167885"
54445,54370,"48.651293563, 6.509898482"
62851,62136,"50.592617889, 2.716808345"
50312,50670,"48.722051455, -1.05758431"
33227,33210,"44.537264835, -0.241257185"
49334,49140,"47.522429788, -0.215535232"
54453,54470,"48.985320522, 5.903775103"
62856,62690,"50.372669442, 2.529236289"
50327,50510,"48.861124351, -1.40494898"
33228,33710,"45.063749381, -0.534852666"
49359,49700,"47.22350053, -0.181656758"
54456,54110,"48.708313135, 6.379873492"
62861,62580,"50.378042798, 2.811222806"
50338,50410,"48.882667733, -1.109398847"
33229,33138,"44.774541826, -0.977435898"
49362,49400,"47.227979371, -0.066966091"
54459,54630,"48.595315874, 6.175593982"
62865,62490,"50.325798592, 2.980518381"
50340,50490,"49.115704157, -1.3469494"
33237,33210,"44.506852339, -0.355742141"
49364,49260,"47.141328755, -0.212612012"
54464,54610,"48.902501075, 6.205173224"
62866,62180,"50.38212827, 1.650254009"
50351,50810,"49.108034795, -0.89723456"
33250,33190,"44.626755393, -0.022576161"
49371,49340,"47.115527988, -0.721680559"
54466,54200,"48.785171593, 5.821429623"
62871,62140,"50.433981175, 2.023478151"
50359,50140,"48.605965262, -0.935660983"
33263,33670,"44.757320741, -0.397087081"
50015,50660,"48.961854522, -1.531760584"
54469,54580,"49.169647072, 6.00174577"
62873,62128,"50.255722988, 2.855115426"
50359,50140,"48.605965262, -0.935660983"
33266,33620,"45.059361417, -0.344291902"
50024,50500,"49.215737525, -1.305912287"
54470,54470,"48.892605545, 5.797175313"
62875,62120,"50.705730277, 2.345318642"
50360,50700,"49.474597344, -1.517093609"
33271,33690,"44.374432914, -0.089241243"
50034,50000,"49.087916334, -1.069158004"
54475,54290,"48.423372865, 6.344405166"
62881,62390,"50.215980029, 2.165137865"
50369,50260,"49.503944407, -1.551911965"
33282,33350,"44.785684763, -0.084789026"
50038,50320,"48.836701722, -1.367179544"
54476,54260,"49.455228343, 5.487271355"
62886,62650,"50.572691617, 1.950648224"
50372,50250,"49.311016918, -1.528346876"
33284,33380,"44.617778408, -0.895575466"
50041,50440,"49.652352643, -1.814072803"
54485,54730,"49.526280979, 5.638269549"
62888,62830,"50.650968024, 1.768387316"
50374,50250,"49.349827885, -1.598613432"
33285,33710,"45.077884631, -0.5462252"
50041,50440,"49.652352643, -1.814072803"
54488,54480,"48.52301971, 7.002695188"
62896,62240,"50.685150203, 1.768025329"
50378,50210,"48.998436392, -1.258136218"
33287,33190,"44.571533291, 0.026291815"
50041,50440,"49.652352643, -1.814072803"
54494,54115,"48.472596464, 5.933946005"
62897,62380,"50.660982214, 2.079603658"
50391,50600,"48.603496365, -1.069470151"
33293,33450,"44.8830486, -0.42922169"
50041,50440,"49.652352643, -1.814072803"
54495,54420,"48.686122618, 6.25413718"
62904,62890,"50.823191318, 2.052894704"
50393,50410,"48.914082727, -1.193996214"
33298,33420,"44.857828496, -0.220833981"
50041,50440,"49.652352643, -1.814072803"
54512,54480,"48.604984347, 6.939883781"
63003,63600,"45.555678137, 3.756882059"
50395,50630,"49.612864712, -1.310209812"
33307,33730,"44.479944247, -0.360106118"
50041,50460,"49.652352643, -1.814072803"
54515,54330,"48.543354485, 6.050394241"
63005,63340,"45.501058849, 3.18459919"
50400,50250,"49.376182114, -1.39966233"
33310,33113,"44.50401934, -0.509753196"
50046,50810,"49.137308554, -0.947371255"
54523,54170,"48.575903407, 5.972275227"
63008,63250,"45.897864396, 3.716566661"
50400,50360,"49.376182114, -1.39966233"
33321,33240,"45.048659649, -0.431447621"
50060,50800,"48.870539721, -1.248512809"
54531,54115,"48.414203859, 5.926782791"
63010,63220,"45.420760483, 3.722981313"
50400,50480,"49.376182114, -1.39966233"
33328,33500,"44.931591724, -0.205025157"
50077,50110,"49.650395068, -1.508383766"
54533,54750,"49.322175908, 5.944324489"
63013,63260,"45.980481097, 3.192670887"
50403,50770,"49.164714032, -1.55844082"
33329,33730,"44.399756181, -0.298994116"
50082,50260,"49.46507051, -1.667658399"
54536,54640,"49.307674715, 5.893883846"
63014,63170,"45.751343023, 3.125741102"
50410,50170,"48.560585631, -1.468782641"
33332,33660,"45.036869878, 0.000662158"
50087,50700,"49.55374915, -1.573330322"
54538,54112,"48.568582389, 5.746556074"
63016,63930,"45.736948469, 3.631261703"
50419,50210,"48.969416755, -1.44000963"
33336,33730,"44.38708529, -0.367287544"
50090,50640,"48.525816189, -0.975254666"
54539,54540,"48.48146073, 6.817216455"
63032,63110,"45.749739491, 3.086685848"
50419,50660,"48.969416755, -1.44000963"
33341,33710,"45.08337627, -0.498516491"
50095,50750,"49.074953293, -1.156588491"
54546,54121,"48.958775122, 6.020860816"
63033,63310,"45.996096246, 3.383636429"
50420,50750,"49.071996516, -1.212261535"
33364,33141,"44.956995707, -0.271347175"
50096,50330,"49.640452016, -1.35939001"
54552,54330,"48.420834951, 6.058616141"
63034,63116,"45.81426247, 3.298525224"
50423,50000,"49.146090056, -1.131682589"
33367,33490,"44.607589037, -0.18737709"
50099,50500,"49.313564243, -1.203460786"
54556,54450,"48.603737273, 6.708963956"
63037,63480,"45.617405343, 3.691037348"
50426,50390,"49.390573402, -1.502294226"
33374,33820,"45.25911511, -0.573588005"
50099,50500,"49.313564243, -1.203460786"
54558,54280,"48.716168399, 6.325164696"
63038,63610,"45.496885475, 2.907121081"
50428,50520,"48.677173118, -1.111620081"
33375,33420,"44.810863563, -0.16849611"
50115,50320,"48.769207821, -1.391676123"
54562,54450,"48.587255432, 6.803768901"
63039,63220,"45.431531333, 3.778996271"
50437,50210,"48.983530072, -1.330647379"
33377,33220,"44.811238327, 0.120839778"
50120,50510,"48.893362693, -1.481453933"
54575,54920,"49.469513319, 5.832660684"
63044,63160,"45.724977339, 3.426432561"
50446,50680,"49.134258833, -1.021896864"
33388,33710,"45.087194552, -0.602564838"
50121,50800,"48.80773985, -1.167261707"
54576,54260,"49.468561348, 5.483211811"
63045,63190,"45.781603472, 3.435658542"
50450,50140,"48.684609555, -0.950294867"
33390,33350,"44.879487685, -0.06297066"
50129,50470,"49.631756656, -1.620931521"
54577,54760,"48.814350211, 6.25083802"
63046,63340,"45.452348089, 3.183158286"
50451,50300,"48.699358499, -1.298116522"
33394,33330,"44.900080513, -0.169938525"
50130,50800,"48.799554735, -1.20173545"
54580,54190,"49.464594677, 5.926845725"
63052,63340,"45.466961461, 3.266988302"
