Code_commune_INSEE,Code_postal,Coordonnees_gps
10048,10200,"48.173798296, 4.603793185"
10049,10800,"48.18857649, 4.118434204"
10053,10270,"48.315622805, 4.180686835"
10058,10340,"47.969946724, 4.267029614"
10081,10600,"48.316636785, 4.036019317"
10084,10150,"48.415367578, 4.180724548"
10086,10380,"48.538570021, 3.95263658"
10090,10170,"48.426084841, 3.981128669"
10091,10240,"48.484233632, 4.2436222"
10097,10110,"48.13455296, 4.489941446"
10100,10390,"48.208104882, 4.194165447"
10101,10240,"48.471093545, 4.33137238"
10104,10800,"48.156473239, 4.132337105"
10105,10500,"48.482015668, 4.52984325"
10107,10130,"48.077834557, 3.826662903"
10119,10360,"48.044553038, 4.669866924"
10121,10240,"48.564935395, 4.364428445"
10135,10200,"48.307388371, 4.643264529"
10138,10500,"48.397555291, 4.469982831"
10139,10500,"48.41532015, 4.66131105"
10153,10400,"48.458052688, 3.507269204"
10154,10400,"48.450459228, 3.46411418"
10159,10110,"48.16431228, 4.379790696"
10167,10700,"48.593812141, 4.23472675"
10170,10250,"48.006892375, 4.420201871"
10171,10500,"48.460433207, 4.6017198"
10191,10150,"48.334096945, 4.093087925"
10191,10150,"48.334096945, 4.093087925"
10194,10200,"48.297883755, 4.70763162"
10200,10140,"48.269573562, 4.407829992"
10203,10310,"48.152646456, 4.819011399"
10212,10320,"48.145312895, 4.035899258"
10217,10140,"48.244460648, 4.571008677"
10220,10510,"48.50438755, 3.789041722"
10222,10160,"48.152180218, 3.864977092"
10226,10110,"48.184524779, 4.345812585"
10240,10190,"48.263170001, 3.914465528"
10243,10500,"48.433242497, 4.388251527"
10254,10400,"48.576010489, 3.515849734"
10258,10500,"48.379083655, 4.63593104"
10259,10400,"48.476024514, 3.440576387"
10261,10250,"47.984695109, 4.506817445"
10262,10250,"48.034961191, 4.408579087"
10264,10360,"48.098399361, 4.56109099"
10279,10330,"48.517232501, 4.503043474"
10281,10350,"48.366063758, 3.901588092"
10288,10250,"47.996935355, 4.473179134"
10294,10110,"48.175381191, 4.346337493"
10303,10500,"48.401281761, 4.436235239"
10326,10500,"48.457880653, 4.505760612"
10330,10200,"48.238067299, 4.828172741"
10331,10260,"48.125486998, 4.194932576"
10337,10500,"48.433420985, 4.473746561"
10340,10120,"48.253800134, 4.010816981"
10342,10320,"48.172230871, 4.050480448"
10343,10800,"48.274323906, 4.102428866"
10352,10150,"48.356891506, 4.071939437"
10354,10700,"48.51334604, 4.202625393"
10360,10120,"48.224633918, 4.04026793"
10364,10360,"48.099490635, 4.634803598"
10368,10600,"48.405572762, 3.934326247"
10377,10200,"48.341389991, 4.787917212"
10379,10700,"48.523777004, 4.168120302"
10383,10290,"48.371393386, 3.533248745"
10386,10700,"48.63857426, 4.249590242"
10391,10150,"48.372321243, 4.125619333"
10397,10140,"48.26687649, 4.532864186"
10404,10360,"48.040420007, 4.585867651"
10411,10500,"48.403940158, 4.687451854"
10414,10350,"48.354572557, 3.868084795"
10419,10260,"48.1877997, 4.247253951"
10420,10370,"48.594251338, 3.547573096"
10421,10400,"48.549815077, 3.607413212"
10430,10700,"48.643290576, 4.12315624"
10441,10130,"48.108643524, 3.834913023"
11014,11110,"43.187388933, 3.089015254"
11017,11140,"42.791208952, 2.206715411"
11031,11140,"42.829966046, 2.049795436"
11032,11240,"43.107445424, 2.050808367"
11033,11420,"43.203451366, 1.763186341"
11047,11140,"42.718246461, 2.175258816"
11049,11150,"43.251430843, 2.110586669"
11057,11420,"43.190632577, 1.855096808"
11058,11240,"43.145186354, 2.130867064"
11063,11260,"42.915757177, 2.202234547"
11075,11160,"43.414167744, 2.488238372"
11077,11700,"43.233026898, 2.67733552"
11080,11230,"43.075550149, 1.987717402"
11082,11250,"43.027761987, 2.426408968"
11084,11170,"43.225742397, 2.254734927"
11085,11570,"43.169079579, 2.334356407"
11087,11270,"43.189088762, 1.947084279"
11092,11160,"43.375691189, 2.532234681"
11098,11200,"43.184499993, 2.716129148"
11103,11190,"42.932875499, 2.245259466"
11108,11240,"43.142218729, 2.032546324"
11109,11190,"42.936974126, 2.285029491"
11117,11330,"42.959273418, 2.606539973"
11123,11350,"42.865805292, 2.567436293"
11131,11260,"42.930657052, 2.163014437"
11136,11270,"43.186859709, 2.036882496"
11138,11400,"43.270658544, 1.947766879"
11139,11240,"43.155580221, 2.02908243"
11144,11510,"42.895862273, 2.966127513"
11150,11390,"43.374955048, 2.253437002"
11154,11600,"43.356962821, 2.409698632"
11160,11140,"42.806938895, 2.047896069"
11161,11250,"43.074617908, 2.29913261"
11163,11140,"42.764306137, 2.332734362"
11164,11120,"43.275975097, 2.876976082"
11176,11220,"43.03996032, 2.723244743"
11178,11320,"43.34675674, 1.852883896"
11188,11480,"42.965514216, 2.994909594"
11199,11290,"43.192185826, 2.269956266"
11202,11370,"42.899577824, 3.025947838"
11203,11200,"43.204059124, 2.762030341"
11210,11200,"43.175504776, 2.787966445"
11211,11300,"43.024891168, 2.203997928"
11219,11140,"42.819854033, 2.139382024"
11225,11400,"43.313874634, 1.877326608"
11227,11220,"43.045896279, 2.528696438"
11232,11380,"43.381434442, 2.339824417"
11233,11120,"43.283673615, 2.89663582"
11234,11400,"43.263459481, 1.96788499"
11235,11580,"43.002286552, 2.372796653"
11236,11420,"43.251450334, 1.723786751"
11240,11190,"42.951921154, 2.24409541"
11241,11700,"43.201214771, 2.681665141"
11246,11240,"43.123502608, 2.032806081"
11252,11320,"43.400598457, 1.844406024"
11256,11200,"43.105348897, 2.807191301"
11257,11800,"43.15338856, 2.466378625"
11258,11120,"43.230391832, 2.95697434"
11260,11330,"42.963886557, 2.532013123"
11264,11200,"43.20392759, 2.885948948"
11271,11330,"42.957392298, 2.658236647"
11277,11420,"43.193977869, 1.827375133"
11279,11610,"43.251233398, 2.313909085"
11284,11400,"43.36156073, 1.960913743"
11290,11420,"43.170890566, 1.807980979"
11293,11250,"43.107213464, 2.280810514"
11299,11250,"43.144106549, 2.280328364"
11304,11500,"42.884782221, 2.173210487"
11304,11500,"42.884782221, 2.173210487"
11313,11400,"43.34672977, 1.8954399"
11318,11700,"43.214807849, 2.653514194"
11319,11380,"43.393734158, 2.374382966"
11326,11350,"42.88926353, 2.555353772"
11335,11140,"42.752767212, 2.24890199"
11343,11270,"43.12666819, 1.95915744"
11345,11360,"42.960695611, 2.827983666"
11347,11500,"42.859797914, 2.254382065"
11348,11270,"43.160768024, 1.945298468"
11354,11220,"43.03668159, 2.575781374"
11358,11500,"42.824732879, 2.238406749"
11373,11140,"42.775011039, 2.285504398"
11377,11190,"42.945027563, 2.328454093"
11382,11400,"43.355910339, 1.916074939"
11394,11300,"43.019942168, 2.169148906"
11402,11580,"42.98427657, 2.384518447"
11409,11330,"43.015512649, 2.530297652"
11416,11600,"43.283757926, 2.468925644"
11425,11600,"43.271643489, 2.347013131"
11429,11620,"43.249605454, 2.366056227"
12001,12630,"44.351284364, 2.694054322"
12013,12110,"44.53203905, 2.256331617"
12013,12110,"44.53203905, 2.256331617"
12015,12120,"44.144144677, 2.596046807"
12016,12390,"44.499720985, 2.322163792"
12025,12370,"43.824553348, 2.751458787"
12035,12550,"43.979158878, 2.573504168"
12036,12600,"44.82893527, 2.704969728"
12037,12480,"44.017903272, 2.706580851"
12039,12360,"43.764679068, 2.948470175"
12041,12800,"44.191009971, 2.293246538"
12044,12360,"43.818572582, 2.884723835"
12053,12260,"44.43922544, 1.925633113"
12056,12160,"44.281316706, 2.449484143"
12066,12330,"44.406622611, 2.408521124"
12068,12240,"44.343491114, 2.327528704"
12075,12170,"44.021060263, 2.593981735"
12076,12320,"44.584457836, 2.38991706"
12077,12540,"43.892440395, 3.200661426"
12078,12400,"44.016414127, 2.800568003"
12079,12190,"44.575955412, 2.732268499"
12091,12350,"44.455414312, 2.134756937"
12094,12140,"44.654547146, 2.578458667"
12102,12450,"44.287169888, 2.623272135"
12103,12140,"44.639246369, 2.644559282"
12105,12270,"44.234399271, 2.048070402"
12106,12340,"44.462375231, 2.805071677"
12108,12220,"44.503499705, 2.179773875"
12110,12140,"44.595600084, 2.58716609"
12124,12500,"44.486969008, 2.854266651"
12133,12450,"44.305444674, 2.536714214"
12136,12350,"44.399743419, 2.103429528"
12144,12120,"44.133769646, 2.434978915"
12145,12100,"44.097355053, 3.117377106"
12148,12220,"44.476787676, 2.212826229"
12160,12720,"44.22512594, 3.182465499"
12162,12160,"44.32765706, 2.427297541"
12166,12600,"44.76089486, 2.577024165"
12167,12270,"44.21123208, 1.96359805"
12172,12190,"44.605417839, 2.669717419"
12184,12130,"44.486798098, 3.058791212"
12192,12370,"43.798216146, 2.819175794"
12194,12800,"44.229790819, 2.379069712"
12195,12400,"43.884882398, 2.75640733"
12203,12250,"43.970429118, 2.981290114"
12209,12460,"44.687234955, 2.690996854"
12210,12270,"44.178844848, 2.021039606"
12212,12540,"43.905856793, 3.099594272"
12213,12620,"44.169138067, 2.966579597"
12214,12470,"44.591870046, 2.946273667"
12223,12420,"44.775559383, 2.815050399"
12225,12100,"44.056682277, 2.986966021"
12227,12260,"44.44567183, 2.090389598"
12233,12550,"43.924174559, 2.696361427"
12235,12170,"44.119886843, 2.379438132"
12243,12490,"44.009558473, 2.984346917"
12246,12300,"44.639426023, 2.232664626"
12248,12380,"43.878689113, 2.623191003"
12249,12370,"43.772115473, 2.693634334"
12250,12460,"44.740255328, 2.708925326"
12256,12260,"44.454607534, 1.871701776"
12257,12700,"44.52865099, 2.034102007"
12262,12800,"44.247151528, 2.314844442"
12263,12200,"44.36027573, 1.958424209"
12266,12290,"44.291027584, 2.843750868"
12269,12380,"43.893242229, 2.654867579"
12270,12150,"44.31842852, 3.042005637"
12270,12150,"44.31842852, 3.042005637"
12276,12800,"44.145383439, 2.323592763"
12277,12600,"44.8249271, 2.636236007"
12291,12520,"44.216646643, 3.051007526"
12293,12720,"44.182028437, 3.306652748"
12299,12430,"44.097378405, 2.715870951"
12300,12200,"44.349875782, 2.030960638"
12305,12110,"44.556148585, 2.221013994"
12307,12410,"44.197787301, 2.853635906"
13003,13980,"43.707442219, 5.151455"
13004,13280,"43.546935152, 4.661799679"
13005,13400,"43.29362258, 5.563232443"
13014,13130,"43.503561063, 5.160358477"
13017,13150,"43.867948414, 4.697359608"
13022,13260,"43.223157649, 5.550671108"
13038,13990,"43.723223343, 4.722458135"
13040,13710,"43.459708979, 5.553450411"
13041,13120,"43.452893946, 5.480110629"
13045,13690,"43.854050821, 4.76721401"
13049,13113,"43.705102322, 5.088833335"
13052,13910,"43.82310965, 4.784914815"
13056,13500,"43.379762868, 5.049566879"
13056,13500,"43.379762868, 5.049566879"
13058,13520,"43.714424312, 4.832972989"
13061,13150,"43.860972417, 4.657077815"
13063,13140,"43.584165604, 5.013905402"
13068,13520,"43.708352976, 4.778037373"
13069,13330,"43.630857227, 5.159858901"
13070,13821,"43.27661322, 5.51871163"
13073,13124,"43.384453702, 5.571560948"
13076,13750,"43.817770158, 5.002505597"
13077,13110,"43.42352416, 4.992071202"
13078,13230,"43.416405935, 4.805565377"
13079,13114,"43.518828262, 5.677622961"
13085,13830,"43.251128953, 5.629565904"
13086,13360,"43.343598243, 5.597705527"
13090,13100,"43.516742412, 5.593739751"
13097,13310,"43.612027918, 4.856371905"
13103,13300,"43.646321793, 5.067827841"
13119,13470,"43.258624794, 5.566047602"
13201,13001,"43.299974296, 5.382708717"
13202,13002,"43.31475581, 5.361219235"
13204,13004,"43.306645714, 5.401052873"
13205,13005,"43.292388629, 5.398198756"
13213,13013,"43.349979361, 5.4338477"
14001,14600,"49.394167784, 0.287092017"
14007,14310,"49.082806873, -0.718755968"
14011,14240,"49.133433609, -0.709216551"
14011,14250,"49.133433609, -0.709216551"
14015,14610,"49.25088322, -0.398345461"
14019,14400,"49.230133145, -0.732464839"
14020,14370,"49.134123932, -0.158603199"
14023,14710,"49.359860309, -0.937738501"
14025,14700,"48.91441854, -0.216070039"
14027,14770,"48.983651591, -0.642632696"
14032,14130,"49.284526439, 0.274845857"
14034,14210,"49.095792808, -0.465448599"
14035,14490,"49.195275156, -0.837432385"
14040,14400,"49.273989418, -0.754177324"
14046,14860,"49.22635274, -0.182748048"
14049,14480,"49.300490776, -0.584913937"
14061,14260,"48.955220773, -0.851476547"
14061,14350,"48.955220773, -0.851476547"
14061,14350,"48.955220773, -0.851476547"
14062,14440,"49.290530513, -0.436928893"
14076,14550,"49.228567561, -0.304359765"
14080,14690,"48.905820115, -0.442553152"
14088,14420,"48.958775685, -0.228583933"
14098,14210,"49.197247401, -0.537241059"
14102,14130,"49.227559661, 0.218566494"
14103,14330,"49.254451504, -0.855654273"
14124,14230,"49.344768793, -1.009958828"
14134,14370,"49.136466222, -0.121358083"
14150,14220,"48.969938445, -0.369880492"
14150,14220,"48.969938445, -0.369880492"
14150,14220,"48.969938445, -0.369880492"
14159,14250,"49.210175739, -0.640821017"
14165,14710,"49.350132184, -0.848532297"
14173,14270,"49.036622146, -0.13988407"
14174,14110,"48.886398038, -0.54847721"
14182,14240,"49.129308223, -0.862229649"
14184,14400,"49.268375432, -0.785682052"
14194,14290,"49.088625766, 0.37806616"
14200,14480,"49.281242776, -0.557494388"
14204,14450,"49.378791473, -1.001386299"
14205,14250,"49.194316509, -0.571542818"
14220,14800,"49.354741013, 0.075292366"
14221,14840,"49.17803667, -0.26388213"
14224,14230,"49.354619917, -0.969505901"
14226,14220,"48.947228966, -0.417844831"
14228,14440,"49.289961453, -0.392225177"
14240,14170,"48.945385969, -0.159639725"
14244,14700,"48.905069203, -0.15842381"
14249,14210,"49.11325053, -0.471322748"
14252,14190,"49.008015338, -0.242835504"
14256,14400,"49.321019868, -0.794221016"
14272,14710,"49.263508017, -0.970157537"
14281,14710,"49.336389977, -0.915703708"
14283,14620,"48.858192675, -0.074477045"
14285,14340,"49.200305301, 0.111289887"
14286,14600,"49.357326672, 0.232739264"
14288,14480,"49.256288243, -0.488412237"
14297,14210,"49.116554093, -0.507356663"
14301,14730,"49.177865446, -0.286092335"
14312,14450,"49.375084974, -1.044491233"
14332,14700,"48.85325375, -0.160791972"
14342,14230,"49.285064924, -1.069847082"
14343,14690,"48.837995396, -0.349399058"
14347,14260,"49.002500487, -0.741813697"
14348,14250,"49.155585384, -0.603720092"
14349,14320,"49.08233605, -0.399336745"
14353,14310,"49.076743797, -0.571650642"
14360,14700,"48.916230629, -0.297976085"
14370,14330,"49.234505943, -0.889839119"
14371,14140,"49.003427222, 0.227043337"
14371,14140,"49.003427222, 0.227043337"
14371,14140,"49.003427222, 0.227043337"
14371,14140,"49.003427222, 0.227043337"
14371,14140,"49.003427222, 0.227043337"
14371,14140,"49.003427222, 0.227043337"
14383,14111,"49.155601292, -0.39708702"
14405,14700,"48.890290803, -0.287468256"
14406,14480,"49.251064884, -0.562341408"
14408,14320,"49.096045186, -0.378686297"
14419,14100,"49.093072481, 0.173956353"
14431,14140,"49.07918135, -0.011415898"
14431,14140,"49.07918135, -0.011415898"
14431,14270,"49.07918135, -0.011415898"
14431,14370,"49.07918135, -0.011415898"
14435,14100,"49.110768411, 0.130463377"
14436,14400,"49.250832538, -0.69006012"
14438,14210,"49.141832528, -0.512191143"
14446,14210,"49.040835278, -0.534439365"
14456,14370,"49.109861917, -0.187504821"
14456,14370,"49.109861917, -0.187504821"
14461,14220,"49.064230485, -0.423174606"
14475,14210,"49.11352574, -0.56798906"
14475,14310,"49.11352574, -0.56798906"
14488,14150,"49.274415962, -0.261218881"
14492,14600,"49.401225858, 0.163811593"
14494,14160,"49.264642977, -0.093984941"
14496,14770,"48.919719465, -0.605313832"
14497,14170,"48.959641142, -0.125866646"
14499,14390,"49.242414884, -0.169184725"
14501,14690,"48.904193215, -0.388598605"
14502,14690,"48.886412913, -0.321076094"
14509,14440,"49.277915225, -0.361906748"
14515,14520,"49.339590332, -0.772196728"
14524,14430,"49.21284005, -0.065962475"
14527,14270,"49.115179421, -0.028824543"
14528,14130,"49.341698397, 0.300673776"
14533,14340,"49.199041804, 0.042310532"
14534,14130,"49.276892599, 0.153952616"
14538,14540,"49.109717578, -0.313874564"
14542,14740,"49.22180687, -0.450417188"
14543,14740,"49.219424845, -0.486298205"
14557,14800,"49.330776946, 0.089246545"
14563,14130,"49.324822164, 0.272563285"
14570,14290,"49.061518245, 0.327914475"
14572,14110,"48.864986059, -0.503273715"
14574,14100,"49.14414173, 0.190371676"
14576,14140,"48.955007336, 0.162403233"
14587,14280,"49.195653219, -0.422714092"
14591,14520,"49.337925344, -0.813852619"
14603,14220,"49.026137614, -0.394808587"
14621,14290,"49.032838473, 0.352957575"
14623,14320,"49.11484418, -0.352017302"
14648,14100,"49.114666153, 0.161633739"
14652,14450,"49.380519063, -0.975785244"
14654,14170,"48.993035079, 0.026768813"
14654,14170,"48.993035079, 0.026768813"
14654,14170,"48.993035079, 0.026768813"
14654,14170,"48.993035079, 0.026768813"
14654,14170,"48.993035079, 0.026768813"
14654,14170,"48.993035079, 0.026768813"
14654,14170,"48.993035079, 0.026768813"
14658,14380,"48.828129507, -1.030250703"
14658,14380,"48.828129507, -1.030250703"
14658,14380,"48.828129507, -1.030250703"
14660,14640,"49.290759606, 0.002533082"
14665,14121,"49.263923209, -0.233125868"
14666,14940,"49.183625799, -0.224143753"
14672,14240,"49.056295432, -0.838578365"
14674,14190,"49.029175116, -0.216640683"
14678,14420,"48.979216957, -0.235002788"
14679,14400,"49.239303136, -0.750449322"
14680,14400,"49.300099039, -0.741430364"
14684,14250,"49.151475697, -0.568912393"
14689,14220,"48.991717061, -0.518177199"
14689,14220,"48.991717061, -0.518177199"
14707,14210,"49.136937135, -0.501507483"
14709,14117,"49.330989022, -0.644969081"
14710,14690,"48.898670806, -0.346504632"
14711,14710,"49.299038327, -0.91640616"
14712,14670,"49.192184515, -0.183572989"
14713,14210,"49.045111618, -0.479572776"
14721,14210,"49.084923725, -0.534075188"
14724,14390,"49.262810281, -0.145471755"
14726,14350,"48.866851056, -0.735947936"
14735,14170,"49.007029249, -0.082780145"
14735,14170,"49.007029249, -0.082780145"
14744,14400,"49.281164191, -0.627268502"
14754,14640,"49.311030108, 0.006460583"
14762,14500,"48.818699137, -0.873279183"
14764,14690,"48.876845156, -0.409136876"
15002,15100,"44.959742143, 3.098247339"
15007,15110,"44.831118219, 3.056663607"
15008,15240,"45.351968747, 2.561853149"
15009,15400,"45.244303271, 2.697343487"
15012,15130,"44.876118753, 2.464421864"
15022,15500,"45.210247781, 3.146423521"
15027,15340,"44.704845988, 2.330748195"
15029,15340,"44.673877388, 2.380865544"
15036,15200,"45.247484724, 2.264678825"
15037,15350,"45.363229381, 2.40314674"
15045,15110,"44.848533147, 2.998525834"
15049,15400,"45.198774989, 2.720112281"
15059,15430,"44.981600767, 2.936287162"
15069,15170,"45.172059393, 3.082397159"
15070,15140,"45.108942373, 2.517831878"
15073,15110,"44.905779314, 3.095325633"
15080,15170,"45.164902172, 3.013352911"
15081,15800,"44.94101345, 2.662880997"
15083,15250,"44.995311549, 2.418096232"
15086,15230,"44.949965241, 2.723179833"
15087,15120,"44.77287615, 2.430280882"
15091,15160,"45.272959285, 2.872024356"
15092,15270,"45.434528556, 2.549973075"
15097,15500,"45.111344485, 3.218857916"
15104,15600,"44.740966986, 2.280856417"
15106,15110,"44.830906948, 2.89815798"
15107,15320,"44.952534999, 3.290883635"
15113,15590,"45.077637874, 2.664691569"
15122,15600,"44.711737666, 2.173474325"
15126,15500,"45.266927332, 3.043271171"
15131,15240,"45.299249177, 2.507545496"
15137,15380,"45.233499179, 2.473278222"
15148,15430,"45.0199353, 2.88745129"
15158,15500,"45.114768649, 3.268524063"
15159,15800,"44.902007101, 2.657262817"
15173,15190,"45.280864665, 2.803921224"
