adresse1,codePostal,codeInsee,commune,longitude,latitude,carriere,eolienne,industrie,prioriteNationale,statutSeveso,ied,etatActivite,regimeVigueur,siret,type,mise_en_demeure,name,codeNaf,adresse2,adresse3
KERVOURZEC,29100,29046,TREBOUL,-4.356995,48.06927,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34865647100011,PORCS,False,CARIOU JEAN-LUC (EARL),,,
KERANNA,29100,29046,TREBOUL,-4.357976,48.076891,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34989750400016,PORCS,False,BELBEOCH Hervé,,,
,76430,76239,EPRETOT,0.315587,49.538345,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,48312874000014,BOVINS,False,COMMARE Benoît,01,1022 route de la belle au vent,
LD LERLAN,29100,29226,POULLAN-SUR-MER,-4.404118,48.071244,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,88942760500015,VOLAILLES,False,EARL DE LERLAN,01,,
KERALAN,29100,29226,POULLAN SUR MER,-4.418231,48.095083,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,80206516900012,PORCS,False,EARL DE KERALAN,,,
KERANDRAON,29100,29226,POULLAN SUR MER,-4.410557,48.103648,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41312204500011,BOVINS,False,EARL NORMANT Bertrand,,,
KERVOAL,29100,29226,POULLAN SUR MER,-4.427285,48.092306,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,85061964400014,BOVINS,False,MONSIEUR FLORIAN LE MOIGNE,01,,
2561 RTE DE BORDE FREYCHE,82440,82110,MIRABEL,1.398021,44.170299,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,49436910100014,PORCS,False,ARNAUDET CHRISTOPHE,01,,
108 RUE PRINCIPALE,62380,62088,BAYENGHEM LES SENINGHEM,2.070534,50.699741,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39412628800015,BOVINS,False,GAEC DE L'URNE A L'EAU,,,
15  Rue  PICASSO,65390,65007,ANDREST,0.055018,43.321186,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,43516781200013,PORCS,False,EARL NAOUERA,,,
Cosquer,29100,29090,KERLAZ,-4.252863,48.09774,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38756517900018,PORCS,False,COSQUER (EARL du),,,
Kerioret,29100,29090,KERLAZ,-4.277557,48.101311,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,PORCS,False,CONAN Alain,,,
Keriore Izella,29100,29090,KERLAZ,-4.27706,48.102697,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49321212000015,PORCS,False,KERIORET HUELLA (EARL),,,
Mr DAJEAN Philippe,82440,82149,REALVILLE,1.505927,44.118799,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42114938600011,BOVINS,False,EARL DAJEAN,01,1290 CHEMIN DE VINCHE,
Le Petit Preuilly,85250,85065,CHAVAGNES EN PAILLERS,-1.189395,46.913772,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,48514367100017,VOLAILLES,False,EARL LES DEUX RIVES (Le Petit Preuilly),,,
La Martelière,85250,85065,CHAVAGNES EN PAILLERS,-1.244752,46.907921,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42193598200015,VOLAILLES,False,ARNAUD JACKY (site La Martelière),,,
FOY DE L ETANG,85250,85065,CHAVAGNES EN PAILLERS,-1.281324,46.863835,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,41377378900016,VOLAILLES,False,EARL MAEL,,,
LES PLANTES DE PREUILLY,85250,85065,CHAVAGNES EN PAILLERS,-1.183289,46.910361,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,32794921000014,PORCS,False,GAEC LE PREUILLY,,,
LA TROTTINIERE,85250,85065,CHAVAGNES EN PAILLERS,-1.272187,46.881145,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,35217624200019,BOVINS,False,GAEC MOREAU-ROBIN,,,
LES ROBRETIERES,85250,85065,CHAVAGNES EN PAILLERS,-1.274316,46.87864,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,41201931700012,VOLAILLES,False,SCEA CHAUVET,,,
L'Hopitaud,85250,85065,CHAVAGNES EN PAILLERS,-1.199016,46.883487,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,88352371400011,VOLAILLES,False,EARL EB VOL,,,
LA BELLE ENTREE,85250,85065,CHAVAGNES EN PAILLERS,-1.18447,46.912698,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38000160200016,VOLAILLES,False,CHUPIN FRANCIS,,,
,85250,85065,CHAVAGNES EN PAILLERS,-1.235275,46.891076,False,False,False,False,Non Seveso,False,En fin d'exploitation,Enregistrement,,VOLAILLES,False,GAEC LES PATIS (SITE L'ANJOUINIERE),,L'ANJOUINIERE,
L'HOPITAUD,85250,85215,ST FULGENT,-1.194838,46.880655,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,SCEA LES DEUX NIDS,,,
LA DODINIERE,85250,85065,CHAVAGNES EN PAILLERS,-1.26265,46.884781,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,42193598200015,VOLAILLES,False,ARNAUD JACKY (Site de La Dodinière),,,
104 LA BORDINIERE,85250,85186,LA RABATELIERE,-1.240414,46.858156,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,48117962000010,VOLAILLES,False,GAEC LES CHARPRAS,,,
20 BIS LA CRECHERE,85250,85186,LA RABATELIERE,-1.271477,46.861001,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,51342703900013,VOLAILLES,False,EARL GALLINAP,,,
LA CATUSIERE,85230,85221,ST GERVAIS,-1.973356,46.913332,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,52060141000035,VOLAILLES,False,Exploitation DOUCY-GUIGNARD Aurore,01,,
LES OEILLETS (anciennement: les terres noires),85230,85221,ST GERVAIS,-1.981325,46.91351,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,82782219800012,VOLAILLES,False,EARL LES DEUX OEILLETS,,,
20  LA MILONNIERE,85250,85196,ST ANDRE GOULE D OIE,-1.184134,46.829822,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41294409200011,PORCS,False,THOUZEAU ROGER-PAUL,,,
107 LE BAILLARGEAU,85250,85196,ST ANDRE GOULE D OIE,-1.184893,46.833861,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,,VOLAILLES,False,GAEC LES CHARPRAS (ex GOURRAUD DANIEL),,,
201 LA BARITAUDIERE,85250,85196,ST ANDRE GOULE D OIE,-1.216053,46.864335,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42974838700017,PORCS,False,EARL SOULARD EUGENE,,,
LA PORCELIERE,85250,85196,ST ANDRE GOULE D OIE,-1.227746,46.850282,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,33513165200018,VOLAILLES,False,EARL CHAPELEAU,,,
LE BAILLARGEAU,85250,85196,ST ANDRE GOULE D OIE,-1.183694,46.835005,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,,VOLAILLES,False,GAEC LES CHARPRAS (ex GOURRAUD ANDRE),,,
LA MANCELIERE,85250,85196,ST ANDRE GOULE D OIE,-1.231087,46.872682,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,82498122900019,VOLAILLES,False,EARL JLM VOLAILLES,,,
5 RUE DE LA CROIX CHARETTE,85250,85196,ST ANDRE GOULE D OIE,-1.192535,46.837541,False,False,False,False,Non Seveso,False,En fin d'exploitation,Enregistrement,,VOLAILLES,False,LOKS FREDERIC,,,
LA GOUPILLERE,85230,85273,ST URBAIN,-1.961771,46.889961,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,37822841500014,VOLAILLES,False,EARL CHANTREAU,,,
,11420,11236,MOLANDIER,1.704494,43.276006,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39838240800019,VOLAILLES,False,BELFORT (EARL DE),,Belfort,
Lieu-dit Leimengrub,67320,67071,BUST,7.240753,48.824323,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41938284100031,BOVINS,False,GAEC DU LIMON,01,1 rue de la Carrière,
La Thibaudière,85250,85215,ST FULGENT,-1.205948,46.872685,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,40984955100018,VOLAILLES,False,EARL LE ROCHAIS,,,
LE PLESSIS DES LANDES,85250,85215,ST FULGENT,-1.163747,46.893397,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,37971952900016,BOVINS,False,GAEC LE PLESSIS DES LANDES,,,
LA ROCHE AU ROY,85250,85215,ST FULGENT,-1.203391,46.868207,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38318867900013,VOLAILLES,False,EARL BRETAUD,,,
LA FONTAINE,85250,85215,ST FULGENT,-1.144758,46.889665,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,32989252500018,BOVINS,False,EARL LE CHATAIGNER,,,
LA COUSSAIE,85250,85215,ST FULGENT,-1.164132,46.862701,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42391672500017,PORCS,False,EARL LA COUSSAIE,,,
La Ménardière,85250,85215,ST FULGENT,-1.183188,46.867735,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,38000160200016,VOLAILLES,False,EARL LE PHENIX,,,
LE PLESSIS DES LANDES,85250,85215,ST FULGENT,-1.163375,46.892834,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,45187768200018,VOLAILLES,False,GODARD OLIVIER,,,
LA TESSONNIERE,85250,85215,ST FULGENT,-1.161258,46.870622,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,VOLAILLES,False,EARL YOU (EARL LA BIQUETTE),,,
"5, LA TRAVERSERIE",85250,85215,ST FULGENT,-1.185557,46.881191,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,48104546600010,VOLAILLES,False,EARL LES 3 COMMUNES,,,
LA TRAVERSERIE,85250,85215,ST FULGENT,-1.185418,46.881611,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42896448000019,VOLAILLES,False,EARL LA TRAVERSERIE,,,
LA HAUTE BONNELIERE,85250,85215,ST FULGENT,-1.131175,46.882805,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,32390452400010,VOLAILLES,False,EARL PATRICK BOISSEAU (Haute Bonnelière),,,
LA GRANDE VALINIERE,85250,85215,ST FULGENT,-1.160189,46.844748,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,32390452400010,VOLAILLES,False,EARL BOISSEAU Patrick (La Gde Valinière),,,
LA FRUCTIÈRE,85250,85215,ST FULGENT,-1.195389,46.872664,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,89192306200014,BOVINS,False,EARL GUIBOT,,,
LES ALLES,85250,85301,VENDRENNES,-1.10683,46.808781,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,,BOVINS,False,EARL L'ORCHIDE,,,
LA TOUCHE BERTRAND,85250,85301,VENDRENNES,-1.13215,46.827402,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,33099683600012,BOVINS,False,GAEC MERLET,,,
N° 1 LE COUT,85250,85301,VENDRENNES,-1.154833,46.825818,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,81805068400013,VOLAILLES,False,PIVETEAU Roselyne,,,
LA BESSONNERIE,85250,85301,VENDRENNES,-1.103415,46.80756,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,37844521700011,VOLAILLES,False,GAEC AGRI PASSION,,,
Penhoat Nevez,29530,29102,LANDELEAU,-3.738468,48.267142,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,74987742900011,BOVINS,False,EARL PENHOAT,,,
CREACH MILOC,29800,29237,LA ROCHE MAURICE,-4.213814,48.481113,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,34196794100012,PORCS,False,ROLLAND (EARL),,,
Restanoïk,29530,29102,LANDELEAU,-3.715751,48.25501,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,81858614100017,BOVINS,False,EARL DE RESTANOIK,,,
Penfoul,29530,29102,LANDELEAU,-3.73661,48.235317,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,40443833500014,PORCS,False,SCEA BARON,,,
MENEZ BANAL,29530,29102,LANDELEAU,-3.756925,48.240043,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,89121366200010,PORCS,False,LE ROY Regis,01,,
LA FOUCHERIE,53410,53039,LE BOURGNEUF LA FORET,-0.976807,48.145912,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,80820639500010,VOLAILLES,False,COMMERE WILLIAM,01,,
LE MINERAY,53410,53039,LE BOURGNEUF LA FORET,-0.970689,48.176256,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,81458795200015,BOVINS,False,GADREAU JEROME,01,,
LA CLERBERIE,53410,53039,LE BOURGNEUF LA FORET,-0.985108,48.157426,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41247489200012,BOVINS,False,GAEC PERCE-NEIGE,01,,
La Chellerais,53410,53039,LE BOURGNEUF LA FORET,-0.998925,48.16385,False,False,False,False,Non Seveso,True,En exploitation avec titre,Enregistrement,40453828200017,BOVINS,False,GAEC CHELLERAIE (LA),01,,
LES HAYES,53410,53039,LE BOURGNEUF LA FORET,-0.979165,48.179339,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40357512900016,BOVINS,False,GAEC HAYES (LES),01,,
,67350,67372,VAL-DE-MODER,7.607986,48.824882,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41401351600011,BOVINS,False,GAEC BIGNET-LEININGER,,13 RUE VALERY GISCARD D'ESTAING,
Quelennec ( Siège),29530,29141,LOQUEFFRET,-3.882584,48.32049,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49897005200011,PORCS,False,SARL MENEZ ARREE,,,
Croquemais,44590,44051,DERVAL,-1.694423,47.649019,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,43258745900012,PORCS,False,EARL LEVEAU,,,
La Tourelle,44590,44051,DERVAL,-1.703092,47.687686,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,42102480300015,PORCS,False,EARL CHAPELAIS,,,
le Grand Domaine,44590,44051,DERVAL,-1.666995,47.693597,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,49327006000012,PORCS,False,MOREL Yannick,,,
LA TOMBE DU PELERIN,86250,86061,CHARROUX,0.414676,46.137839,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,42117925000012,PORCS,False,SARL LES PINS,,,
La Ramée,44590,44051,DERVAL,-1.726474,47.638627,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38382762300018,BOVINS,False,GAEC ALLEE DES POMMIERS,,,
Méguinel,44590,44197,SION LES MINES,-1.604858,47.73731,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40360763300035,PORCS,False,GAEC DU DOMAINE HAMON,,,
Le Tertre Rouge,44590,44051,DERVAL,-1.684325,47.684887,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,33026765900010,BOVINS,False,GAEC DU CLOS DE LA SAULE,,,
LE BUSSON,53410,53040,BOURGON,-1.053829,48.178888,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40024517100014,VOLAILLES,False,GAEC AIR DE COCHON (UN),01,,
Les Grands Bois de Bousseau,16210,16029,BARDENAC,0.003565,45.30367,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40966124600010,PORCS,False,SCEA BORDE Pascal,68,,
6 chemin des Grives,64450,64070,ASTIS,-0.310646,43.435707,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,44211097900014,PORCS,False,SCA LA BERNEDE,01,,
La Vinois,44590,44086,LUSANGER,-1.599451,47.657443,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,80969283300019,BOVINS,True,SOLEAU Florian,,,
La Bégouinais,44590,44086,LUSANGER,-1.589706,47.704196,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38854499100010,PORCS,False,PINARD Hervé,,,
Le Calfour,44590,44086,LUSANGER,-1.577465,47.691233,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38810959700012,PORCS,False,SCEA JANNAULT,,,
,67350,67238,VAL-DE-MODER,7.599725,48.849524,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,33889197100016,BOVINS,True,GAEC DE LA MODER,,8 Rue du pont,
Chemin de la Rochelle,64450,64321,LASCLAVERIES,-0.290214,43.434304,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,85281959800016,PORCS,False,GELIZE VINCENT,01,,
M. Alain BRET,64450,64321,LASCLAVERIES,-0.280391,43.434089,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34316988400016,PORCS,False,EARL BRET,01,6 Chemin Baziet,
La Chesnaie,44590,44105,MOUAIS,-1.672502,47.703691,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41353662400013,VOLAILLES,False,MENAGER Laurent,,,
Les Hautes Provostais,44590,44105,MOUAIS,-1.652304,47.703064,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,79510400900019,PORCS,False,MELOT Sylvain,,,
Keroignant,29530,29175,PLONEVEZ DU FAOU,-3.766129,48.213108,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,44026282200016,PORCS,False,GOACOLOU Ronan,,Coatronval,
Kertanguy,29530,29175,LOQUEFFRET,-3.865667,48.305851,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41156196200019,PORCS,False,MONSIEUR PIERRE LOCHOU,,,
Coatronval,29530,29175,PLONEVEZ DU FAOU,-3.766594,48.212937,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38929026300018,PORCS,False,GOACOLOU (EARL),,,
Toulhoat,29440,29213,PLOUZEVEDE,-4.080037,48.584995,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,50297896800019,PORCS,False,VALLEE (EARL de la),,,
LE HINGUER,29530,29175,PLONEVEZ-DU-FAOU,-3.86315,48.225011,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,90785649600019,PORCS,False,EARL ELEVAGE DU HINGUER,01,,
Kermadec,29530,29175,PLONEVEZ DU FAOU,-3.832064,48.218986,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40384870800018,PORCS,False,HELOU Jean-Jacques,,,
LD LANNUNVEZ,29530,29175,PLONEVEZ-DU-FAOU,-3.802264,48.270544,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,91965485500023,PORCS,False,EARL DE LANNUNVEZ,01,,
Véridy,29530,29175,PLONEVEZ DU FAOU,-3.747555,48.211672,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40384781700018,PORCS,False,POULIQUEN Yvon,,,
PONT THOUAR,29530,29175,PLONEVEZ-DU-FAOU,-3.829269,48.269634,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,87948128100019,PORCS,False,SAS KERPONT,01,,
Kerbrat,29530,29175,PLONEVEZ DU FAOU,-3.851568,48.260637,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,39463521300017,BOVINS,False,GAEC DE KERBRAT,,,
TY BOL,29530,29175,PLONEVEZ DU FAOU,-3.851766,48.22561,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,39461966200015,PORCS,False,EARL BAIL Romain,,,
LANGALET,29530,29175,PLONEVEZ DU FAOU,-3.870053,48.203447,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41376800300019,PORCS,False,EARL GRANNEC,,,
MENEZ-CLAUDE,29530,29175,PLONEVEZ DU FAOU,-3.833994,48.28111,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,,PORCS,False,PLASSARD Andre,,,
COSQUEROU,29530,29175,PLONEVEZ DU FAOU,-3.86576,48.235697,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40384709800015,PORCS,False,GUEGUEN Gilbert,,,
RULOSQUET,29530,29175,PLONEVEZ DU FAOU,-3.87242,48.217751,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,34775429300012,PORCS,False,L'HARIDON (EARL),,,
PENHOAT BROEZ,29530,29175,PLONEVEZ DU FAOU,-3.863532,48.213744,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,38831789300013,VOLAILLES,False,SALAUN Jean-François,,,
THOMAS Emile & Gilles,88700,88230,HARDANCOURT,6.569739,48.378089,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,32949229200019,BOVINS,False,GAEC DES DEUX COURS,,Rue des Caves,
Bellevue,44590,44197,SION LES MINES,-1.601199,47.748318,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,40494377100018,BOVINS,False,GAEC LE MOULIN DE BELLEVUE,,,
PORBON,56930,56173,PLUMELIAU-BIEUZY,-2.96451,47.972194,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,79167705700014,PORCS,False,DE PORBON,,,
Pen Poul,56150,56173,ST BARTHELEMY,-3.055562,47.969904,False,False,False,True,Non Seveso,False,En exploitation avec titre,Autorisation,40041443900010,VOLAILLES,False,EARL DU CAMBLEN,01,,
Le Grand Resto,56310,56173,PLUMELIAU-BIEUZY,-3.038271,48.003531,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,82864437700016,VOLAILLES,False,EARL DU MARRONNIER,01,,
Le Divit,56310,56173,PLUMELIAU-BIEUZY,-3.000805,48.007103,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49464868600017,BOVINS,False,EARL DU DIVIT,,,
KERROTUME,56310,56173,PLUMELIAU-BIEUZY,-3.020225,48.003311,False,False,False,True,Non Seveso,False,En exploitation avec titre,Enregistrement,38342030400016,PORCS,False,GAEC DE KERAUTEM,,,
Pradigo,56310,56173,PLUMELIAU-BIEUZY,-3.052698,47.991163,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,34269594700016,PORCS,False,LE TADIC Jean Michel,,,
7 BOULLAI,56150,56010,BAUD,-3.067154,47.877338,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,88119702400014,VOLAILLES,False,GAEC GUILLERMIC,,,
Kertanguy,56930,56173,PLUMELIAU-BIEUZY,-3.063233,47.948054,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41062443100012,PORCS,False,GAEC DE KERTANGUY,,,
QUATRE VENTS,56310,56173,PLUMELIAU-BIEUZY,-3.032345,47.998267,False,False,False,True,Non Seveso,False,En fin d'exploitation,Autorisation,40887816300018,VOLAILLES,False,GUILLEMOT Gilbert,,,
DIVELANN,56310,56173,MELRAND,-3.068549,47.979658,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,50362493400017,PORCS,False,SCEA DE DIVELANN,01,,
Kernaliguen,56930,56173,PLUMELIAU-BIEUZY,-2.954051,47.967508,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,87943704400016,PORCS,False,EARL DE KERNALIGUEN,68,,
Kercadoret,56930,56173,PLUMELIAU-BIEUZY,-3.010552,47.95701,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38817406200017,PORCS,False,GAEC DE TRIKER,01,,
6 rue des coléanthes - Talvern Neneze,56930,56173,PLUMELIAU-BIEUZY,-2.990487,47.98523,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,45404513900010,PORCS,False,EARL LE MOUEL,,,
Linguen,56930,56173,PLUMELIAU-BIEUZY,-2.943871,47.957149,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,75011631100010,PORCS,False,SCEA DE LINGUEN,,,
Kerloues,56930,56173,PLUMELIAU-BIEUZY,-2.987742,47.950758,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,34873752900019,PORCS,False,EARL MYLOR,,,
Bodion,56930,56173,PLUMELIAU-BIEUZY,-2.950158,47.991694,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,48016559600010,PORCS,False,TANGUY Jean Francois,01,,
Keraron,56930,56173,PLUMELIAU-BIEUZY,-2.959003,47.981534,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,51193235200012,PORCS,False,EARL DE KERARON,,,
Roziorh,56930,56173,PLUMELIAU-BIEUZY,-2.993269,47.972055,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,53163860900010,PORCS,False,JEGOUZO ERWANN,,,
Guerrobic,56930,56173,PLUMELIAU-BIEUZY,-2.916068,47.942924,False,False,False,True,Non Seveso,True,En exploitation avec titre,Autorisation,80071665600015,VOLAILLES,False,LE SERGENT Josiane,01,,
Keraron,56930,56173,PLUMELIAU-BIEUZY,-2.959403,47.979953,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41935214100016,VOLAILLES,False,EARL LE HELLAYE,,,
Porbon,56930,56173,PLUMELIAU-BIEUZY,-2.964509,47.972185,False,False,False,False,Non Seveso,False,En fin d'exploitation,Autorisation,41162825800013,PORCS,False,GUILLAUME Jean Yves,,,
Kerobio,56930,56173,PLUMELIAU-BIEUZY,-2.958214,47.973091,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,38413498700013,PORCS,False,LE ROUX ALAIN,,,
"9, rue de la Ferriere",56930,56173,PLUMELIAU-BIEUZY,-2.968012,47.963559,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,52057675200015,PORCS,False,EARL RAOUL,,,
Kerhoret,56930,56173,PLUMELIAU-BIEUZY,-3.057859,47.952745,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,80154337200016,PORCS,False,MGD DE KERHORET,,,
La Ferriere,56930,56173,PLUMELIAU-BIEUZY,-2.925118,47.97279,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,33489065400018,PORCS,False,EVEN Jean Luc,01,,
Kerbellec,56930,56173,PLUMELIAU-BIEUZY,-2.935281,47.978919,False,False,False,False,Non Seveso,False,En exploitation avec titre,Enregistrement,41306850300015,PORCS,False,SCEA DE KERBELLEC,,,
PETIT KERVEGUIN,56150,56074,GUENIN,-2.959565,47.926967,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,35326085400016,PORCS,False,GAEC DU LYS,,,
Kertutour,56930,56173,PLUMELIAU-BIEUZY,-2.990117,47.937911,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,40858662600017,PORCS,False,EARL LE GOUELLEC,,,
Kermoing,56930,56173,PLUMELIAU-BIEUZY,-2.928231,47.953545,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,49111634900011,VOLAILLES,False,LAVENANT Maryse,,,
Boterneau,56930,56173,PLUMELIAU-BIEUZY,-3.056782,47.950499,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41757390400014,PORCS,False,SCEA LA BOTERNOISE,,,
Tremengon,29860,29015,BOURG BLANC,-4.511179,48.4877,False,False,False,False,Non Seveso,False,En exploitation avec titre,Autorisation,41176444200017,PORCS,False,EARL LE HIR,,,
