Numéro d'inspection,Nom établissement,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Régime en vigueur,Statut SEVESO,Date de dernière inspection
58503341,EARL HEGRON,14 RUE DU HAUT BOURG,,,85660,ST PHILBERT DE BOUAINE,Autorisation,Non Seveso,
58503328,EARL HEGRON,La Paquetière,,,85660,ST PHILBERT DE BOUAINE,Autorisation,Non Seveso,
56800265,EARL HEINRICH Christian,,"9, Grand Rue",,68280,LOGELHEIM,Enregistrement,Non Seveso,2013-10-17
52204705,EARL HELARD JEAN PIERRE,ROUTE DE QUELFENEC,,,22320,PLUSSULIEN,Enregistrement,Non Seveso,
55600586,EARL HELO,Manéhénon,,,56620,CLEGUER,Autorisation,Non Seveso,
57600477,EARL HELOUIS,,409 rue du Bus,,76750,ERNEMONT SUR BUCHY,Autorisation,Non Seveso,
55900975,EARL HEMELSDAEL,2  CHE DE STEENVOORDE,,,59470,LEDRINGHEM,Autorisation,Non Seveso,
52903714,EARL HEMON,MEOT,,,29120,ST JEAN TROLIMON,Autorisation,Non Seveso,
52904191,EARL HENAFF,ROZJOURDREN,,,29140,TOURCH,Autorisation,Non Seveso,
5519771,EARL HENAFF CEDRIC,AR VAGOREC,,,22110,ROSTRENEN,Enregistrement,Non Seveso,
52205053,EARL HENAFF CEDRIC,TY LANN BONEN,,,22110,ROSTRENEN,Enregistrement,Non Seveso,
56400145,EARL HENRI IV,HUMARAUT François,79 rue des Chevreuils,,64420,ARTIGUELOUTAN,Enregistrement,Non Seveso,
50800004,EARL HENRY DU ROUTY,M. Christophe HENRY,1 rue du Routy,,8190,AIRE,Autorisation,Non Seveso,
52202262,EARL HENRY ERIC ET NATHALIE,LE BROHET,,,22780,LOGUIVY PLOUGRAS,Autorisation,Non Seveso,
52203647,EARL HENRY NOEL,FORGE JUHEL,,,22640,PLESTAN,Enregistrement,Non Seveso,
52203446,EARL HENRY NOEL,LE FRAICHE COURT,,,22640,PLENEE JUGON,Enregistrement,Non Seveso,
55100305,EARL HERBIN FRANCOIS,,8 rue Davas,,51600,ST SOUPLET SUR PY,Autorisation,Non Seveso,
55600841,EARL HERCOUET,LA LANDE DE MABIO,,,56200,LES FOUGERETS,Enregistrement,Non Seveso,
57200231,EARL HERISSON BERNAY EX HERISSON JP,LA NOUVELLE ROCHE,,,72240,BERNAY-NEUVY-EN-CHAMPAGNE,Enregistrement,Non Seveso,
57200808,EARL HERISSON JEAN-MICHEL,LA GARENNE,,,72540,EPINEU LE CHEVREUIL,Enregistrement,Non Seveso,
55100274,EARL HERMAND DE ST JEAN,,1 impasse Saint Jean,,51330,ST JEAN DEVANT POSSESSE,Autorisation,Non Seveso,
55100293,EARL HERMANT,,3 route de Somme-Suippe,,51600,ST REMY SUR BUSSY,Autorisation,Non Seveso,
6306893,EARL HERMENIER,LESLONNIERES,SAINT SULPICE,,53360,LA ROCHE-NEUVILLE,Enregistrement,Non Seveso,2022-05-03
53503099,EARL HERVAULT,LE CLOS RELLAN,,,35380,TREFFENDEL,Enregistrement,Non Seveso,
53504035,EARL HERVE,"1, LE BAS COHIGNAC",,,35550,PIPRIAC,Enregistrement,Non Seveso,2017-02-09
53504122,EARL HERVE,LD LA VILLE CROSSAIS,,,35290,QUEDILLAC,Enregistrement,Non Seveso,
53500123,EARL HERVE,MONTIAULE,MONTIAULE,,35470,BAIN DE BRETAGNE,Enregistrement,Non Seveso,2021-09-23
55614896,EARL HERVE DANIEL,Kerbédic,,,56500,PLUMELIN,Enregistrement,Non Seveso,
52206480,EARL HERVEIC CLAUDE,FANTAN MIN,,,22290,TREVEREC,Autorisation,Non Seveso,
55302574,EARL HESLOT-ROUSSEAU,LES AVENRIES,,,53800,LA SELLE CRAONNAISE,Autorisation,Non Seveso,
56200296,EARL HEUMEL BONNET,11 RUE DE L'EGLISE,,,62500,BOISDINGHEM,Autorisation,Non Seveso,
52215838,EARL HEVOUD,LA VILLE HATTE,,,22130,BOURSEUL,Enregistrement,Non Seveso,
5519772,EARL HEVOUD,MIREBEAU,,,22130,BOURSEUL,Enregistrement,Non Seveso,
55900314,EARL HEYMAN,97 CHEMIN DE PARADIS,,,59190,CAESTRE,Autorisation,Non Seveso,
52216099,EARL HILLION,KERHIR,,,22200,MOUSTERU,Enregistrement,Non Seveso,
53501703,EARL HILLION,LA HANTARDAIS,HANTARDAIS,,35380,MAXENT,Autorisation,Non Seveso,2021-05-27
5521752,EARL HINAULT,LES PORTES MONVOISIN,,,22510,BREHAND,Autorisation,Non Seveso,2019-03-01
59700452,EARL HKC (ex HEW KIAN CHONG AH HOCK),12 CHEMIN CURIAL,MONT VERT LES HAUTS,,97410,ST PIERRE,Autorisation,Non Seveso,
51600435,EARL HOPPENREYS,Chez Guinandon,,,16450,PARZAC,Autorisation,Non Seveso,
55302932,EARL HORIZONS,LA HAUTE CHAUNIERE,,,53420,CHAILLAND,Autorisation,Non Seveso,2022-04-14
53503181,EARL HOUGET THIERRY,,LA COURNANCIERE,,35680,VERGEAL,Enregistrement,Non Seveso,2019-07-04
53500814,EARL HOUITTE,,LE HAUT NOYAN,,35440,DINGE,Enregistrement,Non Seveso,2019-10-14
53501509,EARL HOUSSIN GUY,,LES BIGNONS,,35550,LOHEAC,Enregistrement,Non Seveso,2020-03-05
57200313,EARL HUART,L'AUMINIERE,,,72350,BRULON,Enregistrement,Non Seveso,2018-08-27
55301128,EARL HUAUME,LA DOHINIERE,,,53200,GENNES-LONGUEFUYE,Autorisation,Non Seveso,
53502195,EARL HUBERT MINIER,,La Grande Gauterie,,35370,LE PERTRE,Enregistrement,Non Seveso,2018-09-18
57201778,EARL HUBERT PASCAL,LA BLANCHARDIERE,,,72110,ST GEORGES DU ROSAY,Enregistrement,Non Seveso,
52204996,EARL HUBY SEBASTIEN,SAINT MAURICE,,,22460,LE QUILLIO,Enregistrement,Non Seveso,
52202687,EARL HUBY SEBASTIEN,LE ROHEU,,,22460,MERLEAC,Enregistrement,Non Seveso,
57200850,EARL HUCHOT LEBERT,LES AUBEPINS,,,72500,FLEE,Enregistrement,Non Seveso,
55603268,EARL HUET,Le Puy,,,56140,ST ABRAHAM,Autorisation,Non Seveso,
53500009,EARL HUET,,LA HEUDINIERE,,35690,ACIGNE,Enregistrement,Non Seveso,2019-09-18
52202786,EARL HUET,LA FONTAINE AUX ANGES,,,22600,LA MOTTE,Enregistrement,Non Seveso,
56200548,EARL HURET ANTOINE,45 RUE HENRI POITOU,,,62000,DAINVILLE,Autorisation,Non Seveso,
56400806,EARL ILHARRIA,Mr ARANGOÏTS Jean,maison Ilharria,,64640,IHOLDY,Enregistrement,Non Seveso,
52216082,EARL ISAPIERRE,LA LANDE DE LA SAUDRAIE,,,22270,MEGRIT,Autorisation,Non Seveso,
52600224,EARL JACOUTON,"1590, Chemin des Voupes",Quartier la Douce,,26300,CHATUZANGE LE GOUBET,Autorisation,Non Seveso,
58501983,EARL JADAULT,LA GEFFARDIERE,,,85700,MONTOURNAIS,Autorisation,Non Seveso,
52204999,EARL JAGLIN CYRILLE,LE PENHER,,,22460,LE QUILLIO,Enregistrement,Non Seveso,
55300368,EARL JAMBELLIERE (DE LA),LA JAMBELLIERE,,,53960,BONCHAMP LES LAVAL,Autorisation,Non Seveso,
56400619,EARL JAMBETOU,lieu dit JAMBETOU,400 chemin de Sévignacq,,64160,ESCOUBES,Enregistrement,Non Seveso,
55600597,EARL JAN,LA CROIX MARIE,,,56480,CLEGUEREC,Autorisation,Non Seveso,
52200262,EARL JAN,LA GUITERNAIS,,,22130,BOURSEUL,Autorisation,Non Seveso,2014-10-06
52202489,EARL JAN,KERVACONAN,,,22340,MAEL CARHAIX,Autorisation,Non Seveso,
52203172,EARL JANIN DAVID,KERCHARLES,,,22290,PLEHEDEL,Enregistrement,Non Seveso,2022-06-02
55100167,EARL JANSON Frédéric,,5 rue de la vieux vin,,51800,HANS,Autorisation,Non Seveso,
55900269,EARL JANSSEN,chemin de l'Aven,,,59630,BOURBOURG,Autorisation,Non Seveso,
55901976,EARL JANSSEN ET FILS,1 RUE DU PEENHOF,,,59470,ZEGERSCAPPEL,Autorisation,Non Seveso,
55302006,EARL JANVRIE (LA),LA JANVRIE,,,53390,LA ROUAUDIERE,Autorisation,Non Seveso,
52901375,EARL JAOUEN,Kerguerioc,,,29840,LANDUNVEZ,Autorisation,Non Seveso,
52903032,EARL JAOUEN ANDRE,LESSOUNOC,,,29830,PLOURIN,Enregistrement,Non Seveso,
52206237,EARL JEAN LUC PECHEUX,LA VILLE DANE,,,22510,TREDANIEL,Enregistrement,Non Seveso,
52206240,EARL JEAN LUC PECHEUX,LE GUERDU,,,22510,TREDANIEL,Autorisation,Non Seveso,
52202565,EARL JEAN MARC LANGLAIS,CHATEAU GAILLARD,,,22640,LA MALHOURE,Autorisation,Non Seveso,
52201756,EARL JEAN MARC LANGLAIS,LA SALLE VILLEON,,,22400,LAMBALLE-ARMOR,Autorisation,Non Seveso,2021-11-29
52700331,EARL JEAN-PASCAL ROELENS,28 RUE DES CROISETTES,FERME DES LUCAS,,27560,LE MESNIL-SAINT-JEAN,Enregistrement,Non Seveso,
58900068,EARL JEANTY,,5 la Gomette,,89500,BUSSY LE REPOS,Enregistrement,Non Seveso,2019-11-15
52901998,EARL JEAN-YVES GROS,LOCMARIA,,,29860,PLABENNEC,Autorisation,Non Seveso,2003-07-10
52902744,EARL JEFF TREBAOL,Kervignen,,,29830,PLOUGUIN,Autorisation,Non Seveso,
55600696,EARL JEGO,KERORIEN,,,56580,CREDIN,Enregistrement,Non Seveso,
55600749,EARL JEGO,RIVAUDO,,,56420,CRUGUEL,Autorisation,Non Seveso,
52202850,EARL JEGO GILLES,CURLAN,,,22530,GUERLEDAN,Enregistrement,Non Seveso,
55603600,EARL JEHANNO,Bot er brenne,,,56300,ST THURIAU,Autorisation,Non Seveso,
55602929,EARL JEHANNO,KERBASTARD SAINT GUY,,,56330,PLUVIGNER,Enregistrement,Non Seveso,
53504924,EARL JEZEQUEL,5 LIEU DIT LA SPETILLAIS,LA SPETILAIS,,35500,TAILLIS,Enregistrement,Non Seveso,
53501711,EARL JICQUEL,,LE ROCHER,,35380,MAXENT,Enregistrement,Non Seveso,
58502508,EARL JLM VOLAILLES,LA MANCELIERE,,,85250,ST ANDRE GOULE D OIE,Autorisation,Non Seveso,
57900038,EARL JOLIAVI,2 B Ecoussais,,,79600,ASSAIS LES JUMEAUX,Autorisation,Non Seveso,
7210657,EARL JOLIAVI,Vitré,,,79600,ASSAIS LES JUMEAUX,Enregistrement,Non Seveso,
58100119,EARL JOLIPOR,Le Garabet,,,81500,FIAC,Autorisation,Non Seveso,
53501450,EARL JOLIVET,LA TANNERIE,,,35850,LANGAN,Enregistrement,Non Seveso,2022-04-07
52203023,EARL JOLLY,CHAUCHIX,,,22940,PLAINTEL,Enregistrement,Non Seveso,
58501142,EARL JOLLY,Belle Noue,,,85170,LE POIRE SUR VIE,Enregistrement,Non Seveso,
55302018,EARL JONQUILLES (DES),BEL-AIR,RUILLE LE GRAVELAIS,,53320,LOIRON RUILLE,Enregistrement,Non Seveso,
52501137,EARL JONQUILLES / PHILICOT (ex JANSON),,,,25580,VERNIERFONTAINE,Enregistrement,Non Seveso,2020-08-12
52206404,EARL JORDIS,LE BILLY,,,22230,TREMOREL,Enregistrement,Non Seveso,
52203309,EARL JOSSE DIDIER,ROHAN BOUDARD,,,22210,PLEMET,Enregistrement,Non Seveso,
55615012,EARL JOSSELIN,Coët Morue,,,56580,CREDIN,Autorisation,Non Seveso,
52903538,EARL JOUAN,Penlan,,,29340,RIEC SUR BELON,Autorisation,Non Seveso,
52903540,EARL JOUAN,Gorrequer,,,29340,RIEC SUR BELON,Autorisation,Non Seveso,
52201606,EARL JOUANNY,LA JARRETIERE,SAINT-IGNEUC,,22270,JUGON LES LACS COMMUNE NOUVELLE,Enregistrement,Non Seveso,2019-07-23
55602035,EARL JOUBIN ANTOINE,BECIHAN,,,56380,MONTENEUF,Enregistrement,Non Seveso,2015-10-20
55603812,EARL JOUBIN ARNAUD,Trigueho,,,56140,TREAL,Autorisation,Non Seveso,
52206444,EARL JOUEO JEAN PIERRE,LE COSQUER,,,22600,TREVE,Autorisation,Non Seveso,
53504268,EARL JOUET,,TOUCHE BOSSEE (VB),,35590,ST GILLES,Enregistrement,Non Seveso,
52203901,EARL JOURNAUX,MALABRY,,,22130,PLOREC SUR ARGUENON,Enregistrement,Non Seveso,
55602684,EARL JUGANT,Parc Pell,,,56770,PLOURAY,Enregistrement,Non Seveso,
57902512,EARL JUSSAY PORCS,Jussay,MOUTIERS SOUS ARGENTON,,79150,ARGENTONNAY,Enregistrement,Non Seveso,
52206463,EARL JUST'PIGS ex EARL SAINT JUST,"17, SAINT JUST",,,22600,TREVE,Enregistrement,Non Seveso,
52202473,EARL KERALAN,LA BARRICADE,,,22600,LOUDEAC,Enregistrement,Non Seveso,2022-01-31
52202444,EARL KERALAN,LE DRENY,,,22600,LOUDEAC,Enregistrement,Non Seveso,2022-01-31
52202442,EARL KERALAN,TRUGUEZ,,,22600,LOUDEAC,Enregistrement,Non Seveso,2022-01-31
52202521,EARL KER AR YAR,KEROUALET,,,22340,MAEL CARHAIX,Enregistrement,Non Seveso,
52903178,EARL KERBOUL PETTON,KERIVIZIN,,,29280,PLOUZANE,Enregistrement,Non Seveso,
58501281,EARL KER BRETON,26 LA NOIRAUDIERE,,,85280,LA FERRIERE,Autorisation,Non Seveso,
52200064,EARL KERCAMPO ex SCEA GOURANTON,LE CHESNAY,,,22400,ANDEL,Enregistrement,Non Seveso,2014-10-15
52206467,EARL KERDUDEUX,KERDUDEUX,,,22600,TREVE,Enregistrement,Non Seveso,2020-06-29
52206611,EARL KERDY,KERDY,,,22350,YVIGNAC LA TOUR,Enregistrement,Non Seveso,
53201022,EARL KER EN ROCHELLE,En Rochelle,,,32200,STE MARIE,Autorisation,Non Seveso,
52202964,EARL KERGREIS,KERGREIS,,,22710,PENVENAN,Enregistrement,Non Seveso,
55603047,EARL KERGRENN,KERGRENN,,,56530,QUEVEN,Autorisation,Non Seveso,
52900745,EARL KER HA LAND,Landouzen,,,29860,LE DRENNEC,Enregistrement,Non Seveso,
52200088,EARL KERHOR,DARGUINIOU,,,22140,BEGARD,Autorisation,Non Seveso,
52901034,EARL KERIZAMEL (VIGOUROUX Benoît),KERIZAMEL,,,29410,GUICLAN,Autorisation,Non Seveso,
53502332,EARL KERJEAN,LA GRANDE COURBE,LA GRANDE COURBE,,35500,POCE LES BOIS,Enregistrement,Non Seveso,
5521438,EARL KERJEAN,LA GRAVELLE,,,35500,VITRE,Enregistrement,Non Seveso,
53502579,EARL KERJEAN,16 LA SUZENAIS,16 LA SUZENAIS,,35190,ST DOMINEUC,Enregistrement,Non Seveso,2018-12-17
52201938,EARL KERLEAU,KERUALO,,,22450,LANGOAT,Enregistrement,Non Seveso,2022-07-27
52204047,EARL KERLEVEO,KEREWANIG,,,22300,PLOUBEZRE,Autorisation,Non Seveso,
52200085,EARL KERLEVEO ex CARLUER MARIE CECILE,KERBRUNEC,,,22140,BEGARD,Enregistrement,Non Seveso,
55602686,EARL KERLOUIS,Kerlouis,,,56770,PLOURAY,Enregistrement,Non Seveso,
52901236,EARL KERLOURON,Kerlouron,,,29260,KERNILIS,Autorisation,Non Seveso,
55602854,EARL KERLUISE,Le Clandy,,,56500,PLUMELIN,Enregistrement,Non Seveso,
52901584,EARL KERMARC,Kertaniou,,,29390,LEUHAN,Autorisation,Non Seveso,
55603132,EARL KEROGARD,Kerogard,REMUNGOL,,56500,EVELLYS,Autorisation,Non Seveso,
52900130,EARL KEROUEDAN,Trevoedal,,,29790,BEUZEC CAP SIZUN,Autorisation,Non Seveso,
5521047,EARL KERSAVI,Le Resto,,,56500,MOUSTOIR AC,Enregistrement,Non Seveso,
52200768,EARL KERTANGUY ex EARL LE GALL,KERTANGUY,,,22800,COHINIAC,Autorisation,Non Seveso,
52900969,EARL KERVAREC,LD TY MOULLEC,,,29180,GUENGAT,Autorisation,Non Seveso,2012-08-20
55615172,EARL KERVEDI,Minez Glas,,,56110,LE SAINT,Autorisation,Non Seveso,
52902128,EARL KERVEILLANT,Kervigodou Izella,,,29710,PLOGASTEL ST GERMAIN,Autorisation,Non Seveso,
52901494,EARL KERVEULEUGANT,Kerveuleugant,,,29870,LANNILIS,Autorisation,Non Seveso,
55700736,EARL KIFFER,,31 ROUTE DE LAUNSTROFF,,57480,MANDEREN-RITZING,Enregistrement,Non Seveso,
52202195,EARL KILEX,LA FOLIE,,,22230,LAURENAN,Autorisation,Non Seveso,
52200221,EARL KMO,KROAZ MEZ AN OTEN,,,22390,BOURBRIAC,Autorisation,Non Seveso,
52200032,EARL KMO,LEINDEVET,,,22390,BOURBRIAC,Enregistrement,Non Seveso,
52905028,EARL KOAT PENHOAT,Restamezec,,,29246,POULLAOUEN,Autorisation,Non Seveso,
58503957,EARL LA BABINIERE,LA BABINIERE,MOUILLERON EN PAREDS,,85390,MOUILLERON ST GERMAIN,Autorisation,Non Seveso,
58501692,EARL LA BAILLERAIE,LA BAILLERAIE,,,85400,LAIROUX,Autorisation,Non Seveso,
53500601,EARL LA BALUERE,,La Baluère,,35220,ST MELAINE,Autorisation,Non Seveso,
58503541,EARL LA BARBIERE,"109, CHEMIN DU RETAIL",,,85300,SOULLANS,Autorisation,Non Seveso,
58503060,EARL LA BARRE,LE PETIT BOIS CHABOT,,,85290,ST LAURENT SUR SEVRE,Autorisation,Non Seveso,
53200943,EARL LABARTHE,Labarthe,,,32420,SABAILLAN,Autorisation,Non Seveso,
57903062,EARL LA BASSE COUR,La Croix Violette,,,79160,ST POMPAIN,Autorisation,Non Seveso,
58500342,EARL LA BASSE GRANGE,LA BASSE GRANGE,,,85600,LA BOISSIERE DE MONTAIGU,Enregistrement,Non Seveso,
5520945,EARL LA BASSE RIVIERE,CHANTELOUP,,,35680,MOULINS,Enregistrement,Non Seveso,
58502992,EARL LA BATAILLE,LA BATAILLE,,,85480,ST HILAIRE LE VOUHIS,Autorisation,Non Seveso,
58503916,EARL LA BAUDRIERE,LA BAUDRIERE,LA FLOCELLIERE,,85700,SEVREMONT,Autorisation,Non Seveso,
55301469,EARL LABBE,La Petite Rivière,,,53120,LEVARE,Autorisation,Non Seveso,
52203427,EARL LABBE ex GUERIN SERGE,LE MENEHY,,,22640,PLENEE JUGON,Autorisation,Non Seveso,2012-10-30
57200736,EARL LABBE PENARD,LA VALLEE,Dissé-sous-le-Lude,,72800,AUBIGNE RACAN,Enregistrement,Non Seveso,
53501780,EARL LA BEFFRIERE (05311),,LA BEFFRIERE,,35520,MELESSE,Enregistrement,Non Seveso,2020-02-20
55901972,EARL LA BELLE AVENUE,41 ROUTE DE SAINT OMER,la belle avenue,,59470,ZEGERSCAPPEL,Enregistrement,Non Seveso,
3103552,EARL LA BELLE ENVOLEE,La Grande Jarrie,,,79160,FENIOUX,Enregistrement,Non Seveso,
58500660,EARL LA BELLE RIVE,LA BELLE RIVE,,,85300,CHALLANS,Autorisation,Non Seveso,
52600709,EARL LA BESANTIE,Quartier La Pichatte,,,26400,VAUNAVEYS LA ROCHETTE,Autorisation,Non Seveso,
53700696,EARL LA BESNARDIERE,Le  Plessis Garnier,,,37370,NEUVY LE ROI,Enregistrement,Non Seveso,
6311494,EARL LA BOISSELEE,La Briderie,,,85390,ST MAURICE LE GIRARD,Enregistrement,Non Seveso,
58500527,EARL LA BOUCHAUDIERE,LA BOUCHAUDIERE,,,85260,LES BROUZILS,Autorisation,Non Seveso,
53500408,EARL LA BOUEXIERE ES GLO,,LA BOUEXIERE ES GLO,,35330,BOVEL,Enregistrement,Non Seveso,
57201690,EARL LA BOUHOULIERE,LA BOUHOULIERE,,,72130,ST AUBIN DE LOCQUENAY,Enregistrement,Non Seveso,
52205477,EARL LA BOULAIE COLLET exPRISE CHRISTIAN,LA LYSEE,ST GILLES DU MENE,,22330,LE MENE,Enregistrement,Non Seveso,
3203934,EARL LA BOULERIE,50 CHE DU NEMARD,,,1480,CHALEINS,Enregistrement,Non Seveso,
58501465,EARL LA BOURRIERE,LA BOURRIERE,,,85670,GRAND LANDES,Autorisation,Non Seveso,
58000489,EARL LA BRASSERIE,,16 rue du Marais Nord,,80120,FOREST MONTIERS,Autorisation,Non Seveso,
58503143,EARL LA BRENNETIERE,LA BRENNETIERE,,,85140,ST MARTIN DES NOYERS,Enregistrement,Non Seveso,
7006097,EARL LA BRIQUETTERIE,Rue de Récourt,,,62156,ETAING,Autorisation,Non Seveso,
5518941,EARL LA BRUNELAIS,LA BRUNELAIS,,,35133,ST SAUVEUR DES LANDES,Enregistrement,Non Seveso,
52205778,EARL LA BRUYERE,QUENIQUERNE,,,22320,ST MAYEUX,Autorisation,Non Seveso,
58500520,EARL LA BUTTE,,LA FOLIE,,85120,BREUIL BARRET,Enregistrement,Non Seveso,
52203832,EARL LA BUTTE DU LIE,BRANLEE,,,22150,PLOEUC L HERMITAGE,Autorisation,Non Seveso,
6402854,EARL LA CABANE,Les Pourcelles,,,4190,LES MEES,Enregistrement,Non Seveso,2021-03-22
53500514,EARL LA CAILLEBOTIERE,9 LA CAILLEBOTIERE,,,35630,LA CHAPELLE-CHAUSSEE,Enregistrement,Non Seveso,2022-06-09
52216363,EARL LA CASSIERE,LA FORET,,,22460,ST HERVE,Enregistrement,Non Seveso,
56402229,EARL LA CASSORRE,BOURGUINAT PASCAL,,,64160,COSLEDAA LUBE BOAST,Enregistrement,Non Seveso,
6807734,EARL LACAZE LABIELLE,2 CHEMIN DE MAZERES,,,65320,GARDERES,Enregistrement,Non Seveso,
58500675,EARL LA CHAMBAUDRIE,LA CHAMBAUDRIE,,,85300,CHALLANS,Autorisation,Non Seveso,
52206391,EARL LA CHAMPAGNE,LA ROMENAIE,,,22230,TREMOREL,Enregistrement,Non Seveso,
53502095,EARL LA CHAMPAGNE,,CHAMPAGNE,,35410,CHATEAUGIRON,Autorisation,Non Seveso,
52206400,EARL LA CHAMPAGNE,LA ROMENAIE,,,22230,TREMOREL,Enregistrement,Non Seveso,
53500963,EARL LA CHAMPAGNE (5392),LA HARLIERE,La Harlière,,35500,ERBREE,Enregistrement,Non Seveso,2019-03-11
53501168,EARL LA CHAMPIONNIERE,LA CHAMPIONNIERE,CHAMPIONNIERE,,35850,GEVEZE,Enregistrement,Non Seveso,2019-10-14
53503034,EARL LA CHANTARDIERE,,CHANTARDIERE,,35240,LE THEIL DE BRETAGNE,Enregistrement,Non Seveso,2017-12-04
52215839,EARL LA CHAPELLE,L OREE DU BOIS,,,22130,BOURSEUL,Enregistrement,Non Seveso,
55600972,EARL LA CHAPELLE,LA CHAPELLE ES BRIERES,LA CHAPELLE ES BRIERES,,56120,GUEGON,Autorisation,Non Seveso,2022-02-23
55603061,EARL LA CHATAIGNERAIE,Bodestin,,,56310,QUISTINIC,Autorisation,Non Seveso,
53500848,EARL LA CHENAIE,LA CHENAIE,,,35113,DOMAGNE,Enregistrement,Non Seveso,2021-04-12
57902572,EARL LA CHEVALLERIE,La Chevallerie,,,79160,FENIOUX,Enregistrement,Non Seveso,
58500353,EARL LA CHEVERIERE,LA CHEVERIERE,,,85600,LA BOISSIERE DE MONTAIGU,Autorisation,Non Seveso,
53500704,EARL LA CHEVRONNIERE,,CHEVRONNIERE,,35134,COESMES,Enregistrement,Non Seveso,2019-05-02
55602512,EARL LA CHOUANNIERE,La Chouannière,,,56120,PLEUGRIFFET,Enregistrement,Non Seveso,
57201322,EARL LA CLAIE DU PIN EX EARL DE LA CLAIE,LE PETIT PIN,,,72140,MONT ST JEAN,Enregistrement,Non Seveso,
58500583,EARL LA CLE DES CHAMPS,LA CLE DES CHAMPS,,,85530,LA BRUFFIERE,Autorisation,Non Seveso,
53501360,EARL LA COCHERIAIS,,La Cocheriais,,35850,IRODOUER,Enregistrement,Non Seveso,2019-04-08
51500420,EARL LACOMBE,AU VERDIER,,,15340,PUYCAPEL,Autorisation,Non Seveso,
6309627,EARL LA COTE,LA VAIQUERIE,,,85560,LE BERNARD,Enregistrement,Non Seveso,
53501019,EARL LA COUDRE,,La Coudre,,35150,ESSE,Autorisation,Non Seveso,
52200049,EARL LA COUR,LA COUR,,,22400,ANDEL,Autorisation,Non Seveso,
52205023,EARL LA COUR GALLON,LA COUR GALLON,,,22400,QUINTENIC,Enregistrement,Non Seveso,
58502768,EARL LA COUSSAIE,LA COUSSAIE,,,85250,ST FULGENT,Autorisation,Non Seveso,
52203438,EARL LA CROCHETIERE,LA CROCHETIERE,,,22640,PLENEE JUGON,Autorisation,Non Seveso,
50800304,EARL LACROIX,"Monique, Julien, Dominique LACROIX",,,8400,MONTHOIS,Autorisation,Non Seveso,
57900496,EARL LA CROIX,La Croix,,,79320,MONCOUTANT-SUR-SEVRE,Enregistrement,Non Seveso,
53500447,EARL LA CROIX CHEMIN,,LA CROIX CHEMIN,,35370,BRIELLES,Enregistrement,Non Seveso,2017-11-23
57903065,EARL LA CROIX DE L'AUTIZE,La Croix Violette,,,79160,ST POMPAIN,Enregistrement,Non Seveso,
55603104,EARL LA CROIX DU GAL,La Croix du Gal,,,56500,REGUINY,Enregistrement,Non Seveso,
53500249,EARL LA CROIX DUGAST,LE HAUT CHEMIN,LE HAUT CHEMIN,,35420,LA BAZOUGE DU DESERT,Enregistrement,Non Seveso,2018-04-26
54600775,EARL LA CROIX DU PECH,LE PECH,,,46500,THEGRA,Autorisation,Non Seveso,2007-01-18
56000124,EARL LACROIX FLOCH,26 rue de l'Eglise,,,60310,ECUVILLY,Autorisation,Non Seveso,2022-06-08
55600290,EARL  LA CROIX MARION,LA CROIX MARION,,,56580,BREHAN,Autorisation,Non Seveso,
53501425,EARL LA CROIX TRIQUET,LA MALTIERE,,,35133,FLEURIGNE,Enregistrement,Non Seveso,2016-10-21
53501088,EARL LA CROIX TRIQUET,LA BELLANDIERE,,,35133,FLEURIGNE,Enregistrement,Non Seveso,2016-10-21
57101137,EARL LACTOPORC,8 RUE DE LAUCHERE,CHAUBLANC,,71350,ST GERVAIS EN VALLIERE,Autorisation,Non Seveso,
53500269,EARL LA CUDELAIS,LA CUDELAIS,,,35560,Bazouges-la-Pérouse,Enregistrement,Non Seveso,2022-05-20
58500412,EARL LA DAVIERE,4 rue des Lilas,,,85510,LE BOUPERE,Autorisation,Non Seveso,
56401349,EARL LADEUIX,M. Philippe LADEUIX,"40, chemin au delà du Luy",,64160,OUILLON,Enregistrement,Non Seveso,
53500039,EARL LA DORIOLAIS,LA DORIOLAIS,La Doriolais,,35130,ARBRISSEL,Enregistrement,Non Seveso,2021-03-23
52200929,EARL LA FALAISE,LA FALAISE,,,22630,EVRAN,Enregistrement,Non Seveso,
58503135,EARL LA FAUCONNIERE,LA FAUCONNIERE,,,85140,ST MARTIN DES NOYERS,Autorisation,Non Seveso,
52203753,EARL LA FERME BIO DE KERNEAN ex  PERSON,KERNEAN,,,22560,PLEUMEUR BODOU,Autorisation,Non Seveso,
54000577,EARL La Ferme d'Arracq (RESSE Damien),156 route de Darracq,,,40330,MARPAPS,Enregistrement,Non Seveso,
5202089,EARL LA FERME DE BARUTEAU,BARUTEAU,,,47260,BRUGNAC,Enregistrement,Non Seveso,
5521840,EARL LA FERME DE KERVEN,KERVEN,,,22160,MAEL PESTIVIEN,Enregistrement,Non Seveso,
58600388,EARL LA FERME DE LA ROCHE,LE COUDRET,,,86270,LA ROCHE POSAY,Enregistrement,Non Seveso,
6411630,EARL LA FERME DE ROQUEROUSSE,Route de Jean Moulin,Mas de Roquerousse,,13300,SALON DE PROVENCE,Enregistrement,Non Seveso,2020-08-27
51500819,EARL LA FERME DES COCHONS GOURMANDS,LATGA,,,15100,TANAVELLE,Enregistrement,Non Seveso,
