Numéro d'inspection,Nom établissement,Adresse 1,Adresse 2,Adresse 3,Code postal,Commune,Régime en vigueur,Statut SEVESO,Date de dernière inspection
58501371,GAEC SAINTE MARIE DES PINS,SAINTE MARIE DES PINS,,,85300,FROIDFOND,Enregistrement,Non Seveso,2022-02-25
56800162,GAEC SAINT JACQUES,18 RUE PRINCIPALE,,,68480,FISLIS,Enregistrement,Non Seveso,2014-11-13
5518809,GAEC SAINT JULIEN,Saint Yzaouen,,,56320,MESLAN,Enregistrement,Non Seveso,
53700577,GAEC SAINT MARTIN,Le Bois Saint Martin,,,37240,LE LOUROUX,Enregistrement,Non Seveso,
57600994,GAEC SAINT NICOLAS,,178 rue Saint Nicolas,,76230,QUINCAMPOIX,Enregistrement,Non Seveso,
52204882,GAEC SALLIOU,KERLOAS,,,22140,PRAT,Autorisation,Non Seveso,
57600847,GAEC SANCTOT,,114 route de saumont,,76780,MESANGUEVILLE,Enregistrement,Non Seveso,
58501573,GAEC SANS FRONTIERE,LA BARAUDERIE,,,85500,LES HERBIERS,Autorisation,Non Seveso,
55302587,GAEC SAPINS (DES),LA GRANDE CHEVILLONNIERE,,,53800,LA SELLE CRAONNAISE,Autorisation,Non Seveso,2022-10-20
55300328,GAEC SAULAIE (LA),LA SAULAIE,,,53290,BIERNE-LES-VILLAGES,Autorisation,Non Seveso,2021-01-26
56300542,GAEC SCHENCKBECHER,,LES BOUCHONS,,63380,PONTAUMUR,Enregistrement,Non Seveso,
55900810,GAEC SCHOONHEERE,1371 ROUTE D'HONDEGHEM,,,59190,HAZEBROUCK,Autorisation,Non Seveso,
55302854,GAEC SEMIS (LE),LE SEMIS,,,53300,ST FRAIMBAULT DE PRIERES,Autorisation,Non Seveso,2022-09-02
55900818,GAEC SENS,307  ANNEL STRAETE LA CANNEWEELE,,,59190,HAZEBROUCK,Autorisation,Non Seveso,
53504524,GAEC SEVIGNE,LA CONTERIE,LA CONTERIE,,35500,VITRE,Enregistrement,Non Seveso,
56201642,GAEC SEYNAEVE,151 ROUTE DE WATTEN,,,62910,SERQUES,Autorisation,Non Seveso,
50300029,GAEC SIGAUD,LES DIEZES,,,3250,ARRONNES,Autorisation,Non Seveso,2011-05-10
53500402,GAEC SILVO,LE VERGER,,,35210,PARCE,Autorisation,Non Seveso,2022-07-18
52902694,GAEC SIMON,204 KERDELANT,,,29880,PLOUGUERNEAU,Enregistrement,Non Seveso,2022-11-09
52203693,GAEC SLBA,BEL AIR,,,22640,PLESTAN,Enregistrement,Non Seveso,2021-09-27
53504065,GAEC SORIN (SAS NEOMETHAROSO),LES CHAMPS BAS,CHAMP BAS,,35610,PLEINE FOUGERES,Enregistrement,Non Seveso,
52203577,GAEC SOULABAILLE LE CLOS NEUF,LE CLOS NEUF,PLESSALA,,22330,LE MENE,Enregistrement,Non Seveso,
53503361,GAEC SOURDAINE,Quédillac,QUEDILLAC,,35360,BOISGERVILLY,Enregistrement,Non Seveso,
57900143,GAEC SOUS LES ARBRES,10 Grand Champ,NOIRTERRE,,79300,BRESSUIRE,Autorisation,Non Seveso,
51200388,GAEC SOUYRI MARC,FOURNOLS,,,12240,COLOMBIES,Enregistrement,Non Seveso,
51600327,GAEC SPANJERS,La Faye,,,16270,ROUMAZIERES,Enregistrement,Non Seveso,
55603321,GAEC SQUIRIO,Squirio,,,56150,ST BARTHELEMY,Autorisation,Non Seveso,
55600372,GAEC ST ARMEL,,,,56220,CADEN,Autorisation,Non Seveso,
55700922,GAEC ST HENRI (URBANZAC A),URBANZAC Alain - Marcel,1 RUE DU CHATEAU D E,,57890,DIESEN,Enregistrement,Non Seveso,
52500288,GAEC STORTZ FRERES,LA CHAUX,,,25450,DAMPRICHARD,Enregistrement,Non Seveso,
58001087,GAEC ST SAULVE ROUSSEL,136 RUE DES JUIFS,,,80150,VIRONCHAUX,Enregistrement,Non Seveso,
55603644,GAEC ST ZENON,St Zenon,,,56160,SEGLIEN,Autorisation,Non Seveso,
3300595,GAEC SUR YONNE,3 rue des Chenevières,Sur Yonne,,58530,BREVES,Enregistrement,Non Seveso,
55301093,GAEC TABLE (DE LA),LE CREUX,,,53190,FOUGEROLLES DU PLESSIS,Autorisation,Non Seveso,
56100339,GAEC TABUR,TABUR Mme-Denis,LOUVIGNY,,61500,CHAILLOUE,Enregistrement,Non Seveso,
56101054,GAEC TAUPIN ET FILS,TAUPIN Isabelle-Philippe-Charles,La Barre,,61240,LE MERLERAULT,Autorisation,Non Seveso,
52201566,GAEC TEMPIER,RIGOUET,,,22230,ILLIFAUT,Enregistrement,Non Seveso,
53501047,GAEC TER AVENIR,,La Gasnerie,,35370,ETRELLES,Enregistrement,Non Seveso,2019-11-20
53500166,GAEC TER AVENIR,,HAUTES TOUCHES,,35680,BAIS,Enregistrement,Non Seveso,2019-11-20
54700672,GAEC TERRE BLONDE,PEYRE LAMOTHE,,,47150,MONFLANQUIN,Enregistrement,Non Seveso,
58700222,GAEC TERTRAIS CAZAT VIROLLES,Cazat,,,87400,CHAMPNETERY,Enregistrement,Non Seveso,
55301265,GAEC TERTRE DE VILLERAY (DU),LE TERTRE DE VILLERAY,,,53250,JAVRON LES CHAPELLES,Enregistrement,Non Seveso,
55300959,GAEC TERTRE (DU),LE TERTRE,,,53190,DESERTINES,Autorisation,Non Seveso,2022-07-01
53500807,GAEC TEXIER,COUR ROUSSEL,LA COUR ROUSSEL,,35270,CUGUEN,Enregistrement,Non Seveso,2020-12-14
55302022,GAEC THEBAUDIERE (DE LA ),LA THEBAUDIERE,RUILLE LE GRAVELAIS,,53320,LOIRON RUILLE,Autorisation,Non Seveso,
52100478,GAEC THEVENOT,Ferme RENTE DE L'ILE,,,21310,NOIRON SUR BEZE,Enregistrement,Non Seveso,2022-10-12
58000694,"GAEC THIBAUT Patrick, Françoise",,23  rue Divisin Leclerc,,80510,LONGPRE LES CORPS SAINTS,Enregistrement,Non Seveso,
52904302,GAEC THIEC,Kervran,,,29380,LE TREVOUX,Enregistrement,Non Seveso,
55100008,GAEC THILL,,33 Grande Rue,,51240,AULNAY L AITRE,Autorisation,Non Seveso,
55302129,GAEC THIREAU,LES RASCENOUZIERES,,,53320,ST CYR LE GRAVELAIS,Autorisation,Non Seveso,2020-06-12
55600856,GAEC THOMAS,LES NOES,,,56200,LA GACILLY,Enregistrement,Non Seveso,
58600121,GAEC THOMAS,LA GARDE,,,86250,LA CHAPELLE BATON,Enregistrement,Non Seveso,
57900305,GAEC THOMAS BRIANCEAU,10 Chemin des Marzelettes,MAGNE,,79160,COULONGES SUR L AUTIZE,Enregistrement,Non Seveso,
52203159,GAEC THOMAS ex EARL,KERVENOU,,,22290,PLEGUIEN,Enregistrement,Non Seveso,2021-08-24
57200379,GAEC THOMASIN (EX EARL),THOMASIN,,,72430,CHANTENAY VILLEDIEU,Enregistrement,Non Seveso,
52205673,GAEC THUAL DE LA CROIX CROSSON ex GAEC NIVOL,LA GARENNE,,,22630,ST JUDOCE,Enregistrement,Non Seveso,2012-09-03
55602893,GAEC TI-LAEZH,COET MAGOER,,,56330,PLUVIGNER,Autorisation,Non Seveso,
55301227,GAEC TILLEUL (DU),LA CHAUVINIERE,,,53640,LE HORPS,Enregistrement,Non Seveso,
56000112,GAEC TIMMERMAN,95 Rue Brun Marville,,,60400,CUTS,Enregistrement,Non Seveso,
52900900,GAEC TINEVEZ,Le Mendy,,,29850,GOUESNOU,Enregistrement,Non Seveso,
53502904,GAEC TOUCHASSE,LA TOUCHASSE,TOUCHASSE,,35560,ST REMY DU PLAIN,Enregistrement,Non Seveso,2017-10-24
52900610,GAEC TOURMEL,MOUGAU BIHAN,,,29450,COMMANA,Autorisation,Non Seveso,2021-03-18
58500449,GAEC TOUS VENTS,,LA SAPINIERE,,85510,LE BOUPERE,Enregistrement,Non Seveso,
53501043,GAEC TPB,LA HAUTE MOUSSERIE,,,35370,ETRELLES,Autorisation,Non Seveso,2020-06-10
3012964,GAEC TRAUTTMANN,1 IMPASSE DES JARDINS,,,67500,BATZENDORF,Enregistrement,Non Seveso,
52904342,GAEC TREGUER,Kéroudy,,,29290,MILIZAC-GUIPRONVEL,Autorisation,Non Seveso,
52901863,GAEC TREGUER,Pouillot Izella,,,29290,MILIZAC-GUIPRONVEL,Enregistrement,Non Seveso,
58501757,GAEC TREILLE BOIS,TREILLE BOIS,,,85120,LOGE FOUGEREUSE,Autorisation,Non Seveso,
55301071,GAEC TREMBLAI (DU),LE TREMBLAI,,,53350,FONTAINE COUVERTE,Enregistrement,Non Seveso,2022-10-03
55300639,GAEC TRICONNIERE (DE LA),LA TRICONNIERE,,,53100,CHATILLON SUR COLMONT,Enregistrement,Non Seveso,2017-05-23
55300701,GAEC TROIS EPIS (DES),LES LINIERES,,,53250,CHARCHIGNE,Autorisation,Non Seveso,2020-09-10
55302627,GAEC TROIS VILLAGES (DES),LA BOUVERIE,,,53110,THUBOEUF,Enregistrement,Non Seveso,
50101146,GAEC TROMPILLE,La baisse,,,1560,VERNOUX,Enregistrement,Non Seveso,
58700204,GAEC TROUBA,Landrevie,,,87230,CHALUS,Autorisation,Non Seveso,
52202502,GAEC TY MEIGNE,LE C HRA,,,22340,MAEL CARHAIX,Autorisation,Non Seveso,
58501152,GAEC UNIFORCE,LE PETIT PARIS,,,85590,LES EPESSES,Autorisation,Non Seveso,
55301370,GAEC VAIRIE (DE LA),LA VAIRIE,,,53220,LARCHAMP,Enregistrement,Non Seveso,
54901036,GAEC VALANGLAISE,La Tesserie,LA JUMELLIERE,,49120,CHEMILLE-EN-ANJOU,Enregistrement,Non Seveso,2017-03-03
53500846,GAEC VALET,"32, LE HAUT PLESSIS",,,35113,DOMAGNE,Enregistrement,Non Seveso,2022-09-13
55301635,GAEC VALINIERE 2  (DE LA),LA VALINIERE,,,53230,MERAL,Autorisation,Non Seveso,
53502801,GAEC VALLEE MARTEL,LIEU DIT BEAULIEU,BEAULIEU,,35140,RIVES-DU-COUESNON,Enregistrement,Non Seveso,2021-01-22
55301345,GAEC VALLEES (DES),LE PETIT MARCILLY,,,53190,LANDIVY,Autorisation,Non Seveso,
50200227,GAEC VALLIER,"3, rue de l'Abreuvoir",,,2260,ENGLANCOURT,Enregistrement,Non Seveso,
55301091,GAEC VALLONS (DES),LA PROVOSTIERE,,,53190,FOUGEROLLES DU PLESSIS,Enregistrement,Non Seveso,
50200300,GAEC VANDENBROECKE,"3, Le Haut Roubaix",,,2260,LA FLAMENGRIE,Enregistrement,Non Seveso,
50200241,GAEC VANDERBEKEN,"12, Le Pré Cailloux",,,2170,ESQUEHERIES,Autorisation,Non Seveso,
57200381,GAEC VANNIER,HAUT ECLAIR,,,72430,CHANTENAY VILLEDIEU,Enregistrement,Non Seveso,
57200310,GAEC VANNIER,LA BRAUDERIE,,,72350,BRULON,Enregistrement,Non Seveso,
56200788,GAEC VANSTRACEELE,9 RUE DU BOIS,,,62810,GRAND RULLECOURT,Autorisation,Non Seveso,
56100590,GAEC VARDON,La Foucaudiere,,,61440,ECHALOU,Enregistrement,Non Seveso,
55100380,GAEC VAUCHER,Ferme du buisson,,,51270,VILLEVENARD,Enregistrement,Non Seveso,
52400591,GAEC VAURES,LD FEYTE,,,24450,MIALET,Enregistrement,Non Seveso,
51201466,GAEC VAYSSE,Le Bourg,,,12800,TAURIAC DE NAUCELLE,Enregistrement,Non Seveso,
58502571,GAEC VENSART,LA REVOILERIE,,,85110,STE CECILE,Enregistrement,Non Seveso,
55300910,GAEC VERGER (DU),LE VERGER,,,53170,LA CROPTE,Autorisation,Non Seveso,
5103774,GAEC VERMERSCH,FERME DE REDERIE,VILLE LE MARCLET,,80420,Ville-le-Marclet,Autorisation,Non Seveso,
50300577,GAEC VERNEZY-MAGNET,LD DAFOUR,,,3300,MOLLES,Autorisation,Non Seveso,
50300821,GAEC VERNISSE,SARTINAND,,,3120,ST PRIX,Enregistrement,Non Seveso,
52202861,GAEC VIDELO LE DUAULT,SQUIVIEC,,,22530,GUERLEDAN,Enregistrement,Non Seveso,
53500619,GAEC VIEL ( PO) (5635),VILLECOURTE,VILLECOURTE,,35133,LE CHATELLIER,Enregistrement,Non Seveso,2020-10-22
54600203,GAEC VIGNES GRANDES,LIEU DIT LA GARRIGUE,,,46600,CUZANCE,Enregistrement,Non Seveso,
55300009,GAEC VILLENEUVE,LA MOTTE MARCOU,,,53940,AHUILLE,Enregistrement,Non Seveso,2022-06-28
52500382,GAEC VIVOT,23 rue des Pierres Tournantes,,,25390,FLANGEBOUCHE,Enregistrement,Non Seveso,
55302070,GAEC VOIE LACTEE 3,LES COQUELINIERES,,,53940,ST BERTHEVIN,Enregistrement,Non Seveso,
57200012,GAEC VOVARD,LES TROIS CHENES,,,72540,AMNE,Enregistrement,Non Seveso,
50301025,GAEC VREL,LA FRESSONNERIE,,,3160,YGRANDE,Autorisation,Non Seveso,
54800119,GAEC WILLIAM ET CHRISTINE MOULIN,LES FAUX,,,48100,RECOULES-DE-FUMAS,Enregistrement,Non Seveso,2022-09-14
57202150,GAIGNARD CHRISTOPHE (EX GAIGNARD M.A),LES JUMEAUX,,,72240,TENNIE,Enregistrement,Non Seveso,
57200666,GAIGNARD OLIVIER,L'EPINAY,,,72140,CRISSE,Enregistrement,Non Seveso,2017-04-19
58503298,GAILLARD DAVID,LE PINIER,rue de Beaulieu,,85500,ST PAUL EN PAREDS,Autorisation,Non Seveso,
10100065,GAILLARDON CHRISTIAN,la Reveyriat,,,1340,ST DIDIER D AUSSIAT,Enregistrement,Non Seveso,
52800294,GALAISIERE EARL DE LA,La Galaisière,,,28480,VICHERES,Enregistrement,Non Seveso,
52201190,GALLAIS DOMINIQUE,LE TAILLIS,,,22460,GRACE UZEL,Autorisation,Non Seveso,
54900123,GALLARD POUIVET (EARL),Le Mesnil,BEAUPREAU,,49600,BEAUPREAU EN MAUGES,Enregistrement,Non Seveso,
53501178,GALLEE LOIC,,Le Choisnel,,35850,GEVEZE,Enregistrement,Non Seveso,
3302150,GALLINAE,FERME DE BEL ASILE,,,21400,STE COLOMBE SUR SEINE,Enregistrement,Non Seveso,
54901225,GALLIN'OEUF (SCEA),Les Geais,,,49360,MAULEVRIER,Autorisation,Non Seveso,
58502006,GALLOT PASCAL,LE CHATELIER,MORMAISON,,85260,MONTREVERD,Enregistrement,Non Seveso,
57201130,GALMARD JACKY,FONTENAY,,,72510,MANSIGNE,Enregistrement,Non Seveso,
53501407,GANDEBOEUF LUDIVINE,LA RENARDERIE (VB),,,35890,LAILLE,Enregistrement,Non Seveso,
57902593,GANDRILLON PHILIPPE,La Favrelière,SAINT MARSAULT,,79380,LA FORET SUR SEVRE,Enregistrement,Non Seveso,
55602931,GAPAILLARD William,Malachappe,,,56330,PLUVIGNER,Autorisation,Non Seveso,
51401232,GARDELIERE (EARL DE LA),ROBIAILLE Serge & Fabien,LE BOURG,,14380,NOUES DE SIENNE,Enregistrement,Non Seveso,
46900037,GARDETTE PHILIPPE,La Boissette,,,69550,ST JEAN LA BUSSIERE,Enregistrement,Non Seveso,
55603220,GAREL JOELLE,Le Coq Hardy,,,56140,RUFFIAC,Enregistrement,Non Seveso,
51400755,GARENNES (SCEA DES),,LE VAAST - MEULLES,,14140,LIVAROT PAYS D AUGE,Autorisation,Non Seveso,
55600831,GARGASSON Franck,LE BOLAY,,,56120,FORGES DE LANOUEE,Autorisation,Non Seveso,
52202301,GARION STEPHANE,LEURMIN,,,22160,LOHUEC,Enregistrement,Non Seveso,
53503157,GARNIER BERTRAND,LIEU DIT LA LOIRIE,LA LOIRIE,,35450,VAL D IZE,Enregistrement,Non Seveso,2019-08-13
58900597,GARNIER CLAUDETTE,46 RUE DE JOIGNY,,,89710,SENAN,Enregistrement,Non Seveso,
54902018,GARNIERE (EARL LA),La Garnière,,,49310,ST PAUL DU BOIS,Enregistrement,Non Seveso,
52902125,GARO ANNIE,le gorzit,,,29550,PLOEVEN,Autorisation,Non Seveso,
50800097,GARREZ JEAN-NOËL,6 rue haute,.,,8400,BOURCQ,Enregistrement,Non Seveso,
54500220,GAUCHER Francis et Danielle (EARL),Chevenelle,6 rue des Courtils,,45490,LORCY,Autorisation,Non Seveso,
53504145,GAUDIN HYACINTHE,,LA BORDERIE,,35240,RETIERS,Enregistrement,Non Seveso,
57202605,GAUDIN LIONEL,LE CHAMP DU MESLIER,,,72440,ST MARS DE LOCQUENAY,Autorisation,Non Seveso,
54901628,GAULTIER Denis,L'Aulnay,LA PREVIERE,,49420,OMBREE D'ANJOU,Enregistrement,Non Seveso,
52200267,GAULTIER THIERRY,LES DIAUX,,,22130,BOURSEUL,Enregistrement,Non Seveso,
56100993,GAUMER Alain,La Sanguinière,,,61350,MANTILLY,Autorisation,Non Seveso,
53600181,GAURIN JEAN,Le Tripet,,,36140,LOURDOUEIX ST MICHEL,Enregistrement,Non Seveso,
52203426,GAUTHIER BERNARD,LA DAVIAIS,,,22640,PLENEE JUGON,Enregistrement,Non Seveso,
53500400,GAUTIER DE CARVILLE PHILIPPE,,Le Boschet,,35890,BOURG DES COMPTES,Enregistrement,Non Seveso,2021-10-04
52202818,GAUTIER PATRICE,COAT MOREL,,,22200,MOUSTERU,Autorisation,Non Seveso,
5520023,GAUTIER PIERRE  (05598),LES FEUVRELS,,,35270,LANRIGAN,Enregistrement,Non Seveso,
55002223,GAUTIER RENE MARC,,Le Bois Chicot,,50170,SERVON,Enregistrement,Non Seveso,
54901648,GAUVINIERE (SCEA LA),La Champagne et Pancon,LE PUY NOTRE DAME et ST MACAIRE DU BOIS,,49260,LE PUY NOTRE DAME,Enregistrement,Non Seveso,2019-04-11
51200174,GAVALDA ANDRE,PEYRALBE,PEYRALBE,,12480,BROQUIES,Enregistrement,Non Seveso,
51200131,GAYRALD CHRISTIAN,,ESPERABES,,12300,BOUILLAC,Enregistrement,Non Seveso,
6404000,GAZELLE CHRISTIAN ET FREDERIC,Campagne Martine,Quartier Ste Catherine,,13530,TRETS,Enregistrement,Non Seveso,2018-07-11
55002541,GEAIS (GAEC DES),,La Coerie,,50150,BEAUFICEL,Autorisation,Non Seveso,
53502771,GELE ALAIN,,LE DERON,,35480,ST MALO DE PHILY,Enregistrement,Non Seveso,
52900640,GELEBART (EARL),kerinou,,,29217,LE CONQUET,Autorisation,Non Seveso,
56400945,GELIZE VINCENT,Chemin de la Rochelle,,,64450,LASCLAVERIES,Enregistrement,Non Seveso,
54900238,GEMIN (GAEC),La Foucheraie,BRAIN SUR LONGUENÉE,,49220,ERDRE EN ANJOU,Enregistrement,Non Seveso,
6307660,GEMIN LEMAY (GAEC),La Plinneraie,,,49440,LOIRE,Enregistrement,Non Seveso,
53501309,GENAITAY RENE,,PINTILLAC,,35750,IFFENDIC,Autorisation,Non Seveso,
56200639,gene +,12 RUE DU MOULIN   BP 5,,,62134,ERIN,Autorisation,Non Seveso,
57201304,GENELLE PASCAL,LA ROGERIE,,,72140,MONT ST JEAN,Enregistrement,Non Seveso,
55901178,GENES DIFFUSION,LE BAS DU HAZARD,,,59190,MORBECQUE,Autorisation,Non Seveso,
52202834,GENES DIFFUSION,LEINHON,,,22340,LE MOUSTOIR,Enregistrement,Non Seveso,
55302239,GENES-DIFFUSION,LA MORERIE,,,53480,ST GEORGES LE FLECHARD,Autorisation,Non Seveso,
55600454,GENES DIFFUSION BROCELIANDE,SAINTE-ANNE,,,56800,CAMPENEAC,Autorisation,Non Seveso,
55002354,GENETIERES (GAEC DES),,La carrellerie,,50340,TREAUVILLE,Enregistrement,Non Seveso,
54300232,GENETS D'OR (GAEC LES),Route de Flaviac-Paulhachon,,,43190,CHENEREILLES,Enregistrement,Non Seveso,
52501003,GENIATEST,la grosse grange,,,25620,LA CHEVILLOTTE,Enregistrement,Non Seveso,
52206388,GENISSEL DANIEL,LA CHEZE,,,22230,TREMOREL,Enregistrement,Non Seveso,
55603819,GENUIT PATRICK,La Guichardaie,,,56140,TREAL,Autorisation,Non Seveso,
52800415,GERAY (GAEC),LA GUILLANGUILLERE,,,28330,AUTHON-DU-PERCHE,Enregistrement,Non Seveso,
54900928,GERMON GIRARD (GAEC),Les Caillons,VALANJOU (49670),,49120,CHEMILLE EN ANJOU,Enregistrement,Non Seveso,
55000577,GERVAIS E ET B (GAEC),,"2, route de st Marcouf",,50310,FONTENAY SUR MER,Enregistrement,Non Seveso,
52202755,GESBERT FREDERIC,LA VILLE PICHARD,,,22400,LAMBALLE-ARMOR,Enregistrement,Non Seveso,
55301929,GESLAIN DENIS,LA SERARDIERE,,,53140,PRE EN PAIL ST SAMSON,Autorisation,Non Seveso,
55302376,GESLIN AURELIE,L'EMOUCHOIR,,,53220,ST MARS SUR LA FUTAIE,Autorisation,Non Seveso,2022-06-14
52203444,GESRET CATHERINE,LIEU DIT PERSIL,,,22640,PLENEE JUGON,Autorisation,Non Seveso,
52200201,GESTIN DANIELLE,RESTANCORNOU,,,22390,BOURBRIAC,Autorisation,Non Seveso,
52200490,GESTIN JEAN YVES,BLAYE,,,22210,LE CAMBOUT,Autorisation,Non Seveso,
5518157,GESTIN RONAN,KERLABOURAT,,,22480,KERPERT,Autorisation,Non Seveso,
56200160,GEUDIN JEAN FRANCOIS,8 RUE HAUTE,,,62810,BARLY,Autorisation,Non Seveso,
7006778,GEUDIN Sébastien,Voie de Martin Terre,,,59283,RAIMBEAUCOURT,Enregistrement,Non Seveso,
58100092,GFA de PIERPONT,CANTEMERLE,,,81140,CASTELNAU DE MONTMIRAL,Autorisation,Non Seveso,
52901485,GFA DES VIEUX CHENES,Troreon,,,29870,LANNILIS,Autorisation,Non Seveso,
52901493,GFA DES VIEUX CHENES,Le Nodet,,,29870,LANNILIS,Autorisation,Non Seveso,
58502017,GFA DU CARTERON MARTINEAU,BP 17 - LE CARTERON,,,85290,MORTAGNE SUR SEVRE,Autorisation,Non Seveso,
58503043,GFA LA FELICIERE,LA FELICIERE,,,85150,ST JULIEN DES LANDES,Enregistrement,Non Seveso,
55000880,GIARD (GAEC),,LE CHATEAU,,50430,LAULNE,Enregistrement,Non Seveso,
51000001,GIBAGRI (Sté),"1, Rue des Granges",,,10700,ARCIS SUR AUBE,Enregistrement,Non Seveso,
54402302,GIBOVENDEE,le Pin,ST MEME LE TENU,,44270,MACHECOUL ST MEME,Autorisation,Non Seveso,
52202450,GICQUEL ALEXANDRA,LE PLESSIS BOUDET,,,22600,LOUDEAC,Enregistrement,Non Seveso,
55602079,GICQUEL NOLWENN,Kerdrean,,,56500,MOREAC,Enregistrement,Non Seveso,2022-11-02
52201973,GICQUEL STEPHANE,LA VILLE RECOURCE,LANGOURLA,,22330,LE MENE,Autorisation,Non Seveso,
52201972,GICQUEL STEPHANE,LA VILLE RATEL,LANGOURLA,,22330,LE MENE,Autorisation,Non Seveso,
58000562,GIEA SANTERLAIT,,8  Grande Rue,,80700,GRIVILLERS,Enregistrement,Non Seveso,
56000274,GIE DE LA REINE BLANCHE,7 ruelle Louvet,,,60790,LA DRENNE,Enregistrement,Non Seveso,
50800719,GIE de l'AUDRY,M. Thierry BERTRAND,5 rue Jean Rousseau,,8460,MARANWEZ,Enregistrement,Non Seveso,
55600271,GIE DU LINTAN,Lintan,,,56580,BREHAN,Enregistrement,Non Seveso,
51201591,GIE VILLEFRANCHE GRAND SUD,LES CABRIERES,,,12200,VILLEFRANCHE DE ROUERGUE,Enregistrement,Non Seveso,
58503150,GILBERT JEAN-HUGUES,,,,85140,ST MARTIN DES NOYERS,Autorisation,Non Seveso,
6311278,GILBERT ROMAIN,LA GAIGNONNIERE,,,72200,LE BAILLEUL,Enregistrement,Non Seveso,
57900491,GILLES CLAUDE,La Grande Crétinière,,,79320,MONCOUTANT-SUR-SEVRE,Autorisation,Non Seveso,2021-11-16
57900421,GILLES VERONIQUE,La Croix Robert,,,79240,LARGEASSE,Enregistrement,Non Seveso,
3301727,GIRARD Anthony,L'Isle,,,89700,TRONCHOY,Enregistrement,Non Seveso,
57200682,GIRARDEAU PHILIPPE PIERRE,LA CHARITE,,,72200,CROSMIERES,Enregistrement,Non Seveso,
6106927,GIRARD (GAEC),Artuzet,,,42440,LES SALLES,Autorisation,Non Seveso,
55000716,GIRARDIERE (EARL DE LA ),La Girardière,La girardière,,50410,LE GUISLAIN,Enregistrement,Non Seveso,
51500357,GIRAUDET JEAN PAUL,LABOUYGUES,,,15220,MARCOLES,Autorisation,Non Seveso,
50100344,GIROUD JEAN-NOEL,99 ROUTE DU MOULIN DE BRUNO,LA SARREE,,1340,FOISSIAT,Autorisation,Non Seveso,
55600872,GLAZIOU Hervé,GOASVOUILLEN,,,56110,GOURIN,Enregistrement,Non Seveso,
56400723,GLEMET Jean-Louis,Maison boubien,Chemin Bastia,,64160,GERDEREST,Enregistrement,Non Seveso,
52900105,GLOAGUEN Maurice,Kerbalannec,,,29790,BEUZEC CAP SIZUN,Autorisation,Non Seveso,
52901790,GLOAGUEN Olivier,KERROC'H,,,29790,CONFORT MEILARS,Autorisation,Non Seveso,
52901791,GLOAGUEN STEPHANE,MOULIN DE POULBLEIS,,,29790,CONFORT MEILARS,Enregistrement,Non Seveso,
52205131,GLORO JACQUELINE,MESFENY,,,22400,ST ALBAN,Autorisation,Non Seveso,
52206453,GLORY LUC,LE FOEIL MARREUC,,,22600,TREVE,Enregistrement,Non Seveso,
55603588,GLOUX Jacky,Kerbodic,,,56300,ST THURIAU,Autorisation,Non Seveso,
54300118,GLYCINES BLEUES (GAEC DES),La Barraque,,,43450,BLESLE,Enregistrement,Non Seveso,
52902273,GOACOLOU (EARL),Coatronval,,,29530,PLONEVEZ DU FAOU,Autorisation,Non Seveso,
52900464,GOACOLOU Ronan,Keroignant,Coatronval,,29530,PLONEVEZ DU FAOU,Autorisation,Non Seveso,
52900784,GOAREM BELLA (EARL de),Goarem Bella,,,29510,EDERN,Autorisation,Non Seveso,
52903562,GOASGUEN DANIEL,Alanec,,,29590,ROSNOEN,Enregistrement,Non Seveso,
57600508,GOBBE Sylvain,,Chemin des Plantis,,76400,FECAMP,Enregistrement,Non Seveso,
58502775,GODARD OLIVIER,LE PLESSIS DES LANDES,,,85250,ST FULGENT,Autorisation,Non Seveso,
7210682,GODET NATHALIE,Les Petites Girardières,,,79250,NUEIL LES AUBIERS,Autorisation,Non Seveso,
58001002,GOES Christian,,1 rue du Dieu de Pitié,,80250,SOURDON,Enregistrement,Non Seveso,
3800091,GOETHALS STEPHANE,1215 rue de la blanchisserie,,,59270,ST JANS CAPPEL,Enregistrement,Non Seveso,
55002205,GOHARD (EARL),LA PETITE FORET,,,50640,SAVIGNY LE VIEUX,Autorisation,Non Seveso,2013-08-28
55301117,GOISBEAULT EMMANUEL,PAINCHAUD,,,53940,LE GENEST ST ISLE,Autorisation,Non Seveso,
6106361,GOMARD Frédéric,chez Cornut,,,42310,LE CROZET,Autorisation,Non Seveso,2022-04-26
57100295,GONACHON CHRISTIAN,LA SEIGNE NOYER,,,71170,CHAUFFAILLES,Enregistrement,Non Seveso,
55000541,GOSSELIN (GAEC CV),,"3, Le Rouvray - FERVACHES",,50420,TESSY-BOCAGE,Enregistrement,Non Seveso,
54900121,GOUBAUD (ETS),Beaulieu,BEAUPRÉAU,,49600,BEAUPREAU EN MAUGES,Autorisation,Non Seveso,
55001343,GOUESLARD (GAEC LE),LE GOUESLARD,6 ROUTE DU VAL,,50210,OUVILLE,Enregistrement,Non Seveso,
52902464,GOUEZ Bruno,,,,29260,PLOUDANIEL,Enregistrement,Non Seveso,
55001243,GOUGEON (SARL),,La Morissais,,50600,MOULINES,Enregistrement,Non Seveso,
57902818,GOURDON ANNE,La Grassière,,,79250,NUEIL LES AUBIERS,Enregistrement,Non Seveso,
52900088,GOURLAOUEN Claude,Kercapucher,,,29300,BAYE,Autorisation,Non Seveso,
