"Code Commune", "Libellé commune", "Degré de Densité", "Population municipale 2018"
41283, Villemardy, 4, 273
41284, Villeneuve-Frouville, 4, 63
41285, Villeny, 3, 484
41286, Villeporcher, 4, 150
41287, Villerable, 3, 507
41288, Villerbon, 3, 810
41289, Villermain, 4, 391
41290, Villeromain, 3, 236
41291, Villetrun, 3, 321
41292, Villexanton, 4, 201
41293, Villiersfaux, 4, 241
41294, Villiers-sur-Loir, 3, 1120
41295, Vineuil, 2, 8091
41296, Vouzon, 3, 1466
41297, Yvoy-le-Marron, 3, 760
42001, Aboën, 3, 452
42002, Ailleux, 3, 172
42003, Ambierle, 3, 1903
42005, Andrézieux-Bouthéon, 2, 9963
42006, Apinac, 4, 406
42007, Arcinges, 3, 215
42008, Arcon, 4, 109
42009, Arthun, 3, 528
42010, Aveizieux, 3, 1665
42011, Balbigny, 3, 2840
42012, Bard, 3, 674
42013, Bellegarde-en-Forez, 3, 1993
42014, Belleroche, 3, 314
42015, Belmont-de-la-Loire, 3, 1477
42016, La Bénisson-Dieu, 3, 424
42017, Le Bessat, 3, 455
42018, Bessey, 3, 460
42019, Boën-sur-Lignon, 3, 3120
42020, Boisset-lès-Montrond, 2, 1170
42021, Boisset-Saint-Priest, 3, 1252
42022, Bonson, 2, 4093
42023, Bourg-Argental, 3, 2937
42025, Boyer, 3, 198
42026, Briennon, 3, 1719
42027, Bully, 4, 403
42028, Burdignes, 4, 376
42029, Bussières, 3, 1520
42030, Bussy-Albieux, 3, 536
42031, Caloire, 4, 306
42032, Cellieu, 2, 1704
42033, Le Cergne, 3, 622
42034, Cervières, 4, 108
42035, Cezay, 3, 210
42036, Chagnon, 2, 496
42037, Chalain-d'Uzore, 3, 592
42038, Chalain-le-Comtal, 3, 709
42039, Chalmazel-Jeansagnière, 4, 454
42040, La Chamba, 4, 47
42041, Chambéon, 3, 618
42042, Chambles, 3, 1036
42043, Chambœuf, 2, 1791
42044, Le Chambon-Feugerolles, 2, 11948
42045, La Chambonie, 4, 39
42046, Champdieu, 3, 1935
42047, Champoly, 4, 327
42048, Chandon, 3, 1479
42049, Changy, 3, 654
42050, La Chapelle-en-Lafaye, 4, 130
42051, La Chapelle-Villars, 3, 532
42052, Charlieu, 3, 3695
42053, Châteauneuf, 2, 1630
42054, Châtelneuf, 3, 346
42055, Châtelus, 3, 140
42056, Chavanay, 3, 2897
42058, Chazelles-sur-Lavieu, 3, 258
42059, Chazelles-sur-Lyon, 3, 5423
42060, Chenereilles, 3, 527
42061, Cherier, 4, 569
42062, Chevrières, 3, 1164
42063, Chirassimont, 3, 399
42064, Chuyer, 3, 761
42065, Civens, 3, 1411
42066, Cleppé, 3, 512
42067, Colombier, 3, 298
42068, Combre, 3, 426
42069, Commelle-Vernay, 2, 3005
42070, Cordelle, 3, 916
42071, Le Coteau, 2, 6880
42072, La Côte-en-Couzan, 4, 65
42073, Cottance, 3, 734
42074, Coutouvre, 3, 1082
42075, Craintilleux, 3, 1363
42076, Cremeaux, 3, 907
42077, Croizet-sur-Gand, 3, 307
42078, Le Crozet, 3, 257
42079, Cuinzier, 3, 711
42081, Cuzieu, 3, 1544
42083, Dargoire, 3, 532
42084, Débats-Rivière-d'Orpra, 3, 159
42085, Doizieux, 3, 835
42086, Écoche, 3, 523
42087, Écotay-l'Olme, 2, 1224
42088, Épercieux-Saint-Paul, 3, 748
42089, Essertines-en-Châtelneuf, 3, 666
42090, Essertines-en-Donzy, 3, 495
42091, Estivareilles, 3, 683
42092, L'Étrat, 1, 2643
42093, Farnay, 2, 1379
42094, Feurs, 2, 8302
42095, Firminy, 2, 16901
42096, Fontanès, 3, 681
42097, La Fouillouse, 2, 4666
42098, Fourneaux, 3, 582
42099, Fraisses, 2, 3733
42100, La Gimond, 3, 278
42101, Graix, 4, 143
42102, Grammond, 3, 890
42103, La Grand-Croix, 2, 5172
42104, La Gresle, 3, 861
42105, Grézieux-le-Fromental, 4, 254
42106, Grézolles, 4, 251
42107, Gumières, 3, 320
42108, L'Hôpital-le-Grand, 3, 1106
42109, L'Hôpital-sous-Rochefort, 3, 109
42110, L'Horme, 2, 4746
42112, Jarnosse, 3, 419
42113, Jas, 3, 233
42115, Jonzieux, 3, 1224
42116, Juré, 4, 247
42117, Lavieu, 4, 115
42118, Lay, 3, 749
42119, Leigneux, 3, 366
42120, Lentigny, 3, 1777
42121, Lérigneux, 4, 156
42122, Lézigneux, 3, 1715
42123, Lorette, 2, 4716
42124, Lupé, 3, 296
42125, Luré, 4, 141
42126, Luriecq, 3, 1284
42127, Mably, 2, 7653
42128, Machézal, 3, 391
42129, Maclas, 3, 1819
42130, Magneux-Haute-Rive, 3, 569
42131, Maizilly, 3, 332
42132, Malleval, 3, 566
42133, Marcenod, 3, 695
42134, Marcilly-le-Châtel, 3, 1391
42135, Marclopt, 3, 530
42136, Marcoux, 3, 765
42137, Margerie-Chantagret, 3, 797
42138, Maringes, 3, 668
42139, Marlhes, 3, 1329
42140, Marols, 4, 443
42141, Mars, 3, 570
42142, Merle-Leignec, 4, 320
42143, Mizérieux, 3, 490
42145, Montagny, 3, 1083
42146, Montarcher, 4, 66
42147, Montbrison, 2, 15915
42148, Montchal, 3, 504
42149, Montrond-les-Bains, 2, 5342
42150, Montverdun, 3, 1393
42151, Mornand-en-Forez, 4, 413
42152, Nandax, 3, 546
42153, Neaux, 3, 481
42154, Néronde, 3, 460
42155, Nervieux, 3, 1007
42156, Neulise, 3, 1372
42157, Noailly, 3, 794
42158, Les Noës, 4, 210
42159, Noirétable, 3, 1571
42160, Nollieux, 4, 190
42161, Notre-Dame-de-Boisset, 3, 573
42162, Ouches, 3, 1154
42163, La Pacaudière, 3, 1057
42164, Palogneux, 4, 71
42165, Panissières, 3, 2892
42166, Parigny, 3, 624
42167, Pavezin, 3, 376
42168, Pélussin, 3, 3738
42169, Périgneux, 3, 1580
42170, Perreux, 3, 2110
42171, Pinay, 3, 288
42172, Planfoy, 3, 1059
42173, Pommiers-en-Forez, 4, 359
42174, Poncins, 3, 1150
42175, Pouilly-lès-Feurs, 3, 1202
42176, Pouilly-les-Nonains, 3, 2172
42177, Pouilly-sous-Charlieu, 3, 2532
42178, Pradines, 3, 833
42179, Pralong, 3, 858
42180, Précieux, 3, 1035
42181, Régny, 3, 1512
42182, Renaison, 3, 3198
42183, La Ricamarie, 1, 7872
42184, Riorges, 2, 10848
42185, Rivas, 3, 698
42186, Rive-de-Gier, 2, 14978
42187, Roanne, 2, 33809
42188, Roche, 4, 254
42189, Roche-la-Molière, 2, 9884
42191, Roisey, 3, 980
42192, Rozier-Côtes-d'Aurec, 3, 433
42193, Rozier-en-Donzy, 3, 1427
42194, Sail-les-Bains, 4, 201
42195, Sail-sous-Couzan, 3, 972
42196, Sainte-Agathe-en-Donzy, 3, 120
42197, Sainte-Agathe-la-Bouteresse, 3, 1045
42198, Saint-Alban-les-Eaux, 3, 934
42199, Saint-André-d'Apchon, 3, 1927
42200, Saint-André-le-Puy, 2, 1527
42201, Saint-Appolinard, 3, 689
42202, Saint-Barthélemy-Lestra, 3, 688
42203, Saint-Bonnet-des-Quarts, 4, 301
42204, Saint-Bonnet-le-Château, 3, 1510
42205, Saint-Bonnet-le-Courreau, 3, 688
42206, Saint-Bonnet-les-Oules, 2, 1669
42207, Saint-Chamond, 2, 34841
42208, Saint-Christo-en-Jarez, 3, 1903
42209, Sainte-Colombe-sur-Gand, 4, 396
42210, Sainte-Croix-en-Jarez, 3, 477
42211, Saint-Cyprien, 2, 2447
42212, Saint-Cyr-de-Favières, 3, 961
42213, Saint-Cyr-de-Valorges, 4, 311
42214, Saint-Cyr-les-Vignes, 3, 1041
42215, Saint-Denis-de-Cabanne, 3, 1260
42216, Saint-Denis-sur-Coise, 3, 673
42217, Saint-Didier-sur-Rochefort, 4, 421
42218, Saint-Étienne, 1, 173821
42219, Saint-Étienne-le-Molard, 3, 1025
42220, Saint-Forgeux-Lespinasse, 3, 621
42221, Sainte-Foy-Saint-Sulpice, 3, 514
42222, Saint-Galmier, 2, 5826
42223, Saint-Genest-Lerpt, 2, 6123
42224, Saint-Genest-Malifaux, 3, 2918
42225, Genilac, 2, 3894
42226, Saint-Georges-de-Baroille, 3, 431
42227, Saint-Georges-en-Couzan, 3, 412
42228, Saint-Georges-Haute-Ville, 3, 1467
42229, Saint-Germain-la-Montagne, 3, 230
42230, Saint-Germain-Laval, 3, 1608
42231, Saint-Germain-Lespinasse, 3, 1238
42232, Saint-Haon-le-Châtel, 3, 637
42233, Saint-Haon-le-Vieux, 3, 954
42234, Saint-Héand, 3, 3637
42235, Saint-Hilaire-Cusson-la-Valmitte, 4, 337
42236, Saint-Hilaire-sous-Charlieu, 3, 529
42237, Saint-Jean-Bonnefonds, 2, 6615
42238, Saint-Jean-la-Vêtre, 3, 320
42239, Saint-Jean-Saint-Maurice-sur-Loire, 3, 1153
42240, Saint-Jean-Soleymieux, 3, 859
42241, Saint-Jodard, 3, 390
42242, Saint-Joseph, 2, 1928
42243, Saint-Julien-d'Oddes, 3, 283
42245, Vêtre-sur-Anzon, 3, 585
42246, Saint-Julien-Molin-Molette, 3, 1143
42247, Saint-Just-en-Bas, 4, 282
42248, Saint-Just-en-Chevalet, 3, 1130
42249, Saint-Just-la-Pendue, 3, 1656
42251, Saint-Laurent-la-Conche, 3, 581
42252, Saint-Laurent-Rochefort, 4, 252
42253, Saint-Léger-sur-Roanne, 3, 1157
42254, Saint-Marcel-de-Félines, 4, 799
42255, Saint-Marcel-d'Urfé, 4, 283
42256, Saint-Marcellin-en-Forez, 3, 5001
42257, Saint-Martin-d'Estréaux, 3, 836
42259, Saint-Martin-la-Plaine, 2, 3815
42260, Saint-Martin-la-Sauveté, 3, 890
42261, Saint-Martin-Lestra, 3, 906
42262, Saint-Maurice-en-Gourgois, 3, 1817
42264, Saint-Médard-en-Forez, 3, 980
42265, Saint-Michel-sur-Rhône, 3, 856
42266, Saint-Nizier-de-Fornas, 3, 663
42267, Saint-Nizier-sous-Charlieu, 3, 1696
42268, Vézelin-sur-Loire, 4, 796
42269, Saint-Paul-d'Uzore, 3, 174
42270, Saint-Paul-en-Cornillon, 2, 1357
42271, Saint-Paul-en-Jarez, 2, 4817
42272, Saint-Pierre-de-Bœuf, 3, 1704
42273, Saint-Pierre-la-Noaille, 3, 381
42274, Saint-Polgues, 3, 257
42275, Saint-Priest-en-Jarez, 1, 6106
42276, Saint-Priest-la-Prugne, 3, 430
42277, Saint-Priest-la-Roche, 4, 341
42278, Saint-Priest-la-Vêtre, 3, 144
42279, Saint-Just-Saint-Rambert, 2, 15229
42280, Saint-Régis-du-Coin, 4, 402
42281, Saint-Rirand, 4, 134
42282, Saint-Romain-d'Urfé, 4, 239
42283, Saint-Romain-en-Jarez, 3, 1218
42284, Saint-Romain-la-Motte, 3, 1417
42285, Saint-Romain-le-Puy, 3, 4090
42286, Saint-Romain-les-Atheux, 3, 949
42287, Saint-Sauveur-en-Rue, 3, 1088
42288, Saint-Sixte, 3, 706
42289, Saint-Symphorien-de-Lay, 3, 1899
42290, Saint-Thomas-la-Garde, 3, 588
42293, Saint-Victor-sur-Rhins, 3, 1191
42294, Saint-Vincent-de-Boisset, 3, 974
42295, Les Salles, 3, 556
42296, Salt-en-Donzy, 3, 547
42297, Salvizinet, 3, 595
42298, Sauvain, 3, 377
42299, Savigneux, 2, 3430
42300, Sevelinges, 3, 643
42301, Soleymieux, 3, 689
42302, Sorbiers, 2, 7874
42303, Souternon, 4, 276
42304, Sury-le-Comtal, 2, 6653
42305, La Talaudière, 2, 6977
42306, Tarentaise, 3, 483
42307, Tartaras, 3, 902
42308, La Terrasse-sur-Dorlay, 3, 776
42310, Thélis-la-Combe, 3, 149
42311, La Tour-en-Jarez, 2, 1471
42312, La Tourette, 3, 606
42313, Trelins, 3, 665
42314, La Tuilière, 4, 291
42315, Unias, 3, 423
42316, Unieux, 2, 8418
42317, Urbise, 4, 124
42318, Usson-en-Forez, 3, 1487
42319, Valeille, 3, 705
42320, Valfleury, 3, 707
42321, La Valla-sur-Rochefort, 4, 102
42322, La Valla-en-Gier, 3, 1075
42323, Veauche, 2, 8973
42324, Veauchette, 2, 1192
42325, Vendranges, 3, 376
42326, Véranne, 3, 877
42327, Vérin, 3, 664
42328, Verrières-en-Forez, 3, 712
42329, La Versanne, 3, 377
42330, Villars, 1, 7942
42331, Villemontais, 3, 1022
42332, Villerest, 2, 5030
42333, Villers, 3, 589
42334, Violay, 3, 1250
42335, Viricelles, 3, 442
42336, Virigneux, 3, 637
42337, Vivans, 4, 224
42338, Vougy, 3, 1488
42339, Chausseterre, 4, 218
43001, Agnat, 4, 178
43002, Aiguilhe, 2, 1473
43003, Allègre, 3, 874
43004, Alleyrac, 4, 119
43005, Alleyras, 4, 156
43006, Ally, 4, 129
43007, Araules, 3, 602
43008, Arlempdes, 4, 143
43009, Arlet, 4, 23
43010, Arsac-en-Velay, 3, 1193
43011, Aubazat, 4, 178
43012, Aurec-sur-Loire, 2, 6142
43013, Vissac-Auteyrac, 4, 306
43014, Autrac, 4, 56
43015, Auvers, 4, 50
43016, Auzon, 3, 898
43017, Azérat, 4, 282
43018, Bains, 3, 1376
43019, Barges, 4, 108
43020, Bas-en-Basset, 3, 4377
43021, Beaulieu, 3, 1040
43022, Beaumont, 4, 276
43023, Beaune-sur-Arzon, 4, 210
43024, Beaux, 4, 851
43025, Beauzac, 3, 2969
43026, Bellevue-la-Montagne, 4, 445
43027, Berbezit, 4, 45
43028, Bessamorel, 3, 472
43029, La Besseyre-Saint-Mary, 4, 97
43030, Blanzac, 3, 401
43031, Blassac, 4, 135
43032, Blavozy, 3, 1687
43033, Blesle, 3, 636
43034, Boisset, 4, 355
43035, Bonneval, 4, 68
43036, Borne, 3, 409
43037, Le Bouchet-Saint-Nicolas, 4, 280
43038, Bournoncle-Saint-Pierre, 3, 998
43039, Le Brignon, 4, 609
43040, Brioude, 2, 6609
43041, Brives-Charensac, 2, 4185
43042, Cayres, 3, 710
43043, Céaux-d'Allègre, 4, 470
43044, Cerzat, 4, 209
43045, Ceyssac, 3, 426
43046, Chadrac, 2, 2464
43047, Chadron, 4, 332
43048, La Chaise-Dieu, 3, 616
43049, Chamalières-sur-Loire, 3, 487
43050, Chambezon, 4, 124
43051, Le Chambon-sur-Lignon, 3, 2431
43052, Champagnac-le-Vieux, 4, 193
43053, Champclause, 4, 205
43054, Chanaleilles, 4, 176
43055, Chaniat, 4, 165
43056, Chanteuges, 3, 428
43057, La Chapelle-Bertin, 4, 46
43058, La Chapelle-d'Aurec, 3, 1054
43059, La Chapelle-Geneste, 4, 109
43060, Charraix, 4, 69
43061, Chaspinhac, 3, 868
43062, Chaspuzac, 3, 806
43063, Chassagnes, 4, 156
43064, Chassignolles, 4, 64
43065, Chastel, 4, 123
43066, Chaudeyrolles, 4, 118
43067, Chavaniac-Lafayette, 4, 268
43068, Chazelles, 4, 33
43069, Chenereilles, 3, 319
43070, Chilhac, 4, 171
43071, Chomelix, 4, 472
43072, La Chomette, 4, 153
43073, Cistrières, 4, 134
43074, Cohade, 3, 884
43075, Collat, 4, 73
43076, Connangles, 4, 137
43077, Costaros, 3, 538
43078, Coubon, 2, 3258
43079, Couteuges, 4, 301
43080, Craponne-sur-Arzon, 3, 1951
43082, Cronce, 4, 71
43083, Cubelles, 4, 150
43084, Cussac-sur-Loire, 3, 1678
43085, Desges, 4, 56
43086, Domeyrat, 4, 179
43087, Dunières, 3, 2668
43088, Espalem, 4, 322
43089, Espaly-Saint-Marcel, 2, 3497
43090, Esplantas-Vazeilles, 4, 127
43091, Les Estables, 4, 324
43092, Fay-sur-Lignon, 4, 355
43093, Félines, 4, 325
43094, Ferrussac, 4, 82
43095, Fix-Saint-Geneys, 4, 134
43096, Fontannes, 3, 902
43097, Freycenet-la-Cuche, 4, 105
43098, Freycenet-la-Tour, 4, 109
43099, Frugerès-les-Mines, 3, 552
43100, Frugières-le-Pin, 4, 174
43101, Goudet, 4, 57
43102, Grazac, 3, 1103
43103, Grenier-Montgon, 4, 113
43104, Grèzes, 4, 197
43105, Javaugues, 4, 178
43106, Jax, 4, 145
43107, Josat, 4, 86
43108, Jullianges, 4, 439
43109, Lafarre, 4, 77
43110, Lamothe, 3, 844
43111, Landos, 3, 878
43112, Langeac, 3, 3489
43113, Lantriac, 3, 1923
43114, Lapte, 3, 1729
43115, Laussonne, 3, 1009
43116, Laval-sur-Doulon, 4, 63
43117, Lavaudieu, 4, 247
43118, Lavoûte-Chilhac, 3, 272
43119, Lavoûte-sur-Loire, 3, 832
43120, Lempdes-sur-Allagnon, 3, 1325
43121, Léotoing, 4, 216
43122, Lissac, 4, 289
43123, Lorlanges, 4, 393
43124, Loudes, 3, 931
43125, Lubilhac, 4, 81
43126, Malrevers, 3, 761
43127, Malvalette, 4, 846
43128, Malvières, 4, 134
43129, Le Mas-de-Tence, 4, 156
43130, Mazet-Saint-Voy, 3, 1110
43131, Mazerat-Aurouze, 4, 196
43132, Mazeyrat-d'Allier, 4, 1445
43133, Mercœur, 4, 139
43134, Mézères, 3, 150
43135, Le Monastier-sur-Gazeille, 3, 1768
43136, Monistrol-d'Allier, 4, 211
43137, Monistrol-sur-Loire, 2, 8875
43138, Monlet, 4, 412
43139, Montclard, 4, 54
43140, Le Monteil, 2, 685
43141, Montfaucon-en-Velay, 3, 1149
43142, Montregard, 4, 586
43143, Montusclat, 4, 128
43144, Moudeyres, 4, 98
43145, Ouides, 4, 57
43147, Paulhac, 2, 638
43148, Paulhaguet, 3, 868
43149, Pébrac, 4, 116
43150, Le Pertuis, 3, 468
43151, Pinols, 4, 190
43152, Polignac, 3, 2810
43153, Pont-Salomon, 2, 1902
43154, Pradelles, 3, 546
43155, Prades, 4, 62
43156, Présailles, 4, 115
43157, Le Puy-en-Velay, 2, 19215
43158, Queyrières, 3, 333
43159, Raucoules, 3, 940
43160, Rauret, 4, 194
43162, Retournac, 3, 2990
43163, Riotord, 3, 1179
43164, Roche-en-Régnier, 4, 486
43165, Rosières, 3, 1531
43166, Saint-André-de-Chalencon, 4, 375
43167, Saint-Arcons-d'Allier, 4, 191
43168, Saint-Arcons-de-Barges, 4, 116
43169, Saint-Austremoine, 4, 50
43170, Saint-Beauzire, 4, 450
43171, Saint-Bérain, 4, 85
43172, Saint-Bonnet-le-Froid, 4, 213
43173, Saint-Christophe-d'Allier, 4, 92
43174, Saint-Christophe-sur-Dolaison, 4, 953
43175, Saint-Cirgues, 3, 164
43177, Saint-Didier-en-Velay, 3, 3451
43178, Saint-Didier-sur-Doulon, 4, 194
43180, Saint-Étienne-du-Vigan, 4, 98
43181, Saint-Étienne-Lardeyrol, 3, 758
43182, Saint-Étienne-sur-Blesle, 4, 53
43183, Sainte-Eugénie-de-Villeneuve, 4, 113
43184, Saint-Ferréol-d'Auroure, 2, 2473
43185, Sainte-Florine, 2, 3200
43186, Saint-Front, 4, 402
43187, Saint-Geneys-près-Saint-Paulien, 4, 319
43188, Saint-Georges-d'Aurac, 4, 473
43189, Saint-Georges-Lagricol, 4, 518
43190, Saint-Germain-Laprade, 3, 3666
43191, Saint-Géron, 4, 249
43192, Saint-Haon, 4, 283
43193, Saint-Hilaire, 4, 160
43194, Saint-Hostien, 3, 716
43195, Saint-Ilpize, 4, 186
43196, Saint-Jean-d'Aubrigoux, 4, 174
43197, Saint-Jean-de-Nay, 4, 351
43198, Saint-Jean-Lachalm, 4, 295
43199, Saint-Jeures, 4, 968
43200, Saint-Julien-Chapteuil, 3, 1997
43201, Saint-Julien-d'Ance, 4, 245
43202, Saint-Julien-des-Chazes, 4, 71
43203, Saint-Julien-du-Pinet, 3, 482
43204, Saint-Julien-Molhesabate, 4, 174
43205, Saint-Just-Malmont, 3, 4225
43206, Saint-Just-près-Brioude, 4, 411
43207, Saint-Laurent-Chabreuges, 4, 246
43208, Sainte-Marguerite, 4, 43
43210, Saint-Martin-de-Fugères, 4, 230
43211, Saint-Maurice-de-Lignon, 3, 2634
43212, Saint-Pal-de-Chalencon, 3, 1009
43213, Saint-Pal-de-Mons, 3, 2293
43214, Saint-Pal-de-Senouire, 4, 110
43215, Saint-Paul-de-Tartas, 4, 186
43216, Saint-Paulien, 3, 2435
43217, Saint-Pierre-du-Champ, 4, 542
43218, Saint-Pierre-Eynac, 3, 1187
43219, Saint-Préjet-Armandon, 4, 113
43220, Saint-Préjet-d'Allier, 4, 174
43221, Saint-Privat-d'Allier, 4, 397
43222, Saint-Privat-du-Dragon, 4, 162
43223, Saint-Romain-Lachalm, 3, 1106
43224, Sainte-Sigolène, 3, 5989
43225, Saint-Vénérand, 4, 52
43226, Saint-Vert, 4, 107
43227, Saint-Victor-Malescours, 3, 822
43228, Saint-Victor-sur-Arlanc, 4, 90
43229, Saint-Vidal, 3, 610
43230, Saint-Vincent, 3, 1028
43231, Salettes, 4, 136
43232, Salzuit, 3, 361
43233, Sanssac-l'Église, 3, 1088
43234, Saugues, 3, 1697
43236, La Séauve-sur-Semène, 3, 1480
43237, Sembadel, 4, 227
43238, Séneujols, 4, 299
43239, Siaugues-Sainte-Marie, 3, 800
43240, Solignac-sous-Roche, 4, 263
43241, Solignac-sur-Loire, 3, 1272
43242, Tailhac, 4, 72
43244, Tence, 3, 3074
43245, Thoras, 4, 222
43246, Tiranges, 4, 464
43247, Torsiac, 4, 67
43249, Valprivas, 4, 520
43250, Vals-le-Chastel, 4, 43
43251, Vals-près-le-Puy, 2, 3420
43252, Varennes-Saint-Honorat, 4, 24
43253, Les Vastres, 4, 195
43254, Vazeilles-Limandre, 4, 267
43256, Venteuges, 4, 343
43257, Vergezac, 4, 517
43258, Vergongheon, 3, 1815
43259, Vernassal, 4, 362
43260, Le Vernet, 4, 23
43261, Vézézoux, 3, 617
43262, Vieille-Brioude, 3, 1167
43263, Vielprat, 4, 67
43264, Villeneuve-d'Allier, 4, 285
43265, Les Villettes, 3, 1442
43267, Vorey, 3, 1454
43268, Yssingeaux, 3, 7278
44001, Abbaretz, 3, 2067
44002, Aigrefeuille-sur-Maine, 3, 4014
44003, Ancenis-Saint-Géréon, 2, 11037
44005, Chaumes-en-Retz, 3, 6895
44006, Assérac, 3, 1847
44007, Avessac, 3, 2458
44009, Basse-Goulaine, 2, 9136
44010, Batz-sur-Mer, 2, 2824
44012, La Bernerie-en-Retz, 3, 3049
44013, Besné, 3, 3183
44014, Le Bignon, 3, 3907
44015, Blain, 2, 9954
44016, La Boissière-du-Doré, 3, 1054
44018, Bouaye, 2, 8008
44019, Bouée, 3, 1019
44020, Bouguenais, 2, 19903
44021, Villeneuve-en-Retz, 3, 4962
44022, Boussay, 3, 2682
44023, Bouvron, 3, 3068
44024, Brains, 3, 2849
44025, Campbon, 3, 3959
44026, Carquefou, 2, 20365
44027, Casson, 3, 2421
44028, Le Cellier, 3, 3974
44029, Divatte-sur-Loire, 3, 6975
44030, La Chapelle-des-Marais, 3, 4338
44031, La Chapelle-Glain, 3, 798
44032, La Chapelle-Heulin, 3, 3357
44033, La Chapelle-Launay, 3, 3145
44035, La Chapelle-sur-Erdre, 2, 19551
44036, Châteaubriant, 2, 12031
44037, Château-Thébaud, 3, 3164
44038, Chauvé, 3, 2930
44039, Cheix-en-Retz, 3, 1120
44041, La Chevrolière, 2, 5782
44043, Clisson, 2, 7435
44044, Conquereuil, 3, 1095
44045, Cordemais, 3, 3754
44046, Corsept, 3, 2640
44047, Couëron, 2, 22309
44048, Couffé, 3, 2548
44049, Le Croisic, 2, 4118
44050, Crossac, 3, 2983
44051, Derval, 3, 3505
44052, Donges, 3, 8152
44053, Drefféac, 3, 2270
44054, Erbray, 3, 3043
44055, La Baule-Escoublac, 2, 16255
44056, Fay-de-Bretagne, 3, 3676
44057, Fégréac, 3, 2349
44058, Fercé, 3, 472
44061, Frossay, 3, 3216
44062, Le Gâvre, 3, 1821
44063, Gétigné, 2, 3719
44064, Gorges, 2, 4851
44065, Grand-Auverné, 3, 769
44066, Grandchamps-des-Fontaines, 3, 6439
44067, Guémené-Penfao, 3, 5233
44068, Guenrouet, 3, 3374
44069, Guérande, 2, 16112
44070, La Haie-Fouassière, 2, 4691
44071, Haute-Goulaine, 2, 5893
44072, Herbignac, 3, 7046
44073, Héric, 3, 6288
44074, Indre, 2, 4040
44075, Issé, 3, 1807
44076, Jans, 3, 1391
44077, Joué-sur-Erdre, 3, 2561
44078, Juigné-des-Moutiers, 3, 332
44079, Le Landreau, 3, 3083
44080, Lavau-sur-Loire, 3, 772
44081, Legé, 3, 4565
44082, Ligné, 3, 5302
44083, La Limouzinière, 3, 2467
44084, Le Loroux-Bottereau, 2, 8397
44085, Louisfert, 3, 986
44086, Lusanger, 3, 1055
44087, Machecoul-Saint-Même, 3, 7581
44088, Maisdon-sur-Sèvre, 3, 3007
44089, Malville, 3, 3531
44090, La Marne, 3, 1621
44091, Marsac-sur-Don, 3, 1519
44092, Massérac, 3, 692
44094, Mauves-sur-Loire, 3, 3244
44095, La Meilleraye-de-Bretagne, 3, 1547
44096, Mésanger, 3, 4749
44097, Mesquer, 3, 2039
44098, Missillac, 3, 5398
44099, Moisdon-la-Rivière, 3, 1968
44100, Monnières, 3, 2290
44101, La Montagne, 2, 6290
44102, Montbert, 3, 3191
44103, Montoir-de-Bretagne, 2, 7180
44104, Montrelais, 3, 840
44105, Mouais, 3, 372
44106, Les Moutiers-en-Retz, 3, 1765
44107, Mouzeil, 3, 1911
44108, Mouzillon, 3, 2865
44109, Nantes, 1, 318808
44110, Nort-sur-Erdre, 3, 9082
44111, Notre-Dame-des-Landes, 3, 2260
44112, Noyal-sur-Brutz, 3, 591
44113, Nozay, 3, 4195
44114, Orvault, 1, 27209
44115, Oudon, 3, 3872
44116, Paimbœuf, 3, 3023
44117, Le Pallet, 3, 3257
44118, Pannecé, 3, 1409
44119, Paulx, 3, 1985
44120, Le Pellerin, 2, 5200
44121, Petit-Auverné, 4, 426
44122, Petit-Mars, 3, 3755
44123, Pierric, 3, 990
44124, Le Pin, 3, 750
44125, Piriac-sur-Mer, 3, 2220
44126, La Plaine-sur-Mer, 3, 4379
44127, La Planche, 3, 2739
44128, Plessé, 3, 5266
44129, Pontchâteau, 2, 10901
44130, Pont-Saint-Martin, 2, 6470
44131, Pornic, 2, 15859
44132, Pornichet, 2, 11141
44133, Port-Saint-Père, 2, 2928
44134, Pouillé-les-Côteaux, 3, 1071
44135, Le Pouliguen, 2, 4015
44136, Préfailles, 3, 1237
44137, Prinquiau, 3, 3474
44138, Puceul, 3, 1159
44139, Quilly, 3, 1386
44140, La Regrippière, 3, 1525
44141, La Remaudière, 3, 1290
44142, Remouillé, 3, 1958
44143, Rezé, 1, 42919
44144, Riaillé, 3, 2358
44145, Rouans, 3, 3069
44146, Rougé, 3, 2185
44148, Ruffigné, 3, 701
44149, Saffré, 3, 3952
44150, Saint-Aignan-Grandlieu, 2, 3954
44151, Saint-André-des-Eaux, 3, 6744
44152, Sainte-Anne-sur-Brivet, 3, 2933
44153, Saint-Aubin-des-Châteaux, 4, 1763
44154, Saint-Brevin-les-Pins, 2, 14287
44155, Saint-Colomban, 3, 3417
44156, Corcoué-sur-Logne, 3, 3022
44157, Saint-Étienne-de-Mer-Morte, 3, 1727
44158, Saint-Étienne-de-Montluc, 2, 7515
44159, Saint-Fiacre-sur-Maine, 3, 1236
44161, Saint-Gildas-des-Bois, 3, 3769
44162, Saint-Herblain, 1, 47415
44163, Vair-sur-Loire, 3, 4764
44164, Saint-Hilaire-de-Chaléons, 3, 2322
44165, Saint-Hilaire-de-Clisson, 3, 2320
44166, Saint-Jean-de-Boiseau, 2, 5987
44168, Saint-Joachim, 2, 4087
44169, Saint-Julien-de-Concelles, 3, 7392
44170, Saint-Julien-de-Vouvantes, 3, 967
