"Code Commune", "Libellé commune", "Degré de Densité", "Population municipale 2018"
02405, Landouzy-la-Ville, 4, 535
02406, Landricourt, 3, 132
02407, Laniscourt, 4, 199
02408, Laon, 2, 24304
02409, Lappion, 4, 268
02410, Largny-sur-Automne, 4, 244
02411, Latilly, 4, 203
02412, Launoy, 4, 100
02413, Laval-en-Laonnois, 3, 244
02414, Lavaqueresse, 4, 201
02415, Laversine, 3, 160
02416, Lemé, 3, 420
02417, Lempire, 3, 116
02418, Lerzy, 4, 223
02419, Leschelle, 4, 269
02420, Lesdins, 3, 829
02421, Lesges, 4, 106
02422, Lesquielles-Saint-Germain, 3, 805
02423, Leuilly-sous-Coucy, 3, 422
02424, Leury, 4, 104
02425, Leuze, 4, 172
02426, Levergies, 3, 540
02427, Lhuys, 4, 138
02428, Licy-Clignon, 4, 74
02429, Lierval, 3, 122
02430, Liesse-Notre-Dame, 3, 1281
02431, Liez, 3, 383
02432, Limé, 4, 189
02433, Lislet, 3, 221
02435, Logny-lès-Aubenton, 3, 79
02438, Longpont, 4, 249
02439, Les Septvallons, 4, 1177
02440, Lor, 4, 138
02441, Louâtre, 4, 188
02442, Loupeigne, 4, 90
02443, Lucy-le-Bocage, 4, 203
02444, Lugny, 4, 121
02445, Luzoir, 4, 282
02446, Ly-Fontaine, 4, 118
02447, Maast-et-Violaine, 4, 147
02448, Mâchecourt, 4, 121
02449, Macogny, 4, 66
02450, Macquigny, 3, 366
02451, Magny-la-Fosse, 4, 124
02452, Maissemy, 4, 236
02453, Maizy, 3, 404
02454, La Malmaison, 3, 404
02455, Malzy, 4, 204
02456, Manicamp, 3, 299
02457, Marchais, 3, 404
02458, Dhuys et Morin-en-Brie, 4, 820
02459, Marcy, 4, 161
02460, Marcy-sous-Marle, 4, 201
02461, Marest-Dampcourt, 3, 383
02462, Mareuil-en-Dôle, 4, 231
02463, Marfontaine, 4, 89
02464, Margival, 3, 365
02465, Marigny-en-Orxois, 3, 513
02466, Marizy-Sainte-Geneviève, 4, 133
02467, Marizy-Saint-Mard, 4, 51
02468, Marle, 3, 2235
02469, Marly-Gomont, 3, 485
02470, Martigny, 3, 435
02471, Martigny-Courpierre, 4, 135
02472, Mauregny-en-Haye, 3, 409
02473, Mayot, 3, 215
02474, Mennessis, 3, 392
02476, Mennevret, 3, 669
02477, Mercin-et-Vaux, 3, 964
02478, Merlieux-et-Fouquerolles, 3, 261
02480, Mesbrecourt-Richecourt, 3, 312
02481, Mesnil-Saint-Laurent, 3, 473
02482, Meurival, 4, 54
02483, Mézières-sur-Oise, 3, 513
02484, Mézy-Moulins, 3, 527
02485, Missy-aux-Bois, 4, 94
02486, Missy-lès-Pierrepont, 4, 107
02487, Missy-sur-Aisne, 3, 627
02488, Molain, 3, 156
02489, Molinchart, 3, 342
02490, Monampteuil, 4, 126
02491, Monceau-le-Neuf-et-Faucouzy, 3, 324
02492, Monceau-lès-Leups, 3, 454
02493, Monceau-le-Waast, 4, 224
02494, Monceau-sur-Oise, 4, 127
02495, Mondrepuis, 3, 1046
02496, Monnes, 4, 100
02497, Mons-en-Laonnois, 3, 1154
02498, Montaigu, 3, 763
02499, Montbavin, 4, 43
02500, Montbrehain, 3, 810
02501, Montchâlons, 4, 93
02502, Montcornet, 3, 1324
02503, Mont-d'Origny, 3, 831
02504, Montescourt-Lizerolles, 3, 1616
02505, Montfaucon, 3, 206
02506, Montgobert, 3, 195
02507, Montgru-Saint-Hilaire, 4, 31
02508, Monthenault, 4, 151
02509, Monthiers, 4, 156
02510, Monthurel, 3, 151
02511, Montigny-en-Arrouaise, 4, 295
02512, Montigny-l'Allier, 3, 270
02513, Montigny-le-Franc, 4, 138
02514, Montigny-Lengrain, 3, 704
02515, Montigny-lès-Condé, 4, 55
02516, Montigny-sous-Marle, 3, 67
02517, Montigny-sur-Crécy, 3, 299
02518, Montlevon, 4, 303
02519, Montloué, 4, 186
02520, Mont-Notre-Dame, 3, 741
02521, Montreuil-aux-Lions, 3, 1364
02522, Mont-Saint-Jean, 4, 74
02523, Mont-Saint-Martin, 4, 72
02524, Mont-Saint-Père, 3, 694
02525, Morcourt, 2, 577
02526, Morgny-en-Thiérache, 4, 99
02527, Morsain, 3, 458
02528, Mortefontaine, 4, 228
02529, Mortiers, 4, 178
02530, Moulins, 4, 78
02531, Moussy-Verneuil, 4, 118
02532, Moÿ-de-l'Aisne, 3, 986
02533, Muret-et-Crouttes, 4, 111
02534, Muscourt, 4, 48
02535, Nampcelles-la-Cour, 4, 113
02536, Nampteuil-sous-Muret, 4, 103
02537, Nanteuil-la-Fosse, 4, 202
02538, Nanteuil-Notre-Dame, 4, 70
02539, Nauroy, 3, 702
02540, Nesles-la-Montagne, 2, 1227
02541, Neufchâtel-sur-Aisne, 3, 421
02542, Neuflieux, 4, 82
02543, Neuilly-Saint-Front, 3, 2066
02544, Neuve-Maison, 3, 616
02545, La Neuville-Bosmont, 4, 187
02546, La Neuville-en-Beine, 4, 193
02547, La Neuville-Housset, 4, 66
02548, La Neuville-lès-Dorengt, 4, 377
02549, Neuville-Saint-Amand, 3, 846
02550, Neuville-sur-Ailette, 4, 115
02551, Neuville-sur-Margival, 4, 115
02552, Neuvillette, 3, 187
02553, Nizy-le-Comte, 4, 244
02554, Nogentel, 2, 1071
02555, Nogent-l'Artaud, 2, 2108
02556, Noircourt, 4, 81
02557, Noroy-sur-Ourcq, 4, 127
02558, Le Nouvion-en-Thiérache, 3, 2557
02559, Nouvion-et-Catillon, 3, 462
02560, Nouvion-le-Comte, 4, 246
02561, Nouvion-le-Vineux, 3, 153
02562, Nouvron-Vingré, 4, 212
02563, Noyales, 4, 164
02564, Noyant-et-Aconin, 3, 495
02565, Œuilly, 3, 291
02566, Ognes, 2, 1104
02567, Ohis, 3, 279
02568, Oigny-en-Valois, 4, 162
02569, Oisy, 3, 471
02570, Ollezy, 4, 177
02571, Omissy, 2, 717
02572, Orainville, 3, 502
02573, Orgeval, 4, 60
02574, Origny-en-Thiérache, 3, 1432
02575, Origny-Sainte-Benoite, 3, 1670
02576, Osly-Courtil, 4, 330
02577, Ostel, 4, 90
02578, Oulches-la-Vallée-Foulon, 4, 86
02579, Oulchy-la-Ville, 4, 125
02580, Oulchy-le-Château, 3, 816
02581, Paars, 3, 323
02582, Paissy, 4, 76
02583, Pancy-Courtecon, 3, 54
02584, Papleux, 3, 121
02585, Parcy-et-Tigny, 3, 259
02586, Parfondeval, 4, 139
02587, Parfondru, 3, 355
02588, Pargnan, 3, 68
02589, Pargny-Filain, 3, 261
02590, Pargny-la-Dhuys, 4, 169
02591, Pargny-les-Bois, 4, 135
02592, Parpeville, 3, 192
02593, Pasly, 3, 1064
02594, Passy-en-Valois, 4, 132
02595, Passy-sur-Marne, 3, 133
02596, Pavant, 3, 763
02598, Pernant, 3, 669
02599, Pierremande, 3, 255
02600, Pierrepont, 3, 347
02601, Pignicourt, 4, 197
02602, Pinon, 3, 1698
02604, Pithon, 3, 84
02605, Pleine-Selve, 3, 192
02606, Le Plessier-Huleu, 4, 70
02607, Ploisy, 4, 78
02608, Plomion, 3, 473
02609, Ployart-et-Vaurseine, 4, 20
02610, Pommiers, 3, 736
02612, Pont-Arcy, 4, 127
02613, Pontavert, 3, 605
02614, Pontru, 3, 265
02615, Pontruet, 3, 360
02616, Pont-Saint-Mard, 4, 211
02617, Pouilly-sur-Serre, 3, 508
02618, Prémont, 3, 694
02619, Prémontré, 3, 658
02620, Presles-et-Boves, 3, 347
02621, Presles-et-Thierny, 3, 379
02622, Priez, 4, 54
02623, Prisces, 4, 97
02624, Proisy, 3, 275
02625, Proix, 4, 142
02626, Prouvais, 3, 334
02627, Proviseux-et-Plesnoy, 4, 123
02628, Puiseux-en-Retz, 3, 217
02629, Puisieux-et-Clanlieu, 4, 311
02631, Quierzy, 3, 411
02632, Quincy-Basse, 4, 57
02633, Quincy-sous-le-Mont, 4, 60
02634, Raillimont, 4, 82
02635, Ramicourt, 3, 146
02636, Regny, 4, 199
02637, Remaucourt, 3, 293
02638, Remies, 4, 237
02639, Remigny, 3, 346
02640, Renansart, 4, 157
02641, Renneval, 4, 111
02642, Résigny, 4, 173
02643, Ressons-le-Long, 3, 769
02644, Retheuil, 3, 346
02645, Reuilly-Sauvigny, 3, 192
02647, Ribeauville, 4, 60
02648, Ribemont, 3, 1937
02649, Rocourt-Saint-Martin, 4, 307
02650, Rocquigny, 3, 357
02651, Rogécourt, 3, 106
02652, Rogny, 4, 104
02653, Romeny-sur-Marne, 2, 500
02654, Romery, 3, 82
02655, Ronchères, 4, 135
02656, Roucy, 3, 394
02657, Rougeries, 3, 250
02658, Roupy, 4, 236
02659, Rouvroy, 2, 504
02660, Rouvroy-sur-Serre, 4, 38
02661, Royaucourt-et-Chailvet, 3, 254
02662, Rozet-Saint-Albin, 3, 322
02663, Rozières-sur-Crise, 3, 221
02664, Rozoy-Bellevalle, 4, 123
02665, Grand-Rozoy, 4, 300
02666, Rozoy-sur-Serre, 3, 1002
02667, Saconin-et-Breuil, 4, 203
02668, Sains-Richaumont, 3, 1057
02670, Saint-Algis, 4, 151
02671, Saint-Aubin, 4, 287
02672, Saint-Bandry, 3, 261
02673, Saint-Christophe-à-Berry, 3, 444
02674, Saint-Clément, 4, 48
02675, Sainte-Croix, 4, 133
02676, Saint-Erme-Outre-et-Ramecourt, 3, 1716
02677, Saint-Eugène, 3, 240
02678, Sainte-Geneviève, 4, 68
02679, Saint-Gengoulph, 4, 150
02680, Saint-Gobain, 3, 2294
02681, Saint-Gobert, 3, 279
02682, Saint-Mard, 3, 114
02683, Saint-Martin-Rivière, 3, 110
02684, Saint-Michel, 3, 3314
02685, Saint-Nicolas-aux-Bois, 4, 120
02686, Saint-Paul-aux-Bois, 3, 373
02687, Saint-Pierre-Aigle, 3, 333
02688, Saint-Pierre-lès-Franqueville, 3, 48
02689, Saint-Pierremont, 4, 41
02690, Sainte-Preuve, 4, 80
02691, Saint-Quentin, 2, 53570
02693, Saint-Rémy-Blanzy, 4, 221
02694, Saint-Simon, 3, 641
02696, Saint-Thomas, 4, 76
02697, Samoussy, 3, 384
02698, Sancy-les-Cheminots, 4, 101
02699, Saponay, 4, 280
02701, Saulchery, 2, 708
02702, Savy, 3, 602
02703, Seboncourt, 3, 1083
02704, Selens, 4, 247
02705, La Selve, 4, 210
02706, Septmonts, 3, 566
02707, Septvaux, 4, 181
02708, Sequehart, 4, 215
02709, Serain, 3, 407
02710, Seraucourt-le-Grand, 3, 742
02711, Serches, 4, 293
02712, Sergy, 4, 142
02713, Seringes-et-Nesles, 3, 270
02714, Sermoise, 3, 358
02715, Serval, 4, 45
02716, Servais, 3, 290
02717, Séry-lès-Mézières, 3, 590
02718, Silly-la-Poterie, 3, 121
02719, Sinceny, 3, 2028
02720, Sissonne, 3, 2034
02721, Sissy, 3, 476
02722, Soissons, 2, 28712
02723, Soize, 4, 98
02724, Sommelans, 4, 61
02725, Sommeron, 4, 139
02726, Sommette-Eaucourt, 3, 181
02727, Sons-et-Ronchères, 4, 221
02728, Sorbais, 4, 264
02729, Soucy, 4, 81
02730, Soupir, 4, 267
02731, Le Sourd, 4, 171
02732, Surfontaine, 4, 104
02734, Taillefontaine, 4, 274
02735, Tannières, 4, 17
02736, Tartiers, 4, 167
02737, Tavaux-et-Pontséricourt, 3, 552
02738, Tergnier, 2, 13588
02739, Terny-Sorny, 3, 335
02740, Thenailles, 4, 221
02741, Thenelles, 3, 539
02742, Thiernu, 4, 114
02743, Le Thuel, 4, 158
02744, Torcy-en-Valois, 4, 72
02745, Toulis-et-Attencourt, 4, 121
02746, Travecy, 3, 658
02747, Trefcon, 4, 83
02748, Trélou-sur-Marne, 3, 939
02749, Troësnes, 3, 219
02750, Trosly-Loire, 3, 583
02751, Trucy, 3, 144
02752, Tugny-et-Pont, 4, 281
02753, Tupigny, 3, 328
02754, Ugny-le-Gay, 3, 185
02755, Urcel, 3, 589
02756, Urvillers, 3, 684
02757, Vadencourt, 3, 529
02758, Vailly-sur-Aisne, 3, 2012
02759, La Vallée-au-Blé, 3, 370
02760, La Vallée-Mulâtre, 4, 142
02761, Variscourt, 4, 211
02762, Vassens, 4, 139
02763, Vasseny, 4, 219
02764, Vassogne, 4, 88
02765, Vaucelles-et-Beffecourt, 3, 246
02766, Vaudesson, 4, 235
02767, Vauxrezis, 3, 322
02768, Vauxaillon, 3, 542
02769, Vaux-Andigny, 3, 898
02770, Vauxbuin, 2, 788
02772, Vaux-en-Vermandois, 4, 160
02773, Vauxtin, 4, 39
02774, Vendelles, 4, 118
02775, Vendeuil, 3, 936
02776, Vendhuile, 3, 558
02777, Vendières, 4, 142
02778, Vendresse-Beaulne, 4, 97
02779, Vénérolles, 3, 219
02780, Venizel, 3, 1378
02781, Verdilly, 3, 453
02782, Le Verguier, 4, 220
02783, Grand-Verly, 3, 138
02784, Petit-Verly, 3, 138
02785, Vermand, 3, 1100
02786, Verneuil-sous-Coucy, 4, 127
02787, Verneuil-sur-Serre, 4, 258
02788, Versigny, 3, 460
02789, Vervins, 3, 2587
02790, Vesles-et-Caumont, 4, 238
02791, Veslud, 4, 259
02792, Veuilly-la-Poterie, 4, 157
02793, Vézaponin, 3, 119
02794, Vézilly, 4, 188
02795, Vic-sur-Aisne, 3, 1618
02796, Vichel-Nanteuil, 3, 83
02797, Viel-Arcy, 4, 172
02798, Viels-Maisons, 3, 1221
02799, Vierzy, 3, 407
02800, Viffort, 4, 313
02801, Vigneux-Hocquet, 4, 272
02802, La Ville-aux-Bois-lès-Dizy, 4, 209
02803, La Ville-aux-Bois-lès-Pontavert, 4, 146
02804, Villemontoire, 4, 186
02805, Villeneuve-Saint-Germain, 2, 2549
02806, Villeneuve-sur-Fère, 4, 294
02807, Villequier-Aumont, 3, 656
02808, Villeret, 3, 289
02809, Villers-Agron-Aiguizy, 4, 69
02810, Villers-Cotterêts, 2, 10424
02812, Villers-Hélon, 4, 207
02813, Villers-le-Sec, 4, 252
02814, Villers-lès-Guise, 4, 162
02815, Villers-Saint-Christophe, 3, 430
02816, Villers-sur-Fère, 3, 531
02817, Ville-Savoye, 4, 82
02818, Villiers-Saint-Denis, 3, 1166
02819, Vincy-Reuil-et-Magny, 4, 116
02820, Viry-Noureuil, 2, 1688
02821, Vivaise, 3, 680
02822, Vivières, 3, 391
02823, Voharies, 4, 74
02824, Vorges, 3, 375
02826, Voulpaix, 3, 356
02827, Voyenne, 3, 312
02828, Vregny, 4, 94
02829, Vuillery, 4, 42
02830, Wassigny, 3, 955
02831, Watigny, 3, 379
02832, Wiège-Faty, 4, 189
02833, Wimy, 3, 508
02834, Wissignicourt, 4, 169
03001, Abrest, 2, 2904
03002, Agonges, 4, 309
03003, Ainay-le-Château, 3, 987
03004, Andelaroche, 4, 253
03005, Archignat, 4, 338
03006, Arfeuilles, 4, 633
03007, Arpheuilles-Saint-Priest, 4, 357
03008, Arronnes, 4, 372
03009, Aubigny, 4, 135
03010, Audes, 4, 424
03011, Aurouër, 4, 421
03012, Autry-Issards, 4, 323
03013, Avermes, 2, 3953
03014, Avrilly, 3, 136
03015, Bagneux, 4, 328
03016, Barberier, 3, 143
03017, Barrais-Bussolles, 4, 189
03018, Bayet, 3, 685
03019, Beaulon, 3, 1640
03020, Beaune-d'Allier, 4, 294
03021, Bègues, 4, 224
03022, Bellenaves, 3, 997
03023, Bellerive-sur-Allier, 2, 8741
03024, Bert, 4, 237
03025, Bessay-sur-Allier, 3, 1328
03026, Besson, 3, 761
03027, Bézenet, 3, 928
03028, Billezois, 4, 364
03029, Billy, 3, 783
03030, Biozat, 3, 856
03031, Bizeneuille, 4, 291
03032, Blomard, 4, 244
03033, Bost, 3, 181
03034, Boucé, 3, 496
03035, Le Bouchaud, 4, 212
03036, Bourbon-l'Archambault, 3, 2572
03037, Braize, 3, 259
03038, Bransat, 3, 521
03039, Bresnay, 4, 384
03040, Bressolles, 3, 1126
03041, Le Brethon, 4, 319
03042, Le Breuil, 3, 530
03043, Broût-Vernet, 3, 1189
03044, Brugheas, 3, 1516
03045, Busset, 3, 849
03046, Buxières-les-Mines, 3, 1026
03047, La Celle, 4, 407
03048, Cérilly, 3, 1305
03049, Cesset, 3, 428
03050, La Chabanne, 4, 179
03051, Chambérat, 4, 301
03052, Chamblet, 3, 1093
03053, Chantelle, 3, 1102
03054, Chapeau, 4, 237
03055, La Chapelaude, 3, 966
03056, La Chapelle, 4, 382
03057, La Chapelle-aux-Chasses, 4, 201
03058, Chappes, 4, 238
03059, Chareil-Cintrat, 3, 359
03060, Charmeil, 3, 1030
03061, Charmes, 4, 394
03062, Charroux, 3, 351
03063, Chassenard, 3, 1028
03064, Château-sur-Allier, 3, 180
03065, Châtel-de-Neuvre, 3, 544
03066, Châtel-Montagne, 4, 324
03067, Châtelperron, 4, 138
03068, Châtelus, 4, 104
03069, Châtillon, 3, 312
03070, Chavenon, 4, 133
03071, Chavroches, 3, 248
03072, Chazemais, 4, 492
03073, Chemilly, 3, 638
03074, Chevagnes, 3, 656
03075, Chezelle, 4, 168
03076, Chézy, 4, 227
03077, Chirat-l'Église, 4, 128
03078, Chouvigny, 4, 231
03079, Cindré, 3, 303
03080, Cognat-Lyonne, 3, 691
03081, Colombier, 3, 327
03082, Commentry, 3, 6132
03083, Contigny, 3, 580
03084, Cosne-d'Allier, 3, 2034
03085, Coulandon, 3, 646
03086, Coulanges, 4, 321
03087, Couleuvre, 4, 597
03088, Courçais, 4, 320
03089, Coutansouze, 4, 152
03090, Couzon, 4, 305
03091, Créchy, 3, 438
03092, Cressanges, 4, 628
03093, Creuzier-le-Neuf, 2, 1185
03094, Creuzier-le-Vieux, 2, 3297
03095, Cusset, 2, 12474
03096, Deneuille-lès-Chantelle, 3, 86
03097, Deneuille-les-Mines, 4, 360
03098, Désertines, 2, 4459
03099, Deux-Chaises, 4, 391
03100, Diou, 3, 1381
03101, Domérat, 2, 8729
03102, Dompierre-sur-Besbre, 3, 3032
03103, Le Donjon, 3, 1065
03104, Doyet, 3, 1169
03105, Droiturier, 4, 357
03106, Durdat-Larequille, 3, 1316
03107, Ébreuil, 3, 1270
03108, Échassières, 4, 376
03109, Escurolles, 3, 781
03110, Espinasse-Vozelle, 3, 968
03111, Estivareilles, 3, 1112
03112, Étroussat, 3, 668
03113, Ferrières-sur-Sichon, 4, 536
03114, La Ferté-Hauterive, 4, 279
03115, Fleuriel, 4, 341
03116, Fourilles, 4, 191
03117, Franchesse, 4, 475
03118, Gannat, 3, 5830
03119, Gannay-sur-Loire, 4, 413
03120, Garnat-sur-Engièvre, 3, 710
03121, Gennetines, 3, 647
03122, Gipcy, 3, 236
03124, Gouise, 4, 219
03125, La Guillermie, 4, 124
03126, Hauterive, 3, 1167
03127, Hérisson, 3, 620
03128, Huriel, 3, 2645
03129, Hyds, 4, 312
03130, Isle-et-Bardais, 4, 279
03131, Isserpent, 3, 550
03132, Jaligny-sur-Besbre, 3, 559
03133, Jenzat, 3, 519
03134, Laféline, 4, 193
03135, Lalizolle, 4, 407
03136, Lamaids, 4, 235
03137, Langy, 3, 271
03138, Lapalisse, 3, 3144
03139, Laprugne, 4, 313
03140, Lavault-Sainte-Anne, 2, 1154
03141, Lavoine, 4, 149
03142, Lenax, 4, 242
03143, Lételon, 3, 92
03144, Liernolles, 4, 211
03145, Lignerolles, 3, 736
03146, Limoise, 4, 154
03147, Loddes, 4, 167
03148, Loriges, 3, 349
03149, Louchy-Montfand, 3, 441
03150, Louroux-Bourbonnais, 4, 203
03151, Louroux-de-Beaune, 4, 159
03152, Louroux-de-Bouble, 4, 231
03154, Luneau, 4, 276
03155, Lurcy-Lévis, 3, 1881
03156, Lusigny, 3, 1688
03157, Magnet, 3, 1020
03158, Haut-Bocage, 4, 871
03159, Malicorne, 3, 780
03160, Marcenat, 4, 410
03161, Marcillat-en-Combraille, 3, 900
03162, Marigny, 4, 202
03163, Mariol, 3, 751
03164, Le Mayet-d'École, 4, 273
03165, Le Mayet-de-Montagne, 3, 1384
03166, Mazerier, 3, 306
03167, Mazirat, 4, 286
03168, Meaulne-Vitray, 3, 906
03169, Meillard, 4, 331
03170, Meillers, 4, 129
03171, Mercy, 4, 249
03172, Mesples, 4, 122
03173, Molinet, 3, 1142
03174, Molles, 3, 914
03175, Monestier, 4, 278
03176, Monétay-sur-Allier, 3, 541
03177, Monétay-sur-Loire, 4, 253
03178, Montaiguët-en-Forez, 4, 298
03179, Montaigu-le-Blin, 3, 297
03180, Montbeugny, 3, 662
03181, Montcombroux-les-Mines, 4, 296
03182, Monteignet-sur-l'Andelot, 4, 263
03183, Le Montet, 3, 469
03184, Montilly, 3, 505
03185, Montluçon, 2, 34361
03186, Montmarault, 3, 1524
03187, Montoldre, 3, 630
03188, Montord, 3, 219
03189, Montvicq, 3, 715
03190, Moulins, 2, 19246
03191, Murat, 3, 280
03192, Nades, 4, 150
03193, Nassigny, 4, 187
03194, Naves, 4, 125
03195, Néris-les-Bains, 3, 2570
03196, Neuilly-en-Donjon, 4, 221
03197, Neuilly-le-Réal, 3, 1453
03198, Neure, 3, 187
03200, Neuvy, 3, 1520
03201, Nizerolles, 4, 304
03202, Noyant-d'Allier, 3, 603
03203, Paray-le-Frésil, 4, 387
03204, Paray-sous-Briailles, 3, 623
03205, Périgny, 4, 440
03206, La Petite-Marche, 4, 168
03207, Pierrefitte-sur-Loire, 3, 512
03208, Le Pin, 4, 423
03209, Poëzat, 3, 151
03210, Pouzy-Mésangy, 4, 399
03211, Prémilhat, 3, 2507
03212, Quinssaines, 3, 1512
03213, Reugny, 3, 252
03214, Rocles, 3, 382
03215, Rongères, 3, 550
03216, Ronnet, 4, 172
03217, Saint-Angel, 3, 761
03218, Saint-Aubin-le-Monial, 4, 272
03219, Saint-Bonnet-de-Four, 4, 215
03220, Saint-Bonnet-de-Rochefort, 3, 710
03221, Saint-Bonnet-Tronçais, 3, 730
03222, Saint-Caprais, 4, 90
03223, Saint-Christophe, 4, 441
03224, Saint-Clément, 4, 288
03225, Saint-Désiré, 4, 444
03226, Saint-Didier-en-Donjon, 4, 250
03227, Saint-Didier-la-Forêt, 4, 373
03228, Saint-Éloy-d'Allier, 4, 38
03229, Saint-Ennemond, 4, 612
03230, Saint-Étienne-de-Vicq, 3, 526
03231, Saint-Fargeol, 4, 188
03232, Saint-Félix, 3, 303
03233, Saint-Genest, 3, 395
03234, Saint-Gérand-de-Vaux, 4, 373
03235, Saint-Gérand-le-Puy, 3, 969
03236, Saint-Germain-des-Fossés, 3, 3654
03237, Saint-Germain-de-Salles, 3, 427
03238, Saint-Hilaire, 3, 529
03239, Saint-Léger-sur-Vouzance, 4, 265
03240, Saint-Léon, 3, 543
03241, Saint-Léopardin-d'Augy, 4, 368
03242, Saint-Loup, 3, 568
03243, Saint-Marcel-en-Murat, 4, 121
03244, Saint-Marcel-en-Marcillat, 4, 128
03245, Saint-Martin-des-Lais, 4, 124
03246, Saint-Martinien, 3, 594
03247, Saint-Menoux, 3, 1106
03248, Saint-Nicolas-des-Biefs, 4, 165
03249, Saint-Palais, 4, 162
03250, Saint-Pierre-Laval, 3, 349
03251, Saint-Plaisir, 4, 376
03252, Saint-Pont, 3, 677
03253, Saint-Pourçain-sur-Besbre, 4, 379
03254, Saint-Pourçain-sur-Sioule, 3, 5221
03255, Saint-Priest-d'Andelot, 4, 143
03256, Saint-Priest-en-Murat, 4, 214
03257, Saint-Prix, 3, 803
03258, Saint-Rémy-en-Rollat, 3, 1737
03259, Saint-Sauvier, 4, 338
03260, Saint-Sornin, 4, 224
03261, Sainte-Thérence, 4, 178
03262, Saint-Victor, 3, 2092
03263, Saint-Voir, 4, 194
03264, Saint-Yorre, 3, 2570
03265, Saligny-sur-Roudon, 4, 671
03266, Sanssat, 3, 272
03267, Saulcet, 3, 664
03268, Saulzet, 3, 386
03269, Sauvagny, 4, 85
03270, Sazeret, 4, 143
03271, Serbannes, 3, 805
03272, Servilly, 4, 282
03273, Seuillet, 3, 492
03274, Sorbier, 4, 318
03275, Souvigny, 3, 1747
03276, Sussat, 4, 102
03277, Target, 4, 254
03278, Taxat-Senat, 4, 191
03279, Teillet-Argenty, 4, 556
03280, Terjat, 4, 182
03281, Le Theil, 4, 391
03282, Theneuille, 4, 372
03283, Thiel-sur-Acolin, 3, 1065
03284, Thionne, 3, 290
03285, Tortezais, 4, 178
03286, Toulon-sur-Allier, 3, 1138
03287, Treban, 4, 379
03288, Treignat, 4, 384
03289, Treteau, 3, 514
03290, Trévol, 3, 1630
03291, Trézelles, 3, 415
03292, Tronget, 3, 879
03293, Urçay, 3, 283
03294, Ussel-d'Allier, 4, 168
03295, Valignat, 4, 76
03296, Valigny, 3, 376
03297, Vallon-en-Sully, 3, 1538
03298, Varennes-sur-Allier, 3, 3618
03299, Varennes-sur-Tèche, 4, 229
03300, Vaumas, 3, 537
03301, Vaux, 3, 1166
03302, Veauce, 4, 39
03303, Venas, 4, 236
03304, Vendat, 3, 2249
03305, Verneix, 4, 593
03306, Le Vernet, 2, 1918
03307, Verneuil-en-Bourbonnais, 3, 236
03308, Vernusse, 4, 152
03309, Le Veurdre, 3, 454
03310, Vichy, 2, 24980
03311, Vicq, 4, 305
03312, Vieure, 4, 274
03313, Le Vilhain, 4, 275
03314, Villebret, 3, 1322
03315, Villefranche-d'Allier, 3, 1283
03316, Villeneuve-sur-Allier, 3, 1073
03317, Viplaix, 4, 294
03319, Voussac, 3, 484
03320, Ygrande, 3, 776
03321, Yzeure, 2, 12838
04001, Aiglun, 3, 1432
04004, Allemagne-en-Provence, 3, 546
04005, Allons, 4, 133
04006, Allos, 3, 824
04007, Angles, 4, 67
04008, Annot, 3, 1031
04009, Archail, 4, 14
04012, Aubenas-les-Alpes, 4, 95
04013, Aubignosc, 3, 605
04016, Authon, 4, 63
04017, Auzet, 4, 99
04018, Banon, 3, 1028
04019, Barcelonnette, 3, 2564
04020, Barles, 4, 133
04021, Barras, 4, 147
04022, Barrême, 3, 417
04023, Bayons, 4, 189
04024, Beaujeu, 4, 127
04025, Beauvezer, 3, 386
04026, Bellaffaire, 4, 136
04027, Bevons, 4, 252
04028, Beynes, 4, 122
04030, Blieux, 4, 57
04031, Bras-d'Asse, 3, 557
04032, Braux, 4, 127
04033, Ubaye-Serre-Ponçon, 4, 766
04034, La Brillanne, 3, 1124
04035, Brunet, 4, 290
04036, Le Brusquet, 3, 960
04037, Le Caire, 4, 73
04039, Castellane, 3, 1470
04040, Le Castellard-Mélan, 4, 63
04041, Le Castellet, 4, 299
04042, Castellet-lès-Sausses, 4, 138
04043, Val-de-Chalvagne, 4, 86
04045, Céreste, 3, 1206
04046, Le Chaffaut-Saint-Jurson, 3, 687
04047, Champtercier, 3, 848
04049, Château-Arnoux-Saint-Auban, 2, 5089
04050, Châteaufort, 4, 27
04051, Châteauneuf-Miravail, 4, 72
04053, Châteauneuf-Val-Saint-Donat, 3, 492
04054, Châteauredon, 3, 74
04055, Chaudon-Norante, 4, 188
04057, Clamensane, 4, 176
04058, Claret, 4, 272
04059, Clumanc, 4, 220
04061, Colmars, 3, 482
04062, La Condamine-Châtelard, 4, 149
04063, Corbières-en-Provence, 3, 1219
04065, Cruis, 3, 633
04066, Curbans, 3, 571
04067, Curel, 4, 52
04068, Dauphin, 3, 836
04069, Demandolx, 4, 135
04070, Digne-les-Bains, 2, 16482
04072, Draix, 4, 110
04073, Enchastrayes, 3, 388
04074, Entrages, 4, 102
04075, Entrepierres, 4, 372
04076, Entrevaux, 3, 816
04077, Entrevennes, 4, 172
04079, L'Escale, 2, 1371
04081, Esparron-de-Verdon, 4, 392
04084, Estoublon, 3, 493
04085, Faucon-du-Caire, 4, 59
04086, Faucon-de-Barcelonnette, 3, 303
04087, Fontienne, 4, 133
